product_id,model_version,demand_class,selected_model,simulations,optimized_reorder_point,mean_simulated_lead_time,mean_lead_time_demand,p50_lead_time_demand,p90_lead_time_demand,p95_lead_time_demand,p99_lead_time_demand,stockout_probability,expected_shortage_units,shortage_units_p95,policy_robustness,simulated_at_utc
P01438,39d6631bdb216896,Trending,HoltWinters7,5000,2155.0,8.4836,1932.934465,1907.226396,2677.976517,2751.134943,2821.531137,0.3766,130.75384,596.134943,Fragile,2026-08-28T10:58:41.807024+00:00
P01542,a4362b6dcd2e370a,Trending,HoltWinters7,5000,195.0,8.5228,174.997939,174.209278,240.626324,250.733628,264.423481,0.376,11.954732,55.733628,Fragile,2026-08-28T10:58:41.807024+00:00
P01241,9000ab9a93416f0f,Trending,HoltWinters7,5000,2164.0,8.4868,1946.621267,1935.942343,2681.962725,2775.05715,2898.114075,0.3758,134.963558,611.05715,Fragile,2026-08-28T10:58:41.807024+00:00
P01957,2c5a50ad02fde922,Trending,HoltWinters7,5000,764.0,8.4676,687.772919,682.640428,955.725062,981.035383,1010.167782,0.3758,48.21913,217.035383,Fragile,2026-08-28T10:58:41.807024+00:00
P00686,0d85d8dbbd6c3831,Trending,HoltWinters7,5000,2930.0,8.5088,2629.881632,2622.231038,3641.01963,3742.161578,3844.519454,0.3748,181.245911,812.161578,Fragile,2026-08-28T10:58:41.807024+00:00
P01012,5380330b6bf6e1ba,Volatile,SES,5000,1133.0,14.9916,1041.95196,1037.84363,1352.575447,1404.491009,1482.861914,0.3742,57.600318,271.491009,Fragile,2026-08-28T10:58:41.807024+00:00
P01609,8bec7dcc7fdd8407,Trending,HoltWinters7,5000,242.0,8.5398,217.200372,216.252699,299.345312,312.767641,330.087665,0.3736,14.906313,70.767641,Fragile,2026-08-28T10:58:41.807024+00:00
P01714,b53db5e981292021,Trending,HoltWinters7,5000,287.0,8.4872,257.041261,254.399128,355.050333,364.777592,374.899157,0.3728,16.984212,77.777592,Fragile,2026-08-28T10:58:41.807024+00:00
P00169,d3f4f7e75a96ad54,Trending,HoltWinters7,5000,137.0,8.4834,122.672141,121.400365,169.588313,176.774095,186.924539,0.3726,8.482223,39.774095,Fragile,2026-08-28T10:58:41.807024+00:00
P01771,7bc3e9c2851af71c,Trending,HoltWinters7,5000,1175.0,8.4508,1062.096689,1044.489439,1477.500116,1517.178774,1552.90746,0.3712,75.044161,342.178774,Fragile,2026-08-28T10:58:41.807024+00:00
P01500,2507a9840aa7fda4,Volatile,SES,5000,5057.0,15.0844,4600.476749,4603.869834,5956.464096,6189.777708,6542.395766,0.37,237.068612,1132.777708,Fragile,2026-08-28T10:58:41.807024+00:00
P00315,f880f7aee28e88b3,Volatile,RollingMean28,5000,4482.0,15.0284,4080.135165,4080.769413,5271.350447,5485.365878,5812.955275,0.3698,209.296448,1003.365878,Fragile,2026-08-28T10:58:41.807024+00:00
P01677,4424d6a2b84ea5d7,Trending,HoltWinters7,5000,160.0,8.5672,141.946341,142.52159,193.979617,202.37759,214.517713,0.3694,8.824259,42.37759,Fragile,2026-08-28T10:58:41.807024+00:00
P00530,d083d5bf12903361,Volatile,Naive,5000,4865.0,14.9596,4445.464581,4439.47277,5774.031351,5980.321314,6305.429754,0.3692,233.398198,1115.321314,Fragile,2026-08-28T10:58:41.807024+00:00
P01858,dc3c39bc9d471b69,Trending,HoltWinters7,5000,423.0,8.5406,374.174453,377.828429,514.005409,527.684384,543.865012,0.3692,22.615233,104.684384,Fragile,2026-08-28T10:58:41.807024+00:00
P01783,d6f86a74a792173e,Trending,HoltWinters7,5000,3777.0,8.481,3385.568539,3387.548422,4678.825936,4820.752057,4969.428381,0.3682,227.204343,1043.752057,Fragile,2026-08-28T10:58:41.807024+00:00
P01431,7513218f42c458a0,Trending,HoltWinters7,5000,1528.0,8.4988,1361.431268,1348.089872,1883.708065,1932.387482,1993.629936,0.368,87.662248,404.387482,Fragile,2026-08-28T10:58:41.807024+00:00
P01340,e4fc517efdb60ba7,Trending,HoltWinters7,5000,224.0,8.5232,199.084502,198.254892,274.206263,286.639825,301.958363,0.367,13.122364,62.639825,Fragile,2026-08-28T10:58:41.807024+00:00
P01984,b05d706f36aa4530,Trending,HoltWinters7,5000,1373.0,8.4882,1221.928967,1223.076297,1687.140875,1736.287715,1786.450991,0.3668,76.763323,363.287715,Fragile,2026-08-28T10:58:41.807024+00:00
P00454,71898b98250795a3,Volatile,SES,5000,3270.0,15.019,2990.942321,2983.585572,3866.438047,4043.786117,4290.253983,0.3666,158.86825,773.786117,Fragile,2026-08-28T10:58:41.807024+00:00
P00009,7fb3f895c7dc1c5b,Trending,HoltWinters7,5000,1979.0,8.453,1792.713553,1763.147895,2495.767984,2563.73239,2637.207085,0.3666,128.944441,584.73239,Fragile,2026-08-28T10:58:41.807024+00:00
P00483,99bf194947d573b7,Trending,HoltWinters7,5000,3163.0,8.4812,2820.949902,2799.737608,3896.583107,4020.001683,4140.44253,0.366,183.672727,857.001683,Fragile,2026-08-28T10:58:41.807024+00:00
P01727,b5d338b94b44a20c,Trending,HoltWinters7,5000,3381.0,8.5042,2994.311803,2992.822918,4148.145946,4257.753728,4373.878046,0.3654,187.148594,876.753728,Fragile,2026-08-28T10:58:41.807024+00:00
P01388,cef53f55d0c64f05,Trending,HoltWinters7,5000,271.0,8.448,241.691078,239.912596,333.221769,348.177255,368.142603,0.3648,16.192365,77.177255,Fragile,2026-08-28T10:58:41.807024+00:00
P01093,6250d92172cfe25e,Trending,HoltWinters7,5000,2286.0,8.4682,2042.898389,2045.394611,2836.14368,2926.268191,3017.478902,0.3634,136.88232,640.268191,Fragile,2026-08-28T10:58:41.807024+00:00
P00860,b723ecf3711159da,Trending,HoltWinters7,5000,332.0,8.5198,296.369398,295.10396,407.074434,424.52169,449.105994,0.3628,19.343047,92.52169,Fragile,2026-08-28T10:58:41.807024+00:00
P00616,d77ad5b5f2e6ec2b,Volatile,SES,5000,4410.0,15.0006,4021.753377,4010.047407,5225.997937,5414.906596,5727.911318,0.3626,208.616638,1004.906596,Fragile,2026-08-28T10:58:41.807024+00:00
P01427,4dace68a4b0edfa8,Trending,HoltWinters7,5000,139.0,8.4494,123.534733,123.278958,171.363762,178.665104,189.018403,0.3626,8.279252,39.665104,Fragile,2026-08-28T10:58:41.807024+00:00
P01140,77500345c110217e,Trending,HoltWinters7,5000,3589.0,8.475,3205.396557,3169.99096,4442.212101,4571.267878,4701.043464,0.362,209.948315,982.267878,Fragile,2026-08-28T10:58:41.807024+00:00
P00474,a489afb497e228e2,Volatile,SES,5000,5169.0,14.9632,4685.285571,4666.683481,6094.296343,6338.38615,6745.08827,0.3614,238.371554,1169.38615,Fragile,2026-08-28T10:58:41.807024+00:00
P00431,52f4954b502b9069,Trending,HoltWinters7,5000,327.0,8.5822,289.413164,289.409749,399.239929,416.296313,441.446314,0.3604,18.466016,89.296313,Fragile,2026-08-28T10:58:41.807024+00:00
P01882,b9bdade173523c8e,Stable,Naive,5000,374.0,7.5224,338.562391,338.78852,446.764501,457.184573,469.497341,0.3592,18.328914,83.184573,Fragile,2026-08-28T10:58:41.807024+00:00
P01240,4af1063352bd28a5,Trending,HoltWinters7,5000,72.0,8.5498,63.494385,63.311909,87.669856,91.847539,98.50311,0.358,4.04696,19.847539,Fragile,2026-08-28T10:58:41.807024+00:00
P01060,689b57e38d506d78,Seasonal,HoltWinters7,5000,1462.0,10.4366,1312.542029,1290.460037,1733.997578,1767.806449,1804.762955,0.3568,63.557735,305.806449,Fragile,2026-08-28T10:58:41.807024+00:00
P01642,667a5cb02e5722ca,Stable,Naive,5000,565.0,7.513,510.845307,512.846977,674.781673,690.946655,712.397135,0.3558,27.429854,125.946655,Fragile,2026-08-28T10:58:41.807024+00:00
P00125,83401df2ae866841,Trending,Naive,5000,212.0,8.5308,187.137982,186.811941,256.798619,268.79745,285.972457,0.3548,11.545968,56.79745,Fragile,2026-08-28T10:58:41.807024+00:00
P01831,d82c445207484f4d,Volatile,SES,5000,2153.0,14.9808,1947.756362,1945.898651,2526.418294,2628.814464,2782.38384,0.3544,96.276797,475.814464,Fragile,2026-08-28T10:58:41.807024+00:00
P00607,074506064568d743,Trending,HoltWinters7,5000,102.0,8.4936,89.758772,89.030616,124.196923,128.975669,137.899455,0.3524,5.563323,26.975669,Fragile,2026-08-28T10:58:41.807024+00:00
P00070,caf63f01c710d0be,Volatile,RollingMean28,5000,4942.0,15.0378,4483.089731,4489.381123,5770.666536,6011.025813,6384.126289,0.3516,213.966134,1069.025813,Fragile,2026-08-28T10:58:41.807024+00:00
P01114,f8e3a3bc6db2010e,Trending,HoltWinters7,5000,2514.0,8.5224,2188.419336,2212.154573,3026.406019,3100.653513,3201.974205,0.351,119.173068,586.653513,Fragile,2026-08-28T10:58:41.807024+00:00
P01735,e8c1541d3968ac39,Trending,HoltWinters7,5000,221.0,8.5654,194.658247,195.665273,266.617801,279.446343,297.814968,0.3506,11.725128,58.446343,Fragile,2026-08-28T10:58:41.807024+00:00
P01352,aa8adb50e9a85e7a,Trending,HoltWinters7,5000,1473.0,8.5154,1277.970625,1290.906821,1769.316804,1813.259204,1860.85774,0.3494,68.385599,340.259204,Fragile,2026-08-28T10:58:41.807024+00:00
P00240,f5521b900a15f520,Trending,HoltWinters7,5000,134.0,8.548,117.209525,116.991889,160.855312,168.602052,178.173528,0.3478,6.853136,34.602052,Fragile,2026-08-28T10:58:41.807024+00:00
P01458,e94b5cda76e518d2,Intermittent,SeasonalNaive7,5000,2330.0,18.5404,2072.795757,2027.443719,3021.172616,3294.12687,3830.628788,0.346,179.26628,964.12687,Fragile,2026-08-28T10:58:41.807024+00:00
P01514,93087933cfa47a66,Stable,Naive,5000,42.0,7.4848,37.437783,37.323904,49.382739,51.178205,53.901959,0.3458,1.874079,9.178205,Fragile,2026-08-28T10:58:41.807024+00:00
P01985,eccd174316462249,Trending,HoltWinters7,5000,343.0,8.5102,298.778599,297.179294,412.12865,430.397377,453.875119,0.3454,17.15642,87.397377,Fragile,2026-08-28T10:58:41.807024+00:00
P01853,9dc2a71ae902474f,Volatile,RollingMean28,5000,3736.0,14.9974,3362.034868,3354.792074,4355.753357,4521.973594,4778.078316,0.3448,156.471514,785.973594,Fragile,2026-08-28T10:58:41.807024+00:00
P01133,bcf68b4433f93faa,Trending,HoltWinters7,5000,356.0,8.4892,312.268543,311.383206,430.842201,449.049408,475.823217,0.3444,18.560613,93.049408,Fragile,2026-08-28T10:58:41.807024+00:00
P00058,f64b94dd6997f45a,Trending,HoltWinters7,5000,244.0,8.523,213.40209,213.092058,292.137366,305.533617,326.159519,0.3442,12.430644,61.533617,Fragile,2026-08-28T10:58:41.807024+00:00
P01362,88ceed686de9baf8,Trending,HoltWinters7,5000,240.0,8.517,209.773498,209.617659,287.797816,299.57099,316.482149,0.3428,11.920295,59.57099,Fragile,2026-08-28T10:58:41.807024+00:00
P01423,d439b323cec1f304,Trending,HoltWinters7,5000,147.0,8.4702,127.797769,127.275871,176.571831,183.97926,195.416475,0.3418,7.386528,36.97926,Fragile,2026-08-28T10:58:41.807024+00:00
P00498,55115e9cd0de8685,Trending,HoltWinters7,5000,119.0,8.5166,103.295918,103.094319,141.67879,148.35322,155.731368,0.3418,5.689716,29.35322,Fragile,2026-08-28T10:58:41.807024+00:00
P01598,16fe22978d7f2c60,Trending,HoltWinters7,5000,243.0,8.5066,211.899809,211.776053,290.036017,303.448388,323.860967,0.341,11.868662,60.448388,Fragile,2026-08-28T10:58:41.807024+00:00
P01607,4304963fd938bdef,Trending,HoltWinters7,5000,171.0,8.4954,147.273341,146.937454,202.510673,211.644887,225.020813,0.3408,7.984698,40.644887,Fragile,2026-08-28T10:58:41.807024+00:00
P01511,8af55b6fd8668ff1,Volatile,SES,5000,1692.0,15.0752,1529.187001,1529.46876,1979.31377,2056.849216,2175.45356,0.3404,71.345665,364.849216,Fragile,2026-08-28T10:58:41.807024+00:00
P00721,a770744e51ae491c,Volatile,SES,5000,2308.0,14.9912,2068.168244,2069.984791,2686.776301,2795.622306,2948.281798,0.3396,93.577978,487.622306,Fragile,2026-08-28T10:58:41.807024+00:00
P00731,c95b898459fb4ae9,Trending,HoltWinters7,5000,309.0,8.4942,270.01482,269.215021,371.466981,388.107248,413.824776,0.3392,15.702511,79.107248,Fragile,2026-08-28T10:58:41.807024+00:00
P01442,4c38d1f319489ccd,Trending,HoltWinters7,5000,107.0,8.51,93.167074,92.820424,127.895054,133.331645,142.472909,0.3388,5.215634,26.331645,Fragile,2026-08-28T10:58:41.807024+00:00
P01416,65f53b6a1e241714,Volatile,RollingMean28,5000,2364.0,14.9808,2109.1566,2104.975848,2736.181844,2853.273704,3004.242458,0.3386,95.022986,489.273704,Fragile,2026-08-28T10:58:41.807024+00:00
P01482,019a17aa61ca2f5d,Trending,HoltWinters7,5000,52.0,8.5564,45.0342,45.081296,61.640598,64.24327,68.256835,0.3378,2.42236,12.24327,Fragile,2026-08-28T10:58:41.807024+00:00
P01719,28df3bac2420222b,Volatile,SES,5000,3905.0,15.0348,3490.212252,3485.077203,4527.805126,4693.587472,4950.609871,0.3374,155.74951,788.587472,Fragile,2026-08-28T10:58:41.807024+00:00
P01549,98ff89090cede471,Trending,HoltWinters7,5000,322.0,8.4828,278.703105,278.523892,386.372957,402.155866,428.885421,0.3364,15.62082,80.155866,Fragile,2026-08-28T10:58:41.807024+00:00
P01780,d9d95f7f19de6e98,Stable,HoltWinters7,5000,1799.0,7.4714,1597.31403,1602.190721,2119.766051,2178.413301,2244.120026,0.335,75.506693,379.413301,Fragile,2026-08-28T10:58:41.807024+00:00
P01276,8c6c252d63b3cacb,Trending,HoltWinters7,5000,107.0,8.4794,92.191973,91.794942,127.645429,133.24107,140.520529,0.3344,5.076036,26.24107,Fragile,2026-08-28T10:58:41.807024+00:00
P00216,d1bf0ebd8223e13f,Trending,HoltWinters7,5000,105.0,8.5018,91.437287,91.021127,125.791746,132.593227,141.035273,0.334,5.295293,27.593227,Fragile,2026-08-28T10:58:41.807024+00:00
P00629,abde287b836ff3c4,Trending,HoltWinters7,5000,308.0,8.4828,267.967258,265.842731,370.358838,386.019926,407.049962,0.3332,15.385937,78.019926,Fragile,2026-08-28T10:58:41.807024+00:00
P00460,21779990ab6136b7,Trending,HoltWinters7,5000,129.0,8.4916,111.518998,111.508553,153.440359,160.589572,170.840426,0.333,6.107742,31.589572,Fragile,2026-08-28T10:58:41.807024+00:00
P00198,e957c9bcd603c277,Volatile,Naive,5000,4558.0,14.9816,4060.29943,4041.527813,5284.788887,5471.277388,5792.222416,0.3322,175.998752,913.277388,Fragile,2026-08-28T10:58:41.807024+00:00
P00543,bb2572d7cf6e5a31,Trending,HoltWinters7,5000,242.0,8.5536,209.016398,209.861966,286.09104,299.169329,318.188165,0.3316,10.947886,57.169329,Fragile,2026-08-28T10:58:41.807024+00:00
P01308,be5ce7485c224e7b,Volatile,SES,5000,2728.0,15.0008,2439.004769,2431.617511,3171.693039,3286.601964,3465.546426,0.3314,108.274902,558.601964,Fragile,2026-08-28T10:58:41.807024+00:00
P01192,c55db492f47e1c89,Seasonal,HoltWinters7,5000,3831.0,10.5562,3377.424253,3401.292671,4402.605798,4505.242295,4610.669209,0.331,132.195895,674.242295,Fragile,2026-08-28T10:58:41.807024+00:00
P01708,819beca22a7aa101,Trending,HoltWinters7,5000,109.0,8.506,94.154226,94.00136,130.216174,135.855804,144.47285,0.331,5.234098,26.855804,Fragile,2026-08-28T10:58:41.807024+00:00
P00223,cc021e3412b22765,Trending,HoltWinters7,5000,50.0,8.519,43.135565,43.204683,59.512396,62.432438,67.130976,0.3304,2.385996,12.432438,Fragile,2026-08-28T10:58:41.807024+00:00
P00595,d6564bd39e652f7d,Volatile,SES,5000,4327.0,14.9846,3857.481961,3836.975335,5021.493904,5191.881599,5499.552515,0.33,171.319666,864.881599,Fragile,2026-08-28T10:58:41.807024+00:00
P01821,d9d3ca9fff60db95,Trending,HoltWinters7,5000,364.0,8.5132,314.406714,313.379795,434.604089,453.313694,483.683746,0.3296,17.268686,89.313694,Fragile,2026-08-28T10:58:41.807024+00:00
P00920,80f481ed09ca14ab,Trending,HoltWinters7,5000,323.0,8.517,279.030655,277.928515,385.010545,403.232781,430.331356,0.3296,15.368851,80.232781,Fragile,2026-08-28T10:58:41.807024+00:00
P01089,c6ef0aec131675ab,Volatile,SES,5000,2692.0,14.9436,2401.140536,2384.419531,3114.540854,3247.86434,3428.322461,0.3294,104.899021,555.86434,Fragile,2026-08-28T10:58:41.807024+00:00
P00445,9b17c761f8770711,Volatile,SES,5000,997.0,15.0144,885.731417,884.416599,1144.335084,1189.560428,1252.225191,0.3294,36.620413,192.560428,Fragile,2026-08-28T10:58:41.807024+00:00
P01516,249bc6d7de7436ac,Trending,HoltWinters7,5000,180.0,8.4612,155.971655,156.059755,214.586557,224.967017,239.569587,0.3294,8.565294,44.967017,Fragile,2026-08-28T10:58:41.807024+00:00
P00953,c960bf9f0dc90f18,Trending,HoltWinters7,5000,305.0,8.5228,261.314435,260.047274,359.31677,373.744255,394.511147,0.3268,13.101842,68.744255,Fragile,2026-08-28T10:58:41.807024+00:00
P01539,9c6a51916c2ee5da,Trending,HoltWinters7,5000,382.0,8.5194,329.640797,328.203139,454.17776,474.098061,501.666737,0.3266,17.617443,92.098061,Fragile,2026-08-28T10:58:41.807024+00:00
P01335,4a518a2294519285,Volatile,SES,5000,622.0,14.9356,552.920609,548.483271,722.371835,748.96355,789.127915,0.3256,24.144761,126.96355,Fragile,2026-08-28T10:58:41.807024+00:00
P01334,e4e648201c0640b8,Volatile,SES,5000,4787.0,14.9396,4257.575925,4233.453575,5534.153632,5759.425086,6083.91522,0.3252,183.642148,972.425086,Fragile,2026-08-28T10:58:41.807024+00:00
P01519,4be0d92ed2df0b1a,Trending,Holt,5000,389.0,8.4976,335.252727,334.743923,464.30291,487.297082,523.986148,0.3252,18.485173,98.297082,Fragile,2026-08-28T10:58:41.807024+00:00
P00722,01848c457d6b8329,Trending,HoltWinters7,5000,367.0,8.4546,316.593938,315.527254,440.454299,459.477037,488.62921,0.3246,17.601564,92.477037,Fragile,2026-08-28T10:58:41.807024+00:00
P00868,dd9cf328392107a8,Volatile,Naive,5000,84.0,14.9498,74.66482,74.366516,97.278343,101.178879,107.164752,0.3236,3.233153,17.178879,Fragile,2026-08-28T10:58:41.807024+00:00
P01849,2c0d46e3064ee63a,Volatile,SES,5000,1806.0,14.9948,1597.350072,1594.119736,2075.209534,2157.759568,2262.415888,0.3226,65.537184,351.759568,Fragile,2026-08-28T10:58:41.807024+00:00
P00437,eda4b12efda5ae7e,Trending,HoltWinters7,5000,230.0,8.49,197.216941,196.022392,271.644933,283.121554,301.148588,0.3212,10.225007,53.121554,Fragile,2026-08-28T10:58:41.807024+00:00
P00855,d1527ab15a5a6ef8,Trending,HoltWinters7,5000,100.0,8.4932,85.969445,85.803984,118.466487,123.645794,131.02468,0.321,4.457855,23.645794,Fragile,2026-08-28T10:58:41.807024+00:00
P00785,6fd73a8cbe6784df,Trending,Naive,5000,59.0,8.4482,50.644557,50.5098,70.489679,73.621896,78.067881,0.3208,2.764622,14.621896,Fragile,2026-08-28T10:58:41.807024+00:00
P00190,ca1af7343f452d75,Trending,HoltWinters7,5000,286.0,8.5566,245.188466,244.783529,337.522697,352.252013,378.53309,0.3196,12.493706,66.252013,Fragile,2026-08-28T10:58:41.807024+00:00
P00582,6703abfc569ed4e0,Volatile,SES,5000,2596.0,14.9382,2299.512537,2291.467571,3016.023765,3142.253174,3308.650243,0.3188,101.613943,546.253174,Fragile,2026-08-28T10:58:41.807024+00:00
P01640,39e3875be197b020,Volatile,SES,5000,1618.0,15.0228,1428.950847,1428.357286,1855.330959,1922.287023,2024.759512,0.3186,56.83764,304.287023,Fragile,2026-08-28T10:58:41.807024+00:00
P00810,f9a443c9ff21a05c,Trending,HoltWinters7,5000,357.0,8.5034,304.555152,304.679589,421.067557,438.099074,466.062978,0.3184,15.187438,81.099074,Fragile,2026-08-28T10:58:41.807024+00:00
P00768,7d515d7a41d216ba,Volatile,SES,5000,589.0,15.0122,519.384999,514.659629,672.575779,699.478266,730.976546,0.3182,20.300545,110.478266,Fragile,2026-08-28T10:58:41.807024+00:00
P00892,cbde34d94274acf9,Volatile,SES,5000,4094.0,14.9912,3612.21605,3613.862737,4705.475341,4878.146056,5134.800833,0.318,146.374089,784.146056,Fragile,2026-08-28T10:58:41.807024+00:00
P01902,69c7473a7c9a9ab4,Trending,HoltWinters7,5000,70.0,8.4796,60.461455,59.898407,83.659955,87.60628,94.673747,0.318,3.354419,17.60628,Fragile,2026-08-28T10:58:41.807024+00:00
P01371,d30ae932f47c10d0,Volatile,SES,5000,5106.0,15.0298,4518.384203,4501.678726,5875.615377,6088.781431,6445.133491,0.3178,186.389391,982.781431,Fragile,2026-08-28T10:58:41.807024+00:00
P00390,fd3b4aba841f4b94,Volatile,SES,5000,670.0,14.9702,592.627736,593.487267,768.196971,797.895355,838.934282,0.3166,24.032139,127.895355,Fragile,2026-08-28T10:58:41.807024+00:00
P00937,24520787a21119f2,Trending,HoltWinters7,5000,221.0,8.5232,188.460109,188.371223,260.759515,272.410179,289.464232,0.316,9.479584,51.410179,Fragile,2026-08-28T10:58:41.807024+00:00
P00653,d7b391a5d1368210,Stable,HoltWinters7,5000,1462.0,7.5118,1244.211397,1283.101811,1650.085888,1669.607841,1692.36392,0.3158,37.203475,207.607841,Fragile,2026-08-28T10:58:41.807024+00:00
P00425,b5080d11dd5d6b08,Trending,HoltWinters7,5000,242.0,8.4746,207.135503,206.905116,286.236902,299.497368,319.531378,0.3158,10.650916,57.497368,Fragile,2026-08-28T10:58:41.807024+00:00
P00825,355152584a7d9943,Seasonal,HoltWinters7,5000,1165.0,10.5182,1024.245529,1022.429456,1345.652741,1372.554353,1398.75403,0.3154,38.989999,207.554353,Fragile,2026-08-28T10:58:41.807024+00:00
P00182,35e92ddb9c9b2e04,Trending,HoltWinters7,5000,136.0,8.5082,115.976554,115.087586,160.038399,167.169799,177.035195,0.315,5.766117,31.169799,Fragile,2026-08-28T10:58:41.807024+00:00
P00870,960bfd770c0f4e77,Volatile,SES,5000,5224.0,14.9888,4623.922089,4621.528699,5986.470754,6267.779399,6634.785918,0.3138,187.66095,1043.779399,Fragile,2026-08-28T10:58:41.807024+00:00
P00557,cbd0a5f352fa04c4,Trending,HoltWinters7,5000,74.0,8.4868,62.950485,62.552779,87.228711,91.308043,97.362199,0.313,3.185742,17.308043,Fragile,2026-08-28T10:58:41.807024+00:00
P01936,a4fabd68b31fbce0,Volatile,RollingMean28,5000,2641.0,15.001,2326.003347,2314.342992,3007.183604,3124.914423,3306.26834,0.3126,89.204944,483.914423,Fragile,2026-08-28T10:58:41.807024+00:00
P01018,e56990199c10d6bd,Seasonal,HoltWinters7,5000,2777.0,10.5628,2435.561728,2463.780802,3178.767691,3251.072101,3327.114759,0.3122,88.913572,474.072101,Fragile,2026-08-28T10:58:41.807024+00:00
P01897,ca707430172d4c6f,Stable,HoltWinters7,5000,2439.0,7.5164,2065.631048,2126.075947,2734.322458,2769.277736,2817.620723,0.3118,58.74104,330.277736,Fragile,2026-08-28T10:58:41.807024+00:00
P00153,fc30679fa41b4833,Trending,HoltWinters7,5000,336.0,8.5608,284.780808,285.311182,393.329878,407.597166,431.967331,0.3116,13.536139,71.597166,Fragile,2026-08-28T10:58:41.807024+00:00
P01930,0412f94f59c59313,Trending,SES,5000,110.0,8.502,94.34218,93.598964,130.234161,136.406807,146.009893,0.3116,4.921287,26.406807,Fragile,2026-08-28T10:58:41.807024+00:00
P00997,3a223c2c6ae99c6c,Volatile,RollingMean28,5000,3532.0,14.989,3100.586098,3097.953958,4015.219013,4160.741765,4379.234911,0.3112,116.898951,628.741765,Fragile,2026-08-28T10:58:41.807024+00:00
P00293,b78f78f19417602a,Stable,HoltWinters7,5000,1675.0,7.4866,1441.19187,1425.904392,1915.543257,1952.799752,2011.165236,0.3112,52.724272,277.799752,Fragile,2026-08-28T10:58:41.807024+00:00
P00519,66b8c751f36bb285,Volatile,SES,5000,2511.0,14.9746,2207.963451,2207.08795,2856.341881,2957.200316,3110.61919,0.311,82.451953,446.200316,Fragile,2026-08-28T10:58:41.807024+00:00
P00746,3a282d2320dc7f26,Volatile,SES,5000,288.0,15.0314,252.272471,252.415167,328.265369,341.451562,359.891271,0.3104,9.697321,53.451562,Fragile,2026-08-28T10:58:41.807024+00:00
P01529,364262c50d5f6494,Volatile,SES,5000,4635.0,15.0636,4072.582274,4057.948099,5274.663334,5484.804344,5828.435811,0.3092,156.367459,849.804344,Fragile,2026-08-28T10:58:41.807024+00:00
P00576,d43b2c2e3d161e92,Volatile,SES,5000,518.0,14.9552,452.476389,450.135274,589.862633,611.333082,646.061765,0.3086,17.198133,93.333082,Fragile,2026-08-28T10:58:41.807024+00:00
P01527,a36aa3fc64985483,Stable,Naive,5000,273.0,7.5246,233.306685,236.02548,308.557502,314.28991,322.310868,0.3086,7.608266,41.28991,Fragile,2026-08-28T10:58:41.807024+00:00
P00536,7aa35d9802f4c64d,Volatile,RollingMean28,5000,2299.0,15.003,2021.173259,2033.412351,2616.189879,2711.793478,2836.821047,0.308,75.598673,412.793478,Fragile,2026-08-28T10:58:41.807024+00:00
P01277,0d75b849c04b1080,Trending,HoltWinters7,5000,332.0,8.5304,281.679985,279.912169,389.727712,406.321119,435.100465,0.3078,13.49566,74.321119,Fragile,2026-08-28T10:58:41.807024+00:00
P00470,2807b8835bb8c5ff,Volatile,SES,5000,4947.0,15.0012,4333.160391,4324.433232,5623.642067,5826.062887,6172.901267,0.3074,161.003726,879.062887,Fragile,2026-08-28T10:58:41.807024+00:00
P01134,6ce5e146fb9108bc,Trending,HoltWinters7,5000,355.0,8.5018,302.846906,302.500022,415.209257,432.815837,460.655957,0.3072,14.286852,77.815837,Fragile,2026-08-28T10:58:41.807024+00:00
P01201,9a9acf087dce1cbc,Stable,HoltWinters7,5000,1451.0,7.509,1234.089308,1264.477109,1634.934935,1655.69559,1682.808706,0.307,35.758064,204.69559,Fragile,2026-08-28T10:58:41.807024+00:00
P01162,bf644884d8011985,Trending,HoltWinters7,5000,340.0,8.4716,288.512794,286.132121,398.432913,415.39553,439.613254,0.307,13.866266,75.39553,Fragile,2026-08-28T10:58:41.807024+00:00
P01970,38d5d05b784a00bd,Trending,HoltWinters7,5000,302.0,8.4992,256.047232,255.199613,354.31812,368.575529,389.967225,0.3064,12.198832,66.575529,Fragile,2026-08-28T10:58:41.807024+00:00
P01645,deaf2ff24ec27ad8,Trending,SES,5000,358.0,8.4692,305.290375,301.434599,424.954473,444.232295,475.545594,0.3062,15.849115,86.232295,Fragile,2026-08-28T10:58:41.807024+00:00
P01810,7c9dcb55f2b70e5e,Trending,HoltWinters7,5000,197.0,8.5052,166.003341,165.772572,229.509377,238.920144,253.03316,0.3062,7.742642,41.920144,Fragile,2026-08-28T10:58:41.807024+00:00
P00265,9111ae9c1da43391,Volatile,SES,5000,1807.0,15.0164,1586.309019,1578.767966,2058.30373,2140.217548,2283.607248,0.3058,61.618567,333.217548,Fragile,2026-08-28T10:58:41.807024+00:00
P00632,bc859a015f060c0b,Stable,HoltWinters7,5000,636.0,7.4724,547.099577,541.900607,726.349445,744.432992,769.004161,0.3054,19.974718,108.432992,Fragile,2026-08-28T10:58:41.807024+00:00
P00055,0d6d64efd3d1778d,Stable,HoltWinters7,5000,2202.0,7.5196,1878.032698,1915.958882,2482.499033,2524.573929,2584.915854,0.3052,57.356437,322.573929,Fragile,2026-08-28T10:58:41.807024+00:00
