product_id,category,demand_class,total_demand,total_demand_fulfilled,total_lost_sales,stockout_days,average_inventory,minimum_inventory,maximum_inventory,average_inventory_position,purchase_quantity,purchase_orders,purchase_order_arrivals,delayed_orders,average_lead_time,maximum_lead_time,average_supplier_delay,maximum_supplier_delay,average_daily_demand,demand_std,base_daily_demand,reorder_point,safety_stock,order_quantity,min_lead_time_days,max_lead_time_days,average_lead_time_days,lead_time_std,fill_rate,stockout_rate,lost_sales_rate,coefficient_of_variation,inventory_days,target_inventory,excess_inventory,excess_inventory_rate,inventory_turnover,supplier_delay_rate,lead_time_variability,service_level_gap,stockout_risk,service_risk,volatility_risk,supplier_risk,excess_inventory_risk,inventory_risk_score,risk_class,primary_risk_driver,recommended_action,inventory_health
P00721,Accessories,Volatile,91610,90915,695,7,2350.6835616438357,0,4924,4300.231506849315,90360,24,24,4,15.75,21,4.0,5,125.4931506849315,28.641113736990636,106.09,2429,547,3765,10,20,15.0,2.5,0.9924134919768585,0.009589041095890411,0.0075865080231415786,0.2282285015609995,18.731568606047375,6194.191780821917,0.0,0.0,38.971642757367576,0.16666666666666666,0.75,0.0,1.717554911903199,0.0,11.411425078049975,20.416666666666664,0.0,5.29,Low,Supplier,Review supplier lead time and reliability,Healthy
P01348,Home Appliances,Seasonal,2525,2501,24,7,61.31232876712329,0,126,99.35068493150685,2496,24,24,4,11.125,16,1.75,4,3.458904109589041,0.795449268097923,3.38,47,11,104,7,14,10.5,1.75,0.9904950495049505,0.009589041095890411,0.009504950495049505,0.2299714715689045,17.72594059405941,151.08561643835617,0.0,0.0,41.182581884802715,0.16666666666666666,0.625,0.0,1.9093991590939916,0.0,11.498573578445225,19.791666666666664,0.0,5.27,Low,Supplier,Review supplier lead time and reliability,Healthy
P00100,Electronics,Volatile,1589,1577,12,6,41.04383561643836,0,87,75.59178082191781,1560,24,24,3,16.166666666666668,22,2.3333333333333335,3,2.1767123287671235,0.5905103574785913,2.17,43,10,65,10,20,15.0,2.5,0.9924480805538074,0.00821917808219178,0.007551919446192574,0.2712854379857593,18.855884203901823,107.95205479452056,0.0,0.0,38.7147052933716,0.125,1.1666666666666679,0.0,1.5771097528384355,0.0,13.564271899287967,18.33333333333334,0.0,5.26,Low,Supplier,Review supplier lead time and reliability,Healthy
P00402,Accessories,Stable,156463,155667,796,4,3646.142465753425,0,7500,5293.279452054794,154320,24,24,6,7.791666666666667,10,1.1666666666666667,2,214.33287671232875,27.780842076880145,206.68,2065,458,6430,5,10,7.5,1.25,0.9949125352319718,0.005479452054794521,0.005087464768028224,0.12961540246654166,17.0115874040508,8495.482876712329,0.0,0.0,42.911927185946936,0.25,0.29166666666666696,0.0,1.0566916822822745,0.0,6.4807701233270825,26.458333333333336,0.0,5.26,Low,Supplier,Review supplier lead time and reliability,Healthy
P00301,Electronics,Seasonal,3622,3587,35,7,85.27123287671233,0,185,143.03424657534248,3576,24,24,3,11.791666666666666,17,3.3333333333333335,4,4.961643835616439,1.1972339103993968,4.99,68,16,149,7,14,10.5,1.75,0.9903368304803976,0.009589041095890411,0.00966316951960243,0.24129783395680826,17.18608503589177,216.94657534246576,0.0,0.0,42.4762241357152,0.125,1.291666666666666,0.0,1.9252210615492842,0.0,12.064891697840412,18.95833333333333,0.0,5.23,Low,Supplier,Review supplier lead time and reliability,Healthy
P00210,Electronics,Seasonal,4078,4023,55,9,97.45342465753424,0,199,161.43150684931507,4032,24,24,3,11.583333333333334,17,1.6666666666666667,3,5.586301369863014,1.315238853739103,5.52,77,18,168,7,14,10.5,1.75,0.9865129965669446,0.012328767123287671,0.013487003433055419,0.23544001060067318,17.44507111329083,244.24520547945207,0.0,0.0,41.84563050842693,0.125,1.083333333333334,0.0,2.581577055634309,0.0,11.77200053003366,17.91666666666667,0.0,5.23,Low,Supplier,Review supplier lead time and reliability,Healthy
P00318,Electronics,Volatile,16321,16210,111,6,423.9616438356164,0,892,765.8958904109589,16104,24,24,4,15.5,22,3.75,5,22.35753424657534,5.659482684367492,22.61,434,99,671,10,20,15.0,2.5,0.993198946143006,0.00821917808219178,0.006801053856994057,0.25313536913107465,18.962808651430674,1105.0890410958903,0.0,0.0,38.49640701536712,0.16666666666666666,0.5,0.0,1.5020231939185837,0.0,12.656768456553733,19.166666666666664,0.0,5.22,Low,Supplier,Review supplier lead time and reliability,Healthy
P01050,Electronics,Volatile,10503,10423,80,7,277.77260273972604,0,570,493.77260273972604,10368,24,24,4,15.208333333333334,20,3.25,5,14.387671232876713,3.9223059902739195,14.66,280,64,432,10,20,15.0,2.5,0.9923831286299153,0.009589041095890411,0.007616871370084738,0.2726157643435172,19.306293439969533,711.4452054794522,0.0,0.0,37.81150443350725,0.16666666666666666,0.20833333333333393,0.0,1.720591246597515,0.0,13.63078821717586,17.708333333333336,0.0,5.22,Low,Supplier,Review supplier lead time and reliability,Healthy
P00997,Accessories,Volatile,139962,138768,1194,8,3666.1917808219177,0,7683,6581.58904109589,138048,24,24,4,15.416666666666666,20,3.5,4,191.72876712328767,46.25159762028276,164.61,3718,842,5752,10,20,15.0,2.5,0.9914691130449693,0.010958904109589041,0.008530886955030651,0.2412345226762008,19.121761621011416,9469.794520547945,0.0,0.0,38.17639893585221,0.16666666666666666,0.4166666666666661,0.0,1.948979106461969,0.0,12.06172613381004,18.749999999999993,0.0,5.21,Low,Supplier,Review supplier lead time and reliability,Healthy
P01142,Home Appliances,Seasonal,12628,12373,255,14,302.86164383561646,0,633,494.1095890410959,12456,24,24,3,11.208333333333334,16,2.0,3,17.2986301369863,3.7153333396352117,16.84,236,54,519,7,14,10.5,1.75,0.9798067785872664,0.019178082191780823,0.02019322141273361,0.21477615916484832,17.507839721254356,754.5945205479452,0.0,0.0,41.695606746604305,0.125,0.7083333333333339,0.0,3.937130360451443,0.0,10.738807958242417,16.04166666666667,0.0,5.2,Low,Supplier,Review supplier lead time and reliability,Healthy
P00947,Electronics,Seasonal,17660,17245,415,17,439.1246575342466,0,905,689.7438356164383,17424,24,23,3,10.708333333333334,16,2.6666666666666665,4,24.19178082191781,5.68191493408254,24.06,330,76,726,7,14,10.5,1.75,0.9765005662514157,0.023287671232876714,0.02349943374858437,0.2348696433680778,18.15181200453001,1055.7671232876714,0.0,0.0,40.21637067516011,0.125,0.20833333333333393,0.0,4.678710498146108,0.0,11.74348216840389,13.54166666666667,0.0,5.2,Low,Supplier,Review supplier lead time and reliability,Healthy
P00169,Electronics,Trending,9213,9080,133,11,212.34109589041097,0,465,333.82876712328766,9096,24,23,3,9.75,14,2.0,3,12.62054794520548,2.529901232862865,10.99,145,38,379,5,12,8.5,1.75,0.9855638771301422,0.015068493150684932,0.01443612286985781,0.20045890589274845,16.825029849126235,523.891095890411,0.0,0.0,43.387738776458136,0.125,1.25,0.0,2.950461602054274,0.0,10.022945294637422,18.75,0.0,5.2,Low,Supplier,Review supplier lead time and reliability,Healthy
P01308,Accessories,Volatile,108238,107493,745,6,2798.458904109589,0,5911,5089.483561643836,106752,24,24,4,15.666666666666666,20,3.25,5,148.27123287671233,34.13650271202329,130.67,2871,647,4448,10,20,15.0,2.5,0.9931170199005894,0.00821917808219178,0.006882980099410558,0.23023011308206914,18.873916739038048,7319.2054794520545,0.0,0.0,38.6777164535275,0.16666666666666666,0.6666666666666661,0.0,1.5102158181602339,0.0,11.511505654103457,19.999999999999993,0.0,5.18,Low,Supplier,Review supplier lead time and reliability,Healthy
P00723,Electronics,Volatile,9396,9202,194,16,231.9917808219178,0,531,443.4986301369863,9264,24,23,1,16.708333333333332,20,3.0,3,12.871232876712329,3.420244716938569,13.38,250,57,386,10,20,15.0,2.5,0.9793529161345254,0.021917808219178082,0.02064708386547467,0.26572782496436304,18.024052788420605,636.2054794520548,0.0,0.0,40.50143486424885,0.041666666666666664,1.7083333333333321,0.0,4.2564892084652755,0.0,13.286391248218152,12.708333333333327,0.0,5.18,Low,Demand Volatility,Review forecast and demand variability,Healthy
P01554,Accessories,Trending,82679,81994,685,6,2044.682191780822,0,4122,3003.5698630136985,81552,24,24,5,8.583333333333334,14,1.8,2,113.25890410958904,22.542326203758634,86.06,1306,343,3398,5,12,8.5,1.75,0.9917149457540609,0.00821917808219178,0.008285054245939115,0.19903358928801512,18.053169486810436,4703.467808219178,0.0,0.0,40.436112923735344,0.20833333333333334,0.08333333333333393,0.0,1.6504232328130894,0.0,9.951679464400756,21.250000000000007,0.0,5.18,Low,Supplier,Review supplier lead time and reliability,Healthy
P00488,Home Appliances,Seasonal,3528,3507,21,6,85.14246575342466,0,181,138.57397260273973,3480,24,24,4,11.208333333333334,15,3.0,4,4.832876712328767,1.1071602343405176,4.73,66,15,145,7,14,10.5,1.75,0.9940476190476191,0.00821917808219178,0.005952380952380952,0.22908927751376923,17.61734693877551,210.73150684931505,0.0,0.0,41.43643208803938,0.16666666666666666,0.7083333333333339,0.0,1.4171559034572732,0.0,11.454463875688461,20.208333333333336,0.0,5.17,Low,Supplier,Review supplier lead time and reliability,Healthy
P01033,Electronics,Volatile,2853,2833,20,6,71.83150684931506,0,143,134.33835616438355,2808,24,24,3,16.25,20,3.6666666666666665,5,3.908219178082192,0.9888616204670879,3.84,76,17,117,10,20,15.0,2.5,0.9929898352611286,0.00821917808219178,0.0070101647388713636,0.25302102451488756,18.379600420609883,192.86986301369865,0.0,0.0,39.7179472509869,0.125,1.25,0.0,1.5229342821063145,0.0,12.651051225744379,18.75,0.0,5.17,Low,Supplier,Review supplier lead time and reliability,Healthy
P01012,Accessories,Volatile,44873,44804,69,3,1150.054794520548,0,2422,2109.945205479452,44256,24,24,4,15.833333333333334,20,3.0,5,61.46986301369863,15.306822536626145,51.75,1193,271,1844,10,20,15.0,2.5,0.9984623270117888,0.00410958904109589,0.0015376729882111738,0.2490134479918233,18.709246094533462,3037.143835616438,0.0,0.0,39.018140886676036,0.16666666666666666,0.8333333333333339,0.0,0.5647262029307064,0.0,12.450672399591165,20.833333333333336,0.0,5.16,Low,Supplier,Review supplier lead time and reliability,Healthy
P00986,Personal Care,Seasonal,147890,146198,1692,12,3556.3315068493152,0,7432,5746.076712328767,145872,24,24,4,10.958333333333334,16,2.25,4,202.58904109589042,40.010710368719515,195.9,2748,621,6078,7,14,10.5,1.75,0.988559064169315,0.01643835616438356,0.011440935830684968,0.19749691371401207,17.55441206301981,8825.856164383562,0.0,0.0,41.5849871462127,0.16666666666666666,0.4583333333333339,0.0,2.787929199506853,0.0,9.874845685700603,18.958333333333336,0.0,5.16,Low,Supplier,Review supplier lead time and reliability,Healthy
P00380,Home Appliances,Seasonal,5472,5440,32,4,139.013698630137,0,271,214.21917808219177,5400,24,24,5,10.166666666666666,17,2.4,4,7.495890410958904,1.6901585834934199,7.39,102,23,225,7,14,10.5,1.75,0.9941520467836257,0.005479452054794521,0.005847953216374269,0.22547802740317918,18.5453216374269,326.58356164383565,0.0,0.0,39.36302719747734,0.20833333333333334,-0.3333333333333339,0.0,1.132740527116879,0.0,11.27390137015896,20.833333333333336,0.0,5.16,Low,Supplier,Review supplier lead time and reliability,Healthy
P00381,Electronics,Seasonal,3543,3508,35,8,83.73835616438356,0,174,139.53835616438357,3504,24,24,3,11.625,17,2.6666666666666665,4,4.853424657534247,1.167293446188502,4.85,66,15,146,7,14,10.5,1.75,0.9901213660739486,0.010958904109589041,0.009878633926051369,0.24050923390279605,17.253457521874115,211.563698630137,0.0,0.0,42.3103600582375,0.125,1.125,0.0,2.083753803564041,0.0,12.025461695139802,18.125,0.0,5.15,Low,Supplier,Review supplier lead time and reliability,Healthy
P00580,Home Appliances,Volatile,11718,11708,10,1,323.86164383561646,0,612,554.2972602739726,11568,24,24,5,14.541666666666666,20,3.4,5,16.052054794520547,4.1728796341900285,15.91,312,71,482,10,20,15.0,2.5,0.9991466120498379,0.0013698630136986301,0.0008533879501621437,0.25995921940251926,20.175712578938388,793.3424657534247,0.0,0.0,36.18211734251477,0.20833333333333334,-0.4583333333333339,0.0,0.2223250963860774,0.0,12.997960970125963,20.833333333333336,0.0,5.14,Low,Supplier,Review supplier lead time and reliability,Healthy
P00493,Home Appliances,Volatile,15067,14935,132,7,399.06849315068496,0,826,710.2643835616439,14856,24,24,4,15.291666666666666,23,4.0,5,20.63972602739726,5.158429374802212,20.36,401,91,619,10,20,15.0,2.5,0.9912391318776134,0.009589041095890411,0.008760868122386673,0.2499272213184851,19.334970465255196,1019.7876712328766,0.0,0.0,37.75542358918028,0.16666666666666666,0.2916666666666661,0.0,1.8349909218277085,0.0,12.496361065924255,18.124999999999993,0.0,5.14,Low,Supplier,Review supplier lead time and reliability,Healthy
P00229,Accessories,Volatile,180661,179222,1439,7,4697.890410958904,0,9659,8481.079452054795,178176,24,24,4,15.5,21,3.0,4,247.4808219178082,57.43612461549056,212.77,4793,1081,7424,10,20,15.0,2.5,0.9920348055197303,0.009589041095890411,0.007965194480269677,0.23208313343393489,18.982846325438253,12217.636986301372,0.0,0.0,38.45577146256262,0.16666666666666666,0.5,0.0,1.7554235576160089,0.0,11.604156671696744,19.166666666666664,0.0,5.14,Low,Supplier,Review supplier lead time and reliability,Healthy
P01982,Accessories,Trending,64633,64053,580,8,1524.6328767123289,0,3221,2343.26301369863,63744,24,24,4,9.375,13,2.25,3,88.53835616438356,16.411270593915585,68.73,1020,267,2656,5,12,8.5,1.75,0.9910262559373695,0.010958904109589041,0.008973744062630545,0.1853577512038491,17.22002692123219,3675.726712328767,0.0,0.0,42.392500507645224,0.16666666666666666,0.875,0.0,1.9932648172219585,0.0,9.267887560192454,21.041666666666664,0.0,5.14,Low,Supplier,Review supplier lead time and reliability,Healthy
P00989,Electronics,Volatile,17645,17349,296,14,449.08493150684933,0,969,828.4684931506849,17400,24,24,2,15.916666666666666,20,3.0,4,24.171232876712327,6.85050996774124,23.86,472,109,725,10,20,15.0,2.5,0.9832247095494474,0.019178082191780823,0.016775290450552566,0.2834158275121057,18.579314253329557,1196.7054794520548,0.0,0.0,39.29100880939018,0.08333333333333333,0.9166666666666661,0.0,3.595337264233339,0.0,14.170791375605285,12.916666666666663,0.0,5.14,Low,Demand Volatility,Review forecast and demand variability,Healthy
P00471,Electronics,Seasonal,4837,4786,51,7,119.90821917808219,0,251,190.78493150684932,4776,24,24,4,10.833333333333334,16,2.75,3,6.626027397260274,1.57871015723762,6.72,91,21,199,7,14,10.5,1.75,0.9894562745503411,0.009589041095890411,0.01054372544965888,0.23825892387501812,18.09654744676452,289.3541095890411,0.0,0.0,40.339186363999865,0.16666666666666666,0.3333333333333339,0.0,2.013276654554929,0.0,11.912946193750907,18.333333333333336,0.0,5.14,Low,Supplier,Review supplier lead time and reliability,Healthy
P00608,Home Appliances,Volatile,17095,16995,100,7,428.0232876712329,0,921,801.672602739726,16872,24,24,3,16.166666666666668,21,3.3333333333333335,4,23.41780821917808,5.982549898060658,22.61,455,104,703,10,20,15.0,2.5,0.9941503363556595,0.009589041095890411,0.0058496636443404505,0.2554701038657082,18.277683533196843,1157.8013698630136,0.0,0.0,39.93941566359531,0.125,1.1666666666666679,0.0,1.5438704740230862,0.0,12.77350519328541,18.33333333333334,0.0,5.13,Low,Supplier,Review supplier lead time and reliability,Healthy
P01366,Electronics,Seasonal,3852,3812,40,5,94.37534246575342,0,192,150.86575342465753,3792,24,24,4,10.875,16,2.75,4,5.276712328767124,1.2873256322263176,5.27,72,17,158,7,14,10.5,1.75,0.9896157840083074,0.00684931506849315,0.010384215991692628,0.24396358035441634,17.885254413291793,230.70684931506852,0.0,0.0,40.81574592852789,0.16666666666666666,0.375,0.0,1.7233531060185778,0.0,12.198179017720816,18.541666666666664,0.0,5.13,Low,Supplier,Review supplier lead time and reliability,Healthy
P01279,Electronics,Trending,25178,24912,266,8,601.7041095890411,0,1251,913.6219178082192,24840,24,24,4,9.166666666666666,12,2.0,3,34.49041095890411,6.837766591298755,29.46,398,105,1035,5,12,8.5,1.75,0.9894352212248788,0.010958904109589041,0.010564778775121138,0.19825123566796773,17.445547700373343,1432.8808219178081,0.0,0.0,41.8444873464407,0.16666666666666666,0.6666666666666661,0.0,2.152368288471018,0.0,9.912561783398386,19.999999999999993,0.0,5.13,Low,Supplier,Review supplier lead time and reliability,Healthy
P01044,Personal Care,Trending,198899,196716,2183,10,5058.961643835616,0,9919,7253.624657534247,196176,24,24,5,8.166666666666666,15,2.4,3,272.46438356164384,45.76590361960313,219.81,3130,814,8174,5,12,8.5,1.75,0.989024580314632,0.0136986301369863,0.01097541968536795,0.16797022429630257,18.56742366728842,11303.878767123288,0.0,0.0,39.31617078820116,0.20833333333333334,-0.3333333333333339,0.0,2.467404982235425,0.0,8.398511214815128,20.833333333333336,0.0,5.12,Low,Supplier,Review supplier lead time and reliability,Healthy
P00825,Personal Care,Seasonal,65966,64758,1208,15,1569.5972602739726,0,3248,2572.2958904109587,65064,24,24,3,11.25,16,2.6666666666666665,4,90.36438356164383,18.18081240224883,86.73,1227,278,2711,7,14,10.5,1.75,0.9816875360033956,0.02054794520547945,0.01831246399660431,0.20119444946853904,17.369644968620197,3937.7575342465752,0.0,0.0,42.02734145221792,0.125,0.75,0.0,3.886040920208376,0.0,10.059722473426952,16.25,0.0,5.11,Low,Supplier,Review supplier lead time and reliability,Healthy
P00667,Electronics,Seasonal,10824,10713,111,8,267.5383561643836,0,566,426.03150684931506,10680,24,24,4,10.833333333333334,16,2.5,4,14.827397260273973,3.401817487032723,14.51,202,46,445,7,14,10.5,1.75,0.9897450110864745,0.010958904109589041,0.0102549889135255,0.22942782386676716,18.04351441241685,646.5095890410959,0.0,0.0,40.45775026497289,0.16666666666666666,0.3333333333333339,0.0,2.121389302311454,0.0,11.471391193338357,18.333333333333336,0.0,5.11,Low,Supplier,Review supplier lead time and reliability,Healthy
P01625,Electronics,Seasonal,12503,12321,182,10,310.75479452054793,0,653,488.8945205479452,12336,24,24,4,10.541666666666666,16,1.5,2,17.127397260273973,3.959179927624732,16.91,234,54,514,7,14,10.5,1.75,0.9854434935615453,0.0136986301369863,0.014556506438454771,0.23116062922227099,18.14372550587859,747.6595890410958,0.0,0.0,40.23429475735174,0.16666666666666666,0.041666666666666075,0.0,2.825513657544107,0.0,11.558031461113549,16.874999999999993,0.0,5.11,Low,Supplier,Review supplier lead time and reliability,Healthy
P00178,Home Appliances,Seasonal,8152,8099,53,6,195.01232876712328,0,415,318.45753424657534,8040,24,24,4,11.208333333333334,15,3.0,4,11.167123287671233,2.4448964113322984,10.84,152,35,335,7,14,10.5,1.75,0.9934985279685966,0.00821917808219178,0.006501472031403337,0.21893699463598845,17.463076545632973,487.2684931506849,0.0,0.0,41.80248526612297,0.16666666666666666,0.7083333333333339,0.0,1.4720650113595117,0.0,10.946849731799423,20.208333333333336,0.0,5.11,Low,Supplier,Review supplier lead time and reliability,Healthy
P01291,Home Appliances,Seasonal,13175,13063,112,7,317.827397260274,0,648,514.2178082191781,12984,24,24,4,11.041666666666666,18,3.0,4,18.04794520547945,3.9857981625865317,17.53,246,56,541,7,14,10.5,1.75,0.9914990512333965,0.009589041095890411,0.008500948766603416,0.22084498358164467,17.610170777988618,786.9417808219177,0.0,0.0,41.4533174722215,0.16666666666666666,0.5416666666666661,0.0,1.8089989862493827,0.0,11.042249179082233,19.374999999999993,0.0,5.11,Low,Supplier,Review supplier lead time and reliability,Healthy
P01270,Home Appliances,Seasonal,15706,15439,267,13,364.36164383561646,0,782,615.2931506849316,15480,24,23,2,11.958333333333334,16,2.5,3,21.515068493150686,4.897906140709872,21.13,293,67,645,7,14,10.5,1.75,0.9830001273398701,0.01780821917808219,0.016999872660129887,0.22765003710163037,16.935184006112316,938.3602739726027,0.0,0.0,43.10552514436959,0.08333333333333333,1.458333333333334,0.0,3.480809183821208,0.0,11.382501855081518,15.625000000000002,0.0,5.1,Low,Supplier,Review supplier lead time and reliability,Healthy
P00671,Electronics,Volatile,9768,9683,85,7,265.0013698630137,0,534,458.9095890410959,9624,24,24,4,14.708333333333334,20,4.0,5,13.38082191780822,3.6623864855228767,13.38,261,60,401,10,20,15.0,2.5,0.9912981162981163,0.009589041095890411,0.008701883701883703,0.273704149716595,19.80456592956593,662.1369863013699,0.0,0.0,36.86018681733359,0.16666666666666666,-0.2916666666666661,0.0,1.8290924797774113,0.0,13.68520748582975,16.666666666666664,0.0,5.1,Low,Supplier,Review supplier lead time and reliability,Healthy
P01978,Home Appliances,Seasonal,16609,16291,318,16,405.5835616438356,0,849,651.6506849315068,16392,24,24,3,10.958333333333334,16,3.0,4,22.752054794520546,5.002622346322873,22.01,310,71,683,7,14,10.5,1.75,0.9808537539888013,0.021917808219178082,0.01914624601119875,0.21987562844335587,17.826238786200253,992.4582191780821,0.0,0.0,40.95087072238209,0.125,0.4583333333333339,0.0,4.106405423037683,0.0,10.993781422167794,14.79166666666667,0.0,5.1,Low,Supplier,Review supplier lead time and reliability,Healthy
P01197,Accessories,Trending,138568,137368,1200,7,3436.8506849315067,0,6976,5028.330136986301,136680,24,24,5,8.5,15,2.8,3,189.81917808219177,36.25284874113386,142.65,2186,573,5695,5,12,8.5,1.75,0.9913399919173258,0.009589041095890411,0.00866000808267421,0.19098622756356243,18.105919115524507,7881.038356164383,0.0,0.0,40.31830670082239,0.20833333333333334,0.0,0.0,1.824904917856462,0.0,9.549311378178121,20.833333333333336,0.0,5.1,Low,Supplier,Review supplier lead time and reliability,Healthy
P01695,Home Appliances,Volatile,21501,21241,260,12,558.1315068493151,0,1163,1011.0301369863014,21216,24,24,3,15.583333333333334,21,2.6666666666666665,3,29.453424657534246,7.595655790245533,28.53,572,130,884,10,20,15.0,2.5,0.987907539184224,0.01643835616438356,0.01209246081577601,0.2578870158076015,18.949630249755828,1455.4041095890411,0.0,0.0,38.523179100521304,0.125,0.5833333333333339,0.0,2.853081698015957,0.0,12.894350790380074,15.41666666666667,0.0,5.1,Low,Supplier,Review supplier lead time and reliability,Healthy
P00105,Accessories,Trending,231056,227880,3176,13,5408.238356164384,0,11356,8399.813698630138,227880,24,23,3,9.583333333333334,14,2.3333333333333335,3,316.5150684931507,61.67675742428336,240.58,3648,958,9495,5,12,8.5,1.75,0.9862544145142303,0.01780821917808219,0.013745585485769684,0.1948619941474225,17.086827435773145,13143.830136986302,0.0,0.0,42.72296906748557,0.125,1.083333333333334,0.0,3.1553804663851874,0.0,9.743099707371124,17.91666666666667,0.0,5.1,Low,Supplier,Review supplier lead time and reliability,Healthy
P00291,Electronics,Volatile,12130,12025,105,8,335.3,0,678,571.3383561643835,11952,24,24,4,14.416666666666666,24,3.5,5,16.616438356164384,4.44453745886095,17.27,323,74,498,10,20,15.0,2.5,0.9913437757625722,0.010958904109589041,0.008656224237427864,0.26747834665857323,20.17881286067601,821.7397260273972,0.0,0.0,36.17655830599463,0.16666666666666666,-0.5833333333333339,0.0,1.9615128347016904,0.0,13.373917332928661,16.666666666666664,0.0,5.09,Low,Supplier,Review supplier lead time and reliability,Healthy
P00872,Home Appliances,Volatile,9195,9065,130,12,241.34383561643835,0,504,433.96849315068494,9072,24,24,3,15.5,24,3.6666666666666665,4,12.595890410958905,3.234287261435302,12.54,245,56,378,10,20,15.0,2.5,0.9858618814573138,0.01643835616438356,0.014138118542686243,0.25677321379529855,19.1605220228385,622.8150684931508,0.0,0.0,38.099170739183,0.125,0.5,0.0,3.0576474707069803,0.0,12.838660689764927,15.0,0.0,5.09,Low,Supplier,Review supplier lead time and reliability,Healthy
P01288,Home Appliances,Volatile,19163,19026,137,7,503.9972602739726,0,1060,901.2356164383561,18912,24,24,4,15.333333333333334,22,4.0,5,26.25068493150685,6.417047410812248,25.39,509,115,788,10,20,15.0,2.5,0.9928508062411939,0.009589041095890411,0.007149193758806033,0.24445257057313266,19.199394666805823,1296.2808219178082,0.0,0.0,38.02203208323594,0.16666666666666666,0.3333333333333339,0.0,1.6738234854696445,0.0,12.222628528656633,18.333333333333336,0.0,5.09,Low,Supplier,Review supplier lead time and reliability,Healthy
P00009,Personal Care,Trending,133387,131568,1819,12,3044.139726027397,0,6619,4823.912328767124,131568,24,23,3,9.875,15,2.0,3,182.7219178082192,30.71821015740404,147.93,2099,546,5482,5,12,8.5,1.75,0.9863629888969689,0.01643835616438356,0.01363701110303103,0.16811453451164618,16.65995936635504,7580.793835616439,0.0,0.0,43.81763388176339,0.125,1.375,0.0,3.007536726741459,0.0,8.405726725582308,19.375,0.0,5.07,Low,Supplier,Review supplier lead time and reliability,Healthy
P01973,Home Appliances,Seasonal,7022,6936,86,8,173.01780821917808,0,360,275.1575342465753,6936,24,23,4,10.75,17,2.25,3,9.61917808219178,2.168527692946184,9.48,131,30,289,7,14,10.5,1.75,0.9877527769866135,0.010958904109589041,0.0122472230133865,0.22543794016672095,17.986755909997154,419.5767123287671,0.0,0.0,40.58541760686603,0.16666666666666666,0.25,0.0,2.320612712297554,0.0,11.271897008336047,17.916666666666664,0.0,5.07,Low,Supplier,Review supplier lead time and reliability,Healthy
P01260,Personal Care,Seasonal,182263,179760,2503,13,4309.641095890411,0,8751,7120.956164383561,179760,24,23,3,11.541666666666666,18,2.3333333333333335,4,249.67534246575343,48.78915270170528,238.53,3386,764,7490,7,14,10.5,1.75,0.9862670975458541,0.01780821917808219,0.013732902454145933,0.19541037661096794,17.260980012399664,10875.851369863014,0.0,0.0,42.29192082231683,0.125,1.041666666666666,0.0,3.1541121632228126,0.0,9.770518830548397,17.70833333333333,0.0,5.07,Low,Supplier,Review supplier lead time and reliability,Healthy
P00650,Personal Care,Seasonal,110201,108338,1863,16,2635.7479452054795,0,5388,4304.653424657534,108696,24,24,3,11.208333333333334,18,3.3333333333333335,4,150.96027397260275,29.982799091336478,146.32,2048,463,4529,7,14,10.5,1.75,0.9830945272728923,0.021917808219178082,0.01690547272710774,0.19861383596043256,17.459877859547554,6576.891095890411,0.0,0.0,41.810143568720065,0.125,0.7083333333333339,0.0,3.882328094628582,0.0,9.930691798021627,16.04166666666667,0.0,5.06,Low,Supplier,Review supplier lead time and reliability,Healthy
P00853,Electronics,Seasonal,8529,8429,100,11,213.53424657534248,0,430,335.18219178082194,8424,24,24,4,10.541666666666666,18,1.75,4,11.683561643835617,2.6784469067486927,11.48,160,37,351,7,14,10.5,1.75,0.9882752960487747,0.015068493150684932,0.011724703951225232,0.22924917832413477,18.276468519169892,510.1842465753425,0.0,0.0,39.942070823710544,0.16666666666666666,0.041666666666666075,0.0,2.6793197101910167,0.0,11.462458916206739,16.874999999999993,0.0,5.05,Low,Supplier,Review supplier lead time and reliability,Healthy
P01772,Office Supplies,Trending,378681,378681,0,0,9369.171232876712,411,18919,13696.686301369862,373488,24,24,6,8.458333333333334,12,2.3333333333333335,3,518.741095890411,89.96847540499186,408.78,5963,1554,15562,5,12,8.5,1.75,1.0,0.0,0.0,0.1734361825537697,18.061362994182435,21525.53219178082,0.0,0.0,40.417769148160794,0.25,-0.041666666666666075,0.0,0.0,0.0,8.671809127688485,25.0,0.0,5.05,Low,Supplier,Review supplier lead time and reliability,Healthy
P00084,Electronics,Seasonal,21803,21479,324,10,523.8547945205479,0,1110,855.2520547945205,21504,24,24,3,11.25,17,3.3333333333333335,4,29.867123287671234,7.011074030825238,29.97,408,94,896,7,14,10.5,1.75,0.9851396596798606,0.0136986301369863,0.01486034032013943,0.23474219339092894,17.53951291106728,1303.618493150685,0.0,0.0,41.62031201786546,0.125,0.75,0.0,2.855897045712573,0.0,11.737109669546447,16.25,0.0,5.05,Low,Supplier,Review supplier lead time and reliability,Healthy
