product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank,scenario,contingency_severity,contingency_impact_score,lost_sales_exposure,cost_change_vs_optimized,fill_rate_change_vs_optimized,additional_safety_stock_required,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,contingency_action,contingency_confidence,primary_risk_driver_contingency,action_type,action_priority,action_owner,action_horizon,executive_action_score,executive_action,expected_business_outcome,executive_rationale,executive_confidence,scenario_response,policy_change_required
P01419,Personal Care,Trending,Low,Demand Volatility,0.95,30,208,802,2096,0.9922,0.0096,397,17.26,6982.55,0.9,162.0,756.0,2096.0,30.0,0.9959,0.0082,210.0,17.21,5104.99,24.0,50304.0,0.0417,0.08,187.0,-1877.56,1877.56,-0.05,0.0037,-46.0,Maintain current inventory policy,0.0037,0.471,-0.0029,0.0,0.0,-0.2212,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0026,Low risk driven primarily by demand variability and forecast uncertainty.,0.0678,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.112,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 187 units while reducing modeled cost by ₹1,878. Fill rate changes by +0.37%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2655,81.0,763.09,-0.031,65,821,2830,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2545,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01184,Accessories,Stable,Low,Demand Volatility,0.95,30,161,729,2273,0.9921,0.0123,436,16.49,7458.53,0.9,126.0,694.0,2273.0,30.0,0.9949,0.0096,280.0,16.4,5884.55,24.0,54552.0,0.0417,0.04,156.0,-1573.98,1573.98,-0.09,0.0028,-35.0,Maintain current inventory policy,0.0028,0.3578,-0.0055,0.0,0.0,-0.2174,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0013,Low risk driven primarily by demand variability and forecast uncertainty.,0.0593,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1099,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 156 units while reducing modeled cost by ₹1,574. Fill rate changes by +0.28%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2764,108.0,879.62,-0.031,55,749,3069,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2545,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00591,Electronics,Seasonal,Low,Demand Volatility,0.95,30,94,409,901,0.9867,0.0123,291,18.03,4593.08,0.9,74.0,389.0,451.0,15.0,0.9945,0.0096,121.0,10.75,3055.82,48.0,21648.0,0.0417,0.08,170.0,-1537.26,1537.26,-7.28,0.0078,-20.0,Reduce order quantity and increase ordering frequency,0.0078,0.5842,-0.4038,-450.0,-0.4994,-0.2128,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0026,Low risk driven primarily by demand variability and forecast uncertainty.,0.0841,P3 - Low Impact,Reduce order quantity,Cost saving + service improvement,1,0.1109,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 170 units while reducing modeled cost by ₹1,537. Fill rate changes by +0.78%.",Lower cost with improved service,LOW PRIORITY: Reduce order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2476,47.0,456.78,-0.031,31,420,609,20.25,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2544,Execute optimization recommendation: Reduce order quantity.,Protect service under adverse scenario,"Optimization analysis recommends reduce order quantity. Modeled cost impact is ₹1,537.26, with lost-sales change of 170 units.",Low,Monitor scenario exposure,1
P01142,Home Appliances,Seasonal,Low,Supplier,0.95,30,54,236,519,0.9849,0.0178,191,17.51,3115.86,0.9,42.0,224.0,778.0,45.0,0.9961,0.0041,49.0,26.18,1795.81,16.0,12448.0,0.0625,0.06,142.0,-1320.05,1320.05,8.67,0.0112,-12.0,Increase order quantity to reduce ordering frequency,0.0112,0.7435,0.4951,259.0,0.499,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0029,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0971,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1092,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 142 units while reducing modeled cost by ₹1,320. Fill rate changes by +1.12%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2345,19.0,268.44,-0.031,17,241,1051,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2543,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,320.05, with lost-sales change of 142 units.",Low,Monitor scenario exposure,1
P00199,Accessories,Volatile,Low,Demand Volatility,0.95,30,87,388,602,0.9838,0.0178,237,19.05,3734.59,0.9,68.0,369.0,903.0,45.0,0.9899,0.0137,148.0,25.92,2920.03,16.0,14448.0,0.1875,0.69,89.0,-814.56,814.56,6.86,0.0061,-19.0,Increase order quantity to reduce ordering frequency,0.0061,0.3755,0.3601,301.0,0.5,-0.2184,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0989,Low risk driven primarily by demand variability and forecast uncertainty.,0.0754,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1155,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 89 units while reducing modeled cost by ₹815. Fill rate changes by +0.61%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2514,57.0,436.48,-0.031,30,399,1220,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2543,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹814.56, with lost-sales change of 89 units.",Low,Monitor scenario exposure,1
P01035,Electronics,Volatile,Low,Demand Volatility,0.95,30,81,353,543,0.9902,0.0123,129,18.64,2565.35,0.9,63.0,335.0,543.0,30.0,0.9845,0.0192,205.0,18.69,3327.27,24.0,13032.0,0.125,0.46,-76.0,761.92,-761.92,0.05,-0.0057,-18.0,Maintain current inventory policy,-0.0057,-0.5891,0.0027,0.0,0.0,-0.2222,Inventory increase,Service deterioration,Limited financial benefit,0.044,Low risk driven primarily by demand variability and forecast uncertainty.,0.0294,P4 - Monitor,Maintain policy,Limited benefit,0,0.1551,Low,Maintain current inventory policy. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2585,79.0,497.36,-0.031,30,365,734,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2543,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00234,Personal Care,Stable,Low,Demand Volatility,0.95,30,463,2103,6559,0.999,0.0014,158,17.43,9802.1,0.9,361.0,2001.0,6559.0,30.0,0.9975,0.0068,406.0,16.9,12051.5,24.0,157416.0,0.0417,0.08,-248.0,2249.4,-2249.4,-0.53,-0.0016,-102.0,Maintain current inventory policy,-0.0016,-1.5696,-0.0304,0.0,0.0,-0.2203,Inventory reduction,Service deterioration,Limited financial benefit,0.0026,Low risk driven primarily by demand variability and forecast uncertainty.,0.0253,P4 - Monitor,Maintain policy,Limited benefit,0,0.1145,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.53 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.3151,157.0,1801.45,-0.031,143,2144,8855,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2543,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01992,Electronics,Seasonal,Low,Supplier,0.95,30,45,198,436,0.9966,0.0041,36,18.47,1496.9,0.9,35.0,188.0,654.0,45.0,0.9884,0.0151,123.0,24.49,2342.02,16.0,10464.0,0.0,0.0,-87.0,845.12,-845.12,6.02,-0.0082,-10.0,Increase order quantity to reduce ordering frequency,-0.0082,-2.4167,0.3259,218.0,0.5,-0.2222,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1729,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2447,47.0,350.08,-0.031,17,205,883,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2543,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-845.12, with lost-sales change of -87 units.",Low,Monitor scenario exposure,1
P00514,Accessories,Stable,Low,Supplier,0.95,30,437,1973,6145,0.9971,0.0041,436,17.05,11944.58,0.9,340.0,1876.0,9218.0,45.0,0.9977,0.0027,345.0,24.14,13740.88,16.0,147488.0,0.125,0.19,91.0,1796.3,-1796.3,7.09,0.0006,-97.0,Increase order quantity to reduce ordering frequency,0.0006,0.2087,0.4158,3073.0,0.5001,-0.222,Inventory increase,Moderate service improvement,Service improvement with additional cost,0.0182,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0363,P3 - Low Impact,Increase order quantity,Service improvement,1,0.1075,Medium,"Increase order quantity to reduce ordering frequency. The primary benefit is improved service, with expected lost-sales reduction of 91 units. Modeled cost impact is ₹-1,796.",Improved service at additional cost,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.3153,133.0,2053.98,-0.031,133,2009,12445,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2542,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-1,796.30, with lost-sales change of 91 units.",Low,Monitor scenario exposure,1
P01041,Personal Care,Stable,Low,Demand Volatility,0.95,30,541,2457,7663,0.9995,0.0027,95,17.09,10280.54,0.9,422.0,2338.0,7663.0,30.0,0.9979,0.0068,393.0,16.84,13134.63,24.0,183912.0,0.0,0.0,-298.0,2854.09,-2854.09,-0.25,-0.0016,-119.0,Maintain current inventory policy,-0.0016,-3.1368,-0.0146,0.0,0.0,-0.22,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1142,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.25 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.318,152.0,1963.35,-0.031,163,2501,10346,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2542,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01227,Home Appliances,Seasonal,Low,Supplier,0.95,30,55,240,528,0.9845,0.0178,199,17.62,3209.69,0.9,43.0,228.0,791.0,45.0,0.9951,0.0055,63.0,24.51,1891.91,16.0,12656.0,0.0625,0.19,136.0,-1317.78,1317.78,6.89,0.0106,-12.0,Increase order quantity to reduce ordering frequency,0.0106,0.6834,0.391,263.0,0.4981,-0.2182,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0091,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0944,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1094,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 136 units while reducing modeled cost by ₹1,318. Fill rate changes by +1.06%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2364,24.0,282.8,-0.031,18,246,1068,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2541,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,317.78, with lost-sales change of 136 units.",Low,Monitor scenario exposure,1
P01701,Accessories,Stable,Low,Demand Volatility,0.95,30,455,2055,6400,0.9984,0.0027,247,17.48,10529.43,0.9,354.0,1954.0,3200.0,15.0,0.9973,0.0027,427.0,9.57,9552.45,48.0,153600.0,0.0208,0.04,-180.0,-976.98,976.98,-7.91,-0.0012,-101.0,Reduce order quantity and increase ordering frequency,-0.0012,-0.7287,-0.4525,-3200.0,-0.5,-0.222,Inventory reduction,Service deterioration,Cost reduction,0.0006,Low risk driven primarily by demand variability and forecast uncertainty.,0.0309,P4 - Monitor,Reduce order quantity,Cost saving,1,0.1107,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.91 inventory days while maintaining the modeled service outcome.,Lean inventory with lower cost,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.3074,165.0,1427.89,-0.031,141,2095,4320,20.25,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2541,Execute optimization recommendation: Reduce order quantity.,Protect service under adverse scenario,"Optimization analysis recommends reduce order quantity. Modeled cost impact is ₹976.98, with lost-sales change of -180 units.",Low,Monitor scenario exposure,1
P01172,Accessories,Stable,Low,Demand Volatility,0.95,30,210,947,2948,1.0,0.0,0,17.68,4074.1,0.9,163.0,900.0,2948.0,30.0,0.9958,0.0096,302.0,16.5,6861.97,24.0,70752.0,0.0833,0.12,-302.0,2787.87,-2787.87,-1.18,-0.0042,-47.0,Maintain current inventory policy,-0.0042,0.0,-0.0667,0.0,0.0,-0.2238,Inventory reduction,Service deterioration,Limited financial benefit,0.0076,Low risk driven primarily by demand variability and forecast uncertainty.,0.0258,P4 - Monitor,Maintain policy,Limited benefit,0,0.1381,Low,Maintain current inventory policy. The policy reduces inventory exposure by 1.18 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2829,117.0,1025.72,-0.031,69,969,3980,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2541,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01313,Personal Care,Stable,Low,Supplier,0.95,30,394,1790,5584,0.9972,0.0027,387,16.99,10793.22,0.9,307.0,1703.0,8376.0,45.0,0.9998,0.0014,23.0,24.82,9871.05,16.0,134016.0,0.0,0.0,364.0,-922.17,922.17,7.84,0.0027,-87.0,Increase order quantity to reduce ordering frequency,0.0027,0.9406,0.4614,2792.0,0.5,-0.2208,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.07,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1228,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 364 units while reducing modeled cost by ₹922. Fill rate changes by +0.27%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.264,9.0,1475.52,-0.031,109,1812,11308,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.254,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹922.17, with lost-sales change of 364 units.",Low,Monitor scenario exposure,1
P00699,Electronics,Seasonal,Low,Supplier,0.95,30,28,120,264,0.9769,0.0247,148,17.5,2387.62,0.9,21.0,113.0,396.0,45.0,0.9894,0.011,68.0,25.0,1519.5,16.0,6336.0,0.0625,0.25,80.0,-868.12,868.12,7.5,0.0125,-7.0,Increase order quantity to reduce ordering frequency,0.0125,0.5405,0.4286,132.0,0.5,-0.25,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0119,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.097,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1062,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 80 units while reducing modeled cost by ₹868. Fill rate changes by +1.25%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2355,26.0,227.13,-0.031,10,123,535,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2539,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹868.12, with lost-sales change of 80 units.",Low,Monitor scenario exposure,1
P00811,Accessories,Volatile,Low,Supplier,0.95,30,697,3084,4773,0.9962,0.0055,439,19.33,11140.74,0.9,543.0,2930.0,7160.0,45.0,0.9977,0.0041,272.0,25.61,11268.52,16.0,114560.0,0.0625,0.31,167.0,127.78,-127.78,6.28,0.0014,-154.0,Increase order quantity to reduce ordering frequency,0.0014,0.3804,0.3249,2387.0,0.5001,-0.2209,Inventory increase,Moderate service improvement,Service improvement with additional cost,0.0148,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0454,P3 - Low Impact,Increase order quantity,Service improvement,1,0.1119,Medium,"Increase order quantity to reduce ordering frequency. The primary benefit is improved service, with expected lost-sales reduction of 167 units. Modeled cost impact is ₹-128.",Improved service at additional cost,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2973,105.0,1684.41,-0.031,201,3131,9666,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2539,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-127.78, with lost-sales change of 167 units.",Low,Monitor scenario exposure,1
P00480,Personal Care,Seasonal,Low,Supplier,0.95,30,192,849,1877,0.9958,0.0055,194,17.74,4758.99,0.9,149.0,806.0,1877.0,30.0,0.9924,0.0096,346.0,17.68,6271.3,24.0,45048.0,0.125,0.21,-152.0,1512.31,-1512.31,-0.06,-0.0033,-43.0,Maintain current inventory policy,-0.0033,-0.7835,-0.0034,0.0,0.0,-0.224,Inventory reduction,Service deterioration,Limited financial benefit,0.0201,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.027,P4 - Monitor,Maintain policy,Limited benefit,0,0.1313,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.06 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2856,134.0,937.43,-0.031,66,872,2534,40.5,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2538,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00178,Home Appliances,Seasonal,Low,Supplier,0.95,30,35,152,335,0.9941,0.0068,48,17.69,1475.16,0.9,27.0,144.0,503.0,45.0,0.9859,0.0164,115.0,24.57,2098.75,16.0,8048.0,0.0,0.0,-67.0,623.59,-623.59,6.88,-0.0082,-8.0,Increase order quantity to reduce ordering frequency,-0.0082,-1.3958,0.3889,168.0,0.5015,-0.2286,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1729,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2428,44.0,313.72,-0.031,14,158,680,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2538,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-623.59, with lost-sales change of -67 units.",Low,Monitor scenario exposure,1
P01236,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,89,390,859,0.9879,0.0096,252,18.63,4187.01,0.9,69.0,370.0,1289.0,45.0,0.9965,0.0041,73.0,25.32,2580.51,16.0,20624.0,0.0,0.0,179.0,-1606.5,1606.5,6.69,0.0086,-20.0,Increase order quantity to reduce ordering frequency,0.0086,0.7103,0.3591,430.0,0.5006,-0.2247,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0888,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1112,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 179 units while reducing modeled cost by ₹1,606. Fill rate changes by +0.86%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2402,28.0,385.73,-0.031,27,397,1741,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2537,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,606.50, with lost-sales change of 179 units.",Low,Monitor scenario exposure,1
P01614,Home Appliances,Volatile,Low,Demand Volatility,0.95,30,107,473,732,0.9849,0.0151,269,18.47,4190.79,0.9,83.0,449.0,1097.0,45.0,0.9931,0.011,123.0,25.6,2878.5,16.0,17552.0,0.0625,0.12,146.0,-1312.3,1312.3,7.13,0.0082,-24.0,Increase order quantity to reduce ordering frequency,0.0082,0.5428,0.386,365.0,0.4986,-0.2243,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0057,Low risk driven primarily by demand variability and forecast uncertainty.,0.0833,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1097,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 146 units while reducing modeled cost by ₹1,312. Fill rate changes by +0.82%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2469,47.0,430.28,-0.031,34,483,1481,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2537,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,312.30, with lost-sales change of 146 units.",Low,Monitor scenario exposure,1
P00488,Home Appliances,Seasonal,Low,Supplier,0.95,30,15,66,145,0.9841,0.0137,56,18.43,1338.12,0.9,12.0,63.0,217.0,45.0,1.0,0.0,0.0,24.76,639.33,16.0,3472.0,0.0,0.0,56.0,-698.79,698.79,6.33,0.0159,-3.0,Increase order quantity to reduce ordering frequency,0.0159,1.0,0.3435,72.0,0.4966,-0.2,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.1093,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1035,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 56 units while reducing modeled cost by ₹699. Fill rate changes by +1.59%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2244,0.0,95.57,-0.031,5,68,293,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory policy action,P3 - Planned,Inventory Planning,30-90 days,0.2536,Execute optimization recommendation: Increase order quantity.,Lower cost and improved service,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹698.79, with lost-sales change of 56 units.",Low,Monitor scenario exposure,1
P01791,Electronics,Seasonal,Low,Supplier,0.95,30,66,285,626,0.9891,0.011,166,17.31,2982.11,0.9,51.0,270.0,939.0,45.0,1.0,0.0,0.0,25.37,1458.55,16.0,15024.0,0.0625,0.25,166.0,-1523.56,1523.56,8.06,0.0109,-15.0,Increase order quantity to reduce ordering frequency,0.0109,1.0,0.4656,313.0,0.5,-0.2273,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0119,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0995,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1116,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 166 units while reducing modeled cost by ₹1,524. Fill rate changes by +1.09%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2279,0.0,218.02,-0.031,18,288,1268,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory policy action,P3 - Planned,Inventory Planning,30-90 days,0.2536,Execute optimization recommendation: Increase order quantity.,Lower cost and improved service,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹1,523.56, with lost-sales change of 166 units.",Low,Monitor scenario exposure,1
