product_id,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank,category,demand_class,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,contingency_severity,scenario_type,contingency_multiplier,lost_sales_exposure,calculated_additional_safety_stock,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,inventory_buffer_days,contingency_action,contingency_recommendation,decision_urgency,contingency_confidence,executive_contingency_decision,contingency_inventory_cost,contingency_impact_score,contingency_policy_change,severity_rank
P00072,Low,Supplier,1.0,0.156,0.1625,39.1,235.3,884.0,14144.0,16.0,32.7319,0.9739,0.0265,81.0,2334.3005,232.51,-232.5105,8.0,8.0,-0.021,7.9819,High,Review safety-stock buffer,Supplier Disruption,0.0261,0.1198,Low,Increase order quantity,2334.3,2101.79,73.0,0.9949,34.0,884.0,24.75,0.1096,0.1106,0.015,0.011471240071641716,0.25,0.2132,Moderate exposure,232.5104999999999,0.1,37.400000000000006,10,972.4,88.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹233. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.082999097985031,0.1769,3,Electronics,Stable,0.9,34.0,181.0,884.0,45.0,0.9949,0.0055,73.0,24.75,2101.79,0.125,0.12,Moderate,Supplier stress,0.25,8.0,10,191,1105,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 10 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,23.775904977375568,0.1612,0,3
P01586,Low,Demand Volatility,1.0,0.104,0.0542,49.45,302.9,758.0,18192.0,24.0,21.8741,0.975,0.0278,81.0,2406.058,239.66,-239.658,8.0,8.0,-0.021,5.3341,High,Review safety-stock buffer,Supplier Disruption,0.0507,0.1043,Medium,Maintain policy,2406.06,2166.4,73.0,0.996,43.0,758.0,16.54,0.1096,0.1106,0.003336,0.0025512037919331178,0.25,0.2124,Moderate exposure,239.6579999999999,0.1,47.3,12,833.8000000000001,76.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹240. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0831794730415927,0.1756,3,Electronics,Stable,0.9,43.0,233.0,758.0,30.0,0.996,0.0068,73.0,16.54,2166.4,0.0417,0.08,Moderate,Supplier stress,0.25,8.0,12,245,948,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 12 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,34.29656992084433,0.1612,0,3
P01582,Low,Demand Volatility,1.0,0.598,0.2708,47.15,286.0,512.0,12288.0,24.0,22.5222,0.9735,0.0278,76.0,2078.0904,206.99,-206.9904,7.0,7.0,-0.021,5.4922,High,Review safety-stock buffer,Supplier Disruption,0.0447,0.1088,Medium,Maintain policy,2078.09,1871.1,69.0,0.9945,41.0,512.0,17.03,0.1014,0.1106,0.095818,0.07327675207897108,0.25,0.2188,Moderate exposure,206.9904000000001,0.1,45.1,11,563.2,51.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹207. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0820886402356956,0.1862,3,Home Appliances,Seasonal,0.9,41.0,220.0,512.0,30.0,0.9945,0.0068,69.0,17.03,1871.1,0.2083,0.46,Moderate,Supplier stress,0.25,7.0,11,231,640,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 11 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,40.1994140625,0.1612,0,3
P01609,Low,Supplier,1.0,0.247,0.1625,60.95,314.6,1001.0,16016.0,16.0,33.3138,0.9749,0.0265,73.0,2422.2731,241.27,-241.2731,7.0,7.0,-0.021,8.1238,High,Review safety-stock buffer,Supplier Disruption,0.0274,0.1019,Medium,Increase order quantity,2422.27,2181.0,66.0,0.9959,53.0,1001.0,25.19,0.1061,0.1106,0.02375,0.018162796780099386,0.25,0.2138,Moderate exposure,241.27309999999989,0.1,58.3,14,1101.1,100.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹241. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.082953802033749,0.1779,3,Electronics,Trending,0.9,53.0,242.0,1001.0,45.0,0.9959,0.0055,66.0,25.19,2181.0,0.125,0.19,Moderate,Supplier stress,0.25,7.0,14,256,1252,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 14 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,30.503496503496503,0.1612,0,3
P00860,Low,Demand Volatility,1.0,0.273,0.1083,82.8,431.6,919.0,22056.0,24.0,24.1092,0.9764,0.0237,64.0,2551.3278,254.13,-254.1278,6.0,6.0,-0.021,5.8792,High,Review safety-stock buffer,Supplier Disruption,0.0717,0.1095,Medium,Maintain policy,2551.33,2297.2,58.0,0.9974,72.0,919.0,18.23,0.1034,0.1106,0.0174929999999999,0.013377760171548568,0.25,0.2133,Moderate exposure,254.1278000000002,0.1,79.2,19,1010.9,92.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹254. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 7 additional units.",Medium,0.0830117747454899,0.1771,3,Electronics,Trending,0.9,72.0,332.0,919.0,30.0,0.9974,0.0027,58.0,18.23,2297.2,0.0833,0.21,Moderate,Supplier stress,0.25,6.0,19,351,1149,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 19 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,47.49379760609357,0.1612,0,3
P00993,Low,Demand Volatility,1.0,0.806,0.325,49.45,297.7,797.0,12752.0,16.0,33.8031,0.975,0.0251,57.0,2027.9235,201.99,-201.9935,5.0,5.0,-0.021,8.2431,Moderate,Review safety-stock buffer,Supplier Disruption,0.0369,0.1163,Low,Increase order quantity,2027.92,1825.93,52.0,0.996,43.0,797.0,25.56,0.0962,0.1106,0.155,0.1185361474069644,0.25,0.2228,Moderate exposure,201.99350000000004,0.1,47.3,12,876.7,80.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹202. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0814296782650815,0.1929,3,Home Appliances,Seasonal,0.9,43.0,229.0,797.0,45.0,0.996,0.0041,52.0,25.56,1825.93,0.25,0.62,Moderate,Supplier stress,0.25,5.0,12,241,997,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 12 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,27.492045169385197,0.1612,0,3
P00702,Low,Supplier,1.0,0.403,0.1625,24.15,143.0,382.0,6112.0,16.0,32.7583,0.9632,0.0374,108.0,2000.1579,199.23,-199.2279,10.0,10.0,-0.021,7.9883,High,Review safety-stock buffer,Supplier Disruption,0.028,0.1661,Low,Increase order quantity,2000.16,1800.93,98.0,0.9842,21.0,382.0,24.77,0.102,0.1106,0.03875,0.0296340368517411,0.25,0.2149,Moderate exposure,199.22789999999983,0.1,23.1,7,420.2000000000001,38.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 10 units, while modeled cost increases by ₹199. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 2 additional units.",Medium,0.082692034495323,0.1797,3,Electronics,Seasonal,0.9,21.0,110.0,382.0,45.0,0.9842,0.0164,98.0,24.77,1800.93,0.125,0.31,Moderate,Supplier stress,0.25,10.0,7,117,478,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 7 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,33.001335078534034,0.1611,0,3
P00207,Low,Demand Volatility,1.0,0.156,0.0542,33.35,197.6,353.0,8472.0,24.0,24.043,0.9684,0.0333,101.0,2151.6471,214.32,-214.3171,10.0,10.0,-0.021,5.863,High,Review safety-stock buffer,Supplier Disruption,0.0254,0.1404,Low,Maintain policy,2151.65,1937.33,91.0,0.9894,29.0,353.0,18.18,0.1099,0.1106,0.005004,0.0038268056878996764,0.25,0.2126,Moderate exposure,214.3171000000002,0.1,31.9,9,388.3,35.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 10 units, while modeled cost increases by ₹214. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.0830728271226011,0.1758,3,Electronics,Seasonal,0.9,29.0,152.0,353.0,30.0,0.9894,0.0123,91.0,18.18,1937.33,0.0417,0.12,Moderate,Supplier stress,0.25,10.0,9,161,442,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 9 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,49.39368271954674,0.1611,0,3
P01037,Low,Demand Volatility,1.0,0.728,0.1625,36.8,224.9,422.0,6752.0,16.0,33.9882,0.966,0.0374,98.0,1967.661,195.99,-195.991,9.0,9.0,-0.021,8.2882,High,Review safety-stock buffer,Supplier Disruption,0.0304,0.1898,Low,Increase order quantity,1967.66,1771.67,89.0,0.987,32.0,422.0,25.7,0.1011,0.1106,0.07,0.05353245366766135,0.25,0.217,Moderate exposure,195.991,0.1,35.2,9,464.2000000000001,42.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 9 units, while modeled cost increases by ₹196. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.0823439179086843,0.1832,3,Home Appliances,Volatile,0.9,32.0,173.0,422.0,45.0,0.987,0.0164,89.0,25.7,1771.67,0.125,0.56,Moderate,Supplier stress,0.25,9.0,9,182,528,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 9 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,37.784431279620854,0.1611,0,3
P00225,Low,Supplier,1.0,0.546,0.1625,26.45,161.2,289.0,6936.0,24.0,23.5537,0.9666,0.0361,96.0,2013.9629,200.6,-200.6029,9.0,9.0,-0.021,5.7437,High,Review safety-stock buffer,Supplier Disruption,0.029,0.1396,Low,Maintain policy,2013.96,1813.36,87.0,0.9876,23.0,289.0,17.81,0.1034,0.1106,0.0525,0.040149340250746006,0.25,0.2158,Moderate exposure,200.6029000000001,0.1,25.3,7,317.90000000000003,29.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 9 units, while modeled cost increases by ₹201. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 2 additional units.",Medium,0.0824603042988006,0.1812,3,Home Appliances,Seasonal,0.9,23.0,124.0,289.0,30.0,0.9876,0.0151,87.0,17.81,1813.36,0.125,0.42,Moderate,Supplier stress,0.25,9.0,7,131,362,37.5,7.5,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 7 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,43.92221453287197,0.1611,0,3
P01843,Low,Demand Volatility,1.0,0.221,0.0542,41.4,247.0,441.0,10584.0,24.0,23.1834,0.9707,0.0306,98.0,2226.7143,221.79,-221.7943,9.0,9.0,-0.021,5.6534,High,Review safety-stock buffer,Supplier Disruption,0.0255,0.1477,Low,Maintain policy,2226.71,2004.92,89.0,0.9917,36.0,441.0,17.53,0.1011,0.1106,0.007089,0.005421308057857876,0.25,0.2126,Moderate exposure,221.7943,0.1,39.6,10,485.1,44.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 9 units, while modeled cost increases by ₹222. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0829950926826581,0.1759,3,Home Appliances,Seasonal,0.9,36.0,190.0,441.0,30.0,0.9917,0.0096,89.0,17.53,2004.92,0.0417,0.17,Moderate,Supplier stress,0.25,9.0,10,200,552,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 10 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,45.463038548752834,0.1611,0,3
P01814,Low,Supplier,1.0,0.0,0.0,31.05,189.8,713.0,11408.0,16.0,32.7716,0.9717,0.0292,94.0,2260.555,225.16,-225.165,9.0,9.0,-0.021,7.9915,High,Review safety-stock buffer,Supplier Disruption,0.025,0.1213,Low,Increase order quantity,2260.55,2035.39,85.0,0.9927,27.0,713.0,24.78,0.1059,0.1106,0.0,0.0,0.25,0.2121,Moderate exposure,225.1649999999997,0.1,29.700000000000003,8,784.3000000000001,71.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 9 units, while modeled cost increases by ₹225. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.0830801560199302,0.1751,3,Electronics,Stable,0.9,27.0,146.0,713.0,45.0,0.9927,0.0082,85.0,24.78,2035.39,0.0,0.0,Moderate,Supplier stress,0.25,9.0,8,154,892,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 8 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,22.837475455820478,0.1611,0,3
P01856,Low,Demand Volatility,1.0,0.247,0.1625,36.8,224.9,848.0,13568.0,16.0,31.1581,0.9735,0.0306,84.0,2274.0158,226.51,-226.5058,8.0,8.0,-0.021,7.5981,High,Review safety-stock buffer,Supplier Disruption,0.0268,0.1214,Low,Increase order quantity,2274.02,2047.51,76.0,0.9945,32.0,848.0,23.56,0.1053,0.1106,0.02375,0.018162796780099386,0.25,0.2138,Moderate exposure,226.5058000000001,0.1,35.2,9,932.8,85.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹227. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.0828475627486357,0.1779,3,Home Appliances,Stable,0.9,32.0,173.0,848.0,45.0,0.9945,0.0096,76.0,23.56,2047.51,0.125,0.19,Moderate,Supplier stress,0.25,8.0,9,182,1060,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 9 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,21.730648584905662,0.1611,0,3
P01223,Low,Demand Volatility,1.0,0.104,0.0542,56.35,348.4,874.0,20976.0,24.0,21.7419,0.9758,0.0278,75.0,2485.6787,247.59,-247.5887,7.0,7.0,-0.021,5.3019,High,Review safety-stock buffer,Supplier Disruption,0.0253,0.1109,Low,Maintain policy,2485.68,2238.09,68.0,0.9968,49.0,874.0,16.44,0.1029,0.1106,0.003336,0.0025512037919331178,0.25,0.2123,Moderate exposure,247.5886999999998,0.1,53.900000000000006,13,961.4,87.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹248. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.0831131831750181,0.1755,3,Home Appliances,Stable,0.9,49.0,268.0,874.0,30.0,0.9968,0.0068,68.0,16.44,2238.09,0.0417,0.08,Moderate,Supplier stress,0.25,7.0,13,281,1093,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 13 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,33.28966819221968,0.1611,0,3
P00681,Low,Supplier,1.0,0.0,0.0,71.3,445.9,1122.0,26928.0,24.0,22.8396,0.9771,0.0237,57.0,2679.5383,266.9,-266.8983,5.0,5.0,-0.021,5.5696,Moderate,Review safety-stock buffer,Supplier Disruption,0.0528,0.1056,Medium,Maintain policy,2679.54,2412.64,52.0,0.9981,62.0,1122.0,17.27,0.0962,0.1106,0.0,0.0,0.25,0.2119,Moderate exposure,266.8983000000003,0.1,68.2,16,1234.2,112.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹267. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.083067622577236,0.175,3,Accessories,Stable,0.9,62.0,343.0,1122.0,30.0,0.9981,0.0027,52.0,17.27,2412.64,0.0,0.0,Moderate,Supplier stress,0.25,5.0,16,359,1403,37.5,7.5,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 16 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,34.404848484848486,0.1611,0,3
P00547,Low,Supplier,1.0,0.247,0.0812,29.9,157.3,501.0,8016.0,16.0,32.9699,0.9677,0.032,102.0,2082.8661,207.47,-207.4661,10.0,10.0,-0.021,8.0399,High,Review safety-stock buffer,Supplier Disruption,0.0259,0.1907,Low,Increase order quantity,2082.87,1875.4,92.0,0.9887,26.0,501.0,24.93,0.1087,0.1106,0.011875,0.009081398390049693,0.25,0.213,Moderate exposure,207.4661000000001,0.1,28.6,8,551.1,50.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 10 units, while modeled cost increases by ₹207. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.0828999345710091,0.1765,3,Electronics,Trending,0.9,26.0,121.0,501.0,45.0,0.9887,0.011,92.0,24.93,1875.4,0.0625,0.19,Moderate,Supplier stress,0.25,10.0,8,129,627,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 8 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,29.946506986027945,0.161,0,3
P01636,Low,Demand Volatility,1.0,0.325,0.0812,40.25,243.1,654.0,10464.0,16.0,33.2873,0.9712,0.0306,92.0,2178.08,216.95,-216.95,9.0,9.0,-0.021,8.1173,High,Review safety-stock buffer,Supplier Disruption,0.0448,0.1032,Medium,Increase order quantity,2178.08,1961.13,83.0,0.9922,35.0,654.0,25.17,0.1084,0.1106,0.015625,0.011949208407960122,0.25,0.2132,Moderate exposure,216.94999999999985,0.1,38.5,10,719.4000000000001,65.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 9 units, while modeled cost increases by ₹217. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0828728414218674,0.1769,3,Electronics,Seasonal,0.9,35.0,187.0,654.0,45.0,0.9922,0.0096,83.0,25.17,1961.13,0.0625,0.25,Moderate,Supplier stress,0.25,9.0,10,197,818,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 10 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,29.986697247706424,0.161,0,3
P00739,Low,Supplier,1.0,0.273,0.1625,49.45,297.7,532.0,12768.0,24.0,23.1437,0.9729,0.032,87.0,2233.6557,222.49,-222.4857,8.0,8.0,-0.021,5.6437,High,Review safety-stock buffer,Supplier Disruption,0.0462,0.1044,Medium,Maintain policy,2233.66,2011.17,79.0,0.9939,43.0,532.0,17.5,0.1013,0.1106,0.02625,0.020074670125373003,0.25,0.2139,Moderate exposure,222.48569999999967,0.1,47.3,12,585.2,53.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹222. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.0827461110851332,0.1781,3,Home Appliances,Seasonal,0.9,43.0,229.0,532.0,30.0,0.9939,0.011,79.0,17.5,2011.17,0.125,0.21,Moderate,Supplier stress,0.25,8.0,12,241,665,37.5,7.5,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 12 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,45.364736842105266,0.161,0,3
P00494,Low,Demand Volatility,1.0,0.247,0.1625,34.5,209.3,788.0,12608.0,16.0,31.4887,0.973,0.0278,85.0,2224.804,221.6,-221.604,8.0,8.0,-0.021,7.6787,High,Review safety-stock buffer,Supplier Disruption,0.0439,0.1039,Medium,Increase order quantity,2224.8,2003.2,77.0,0.994,30.0,788.0,23.81,0.1039,0.1106,0.02375,0.018162796780099386,0.25,0.2137,Moderate exposure,221.60400000000004,0.1,33.0,9,866.8000000000001,79.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹222. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.082723860411839,0.1778,3,Electronics,Stable,0.9,30.0,161.0,788.0,45.0,0.994,0.0068,77.0,23.81,2003.2,0.125,0.19,Moderate,Supplier stress,0.25,8.0,9,170,985,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 9 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,22.87918781725888,0.161,0,3
P00125,Low,Demand Volatility,1.0,0.078,0.0812,52.9,275.6,879.0,14064.0,16.0,31.4755,0.9737,0.0306,83.0,2309.9667,230.09,-230.0867,8.0,8.0,-0.021,7.6755,High,Review safety-stock buffer,Supplier Disruption,0.071,0.1064,Medium,Increase order quantity,2309.97,2079.88,75.0,0.9947,46.0,879.0,23.8,0.1067,0.1106,0.00375,0.002867810017910429,0.25,0.2123,Moderate exposure,230.08669999999984,0.1,50.6,13,966.9,88.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 8 units, while modeled cost increases by ₹230. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.0829379307150633,0.1755,3,Electronics,Trending,0.9,46.0,212.0,879.0,45.0,0.9947,0.0096,75.0,23.8,2079.88,0.0625,0.06,Moderate,Supplier stress,0.25,8.0,13,225,1099,56.25,11.25,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 13 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,30.760455062571104,0.161,0,3
