product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,scenario_opportunity_score,opportunity_class
P01156,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.3,0.26,875.15,2340.0,1685.0,42125.0,25.0,36.7655,0.979,0.021,0.0,4162.356,414.5959,-414.5959,0.0,0.0,-0.021,8.9655,Low,Current policy remains resilient,Supplier Disruption,0.23494958643964603,Low exposure
P00351,Personal Care,Seasonal,Low,Supplier,1.2,0.377,0.1083,330.0,2226.12,3987.6,95702.4,29.0,19.4302,0.9548,0.0474,1595.0,18051.2024,2347.3924,-2347.3924,444.0,444.0,-0.031,3.2102,Severe,Immediate contingency planning,Combined Stress,0.23491035134029992,Low exposure
P01199,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.767,0.1858,487.6,1305.2,470.0,23030.0,49.0,25.6565,0.9761,0.0251,73.0,3444.9366,343.1366,-343.1366,7.0,7.0,-0.021,6.2565,High,Increase inventory protection,Supplier Disruption,0.23486765695492046,Low exposure
P00971,Office Supplies,Trending,Low,Supplier,1.2,0.12,0.0833,837.1,4249.2,11774.4,282585.6,29.0,16.2158,0.9816,0.0237,2531.0,33851.6038,1586.3738,-1586.3738,522.0,522.0,-0.01,-1.4742,Severe,Immediate contingency planning,Demand Surge,0.23484317411924877,Low exposure
P01021,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.248,0.312,476.1,1298.7,949.0,23725.0,25.0,36.6332,0.9759,0.0237,78.0,3429.0214,341.5514,-341.5514,7.0,7.0,-0.021,8.9332,Moderate,Monitor and prepare response,Supplier Disruption,0.23482961488932327,Low exposure
P00505,Office Supplies,Intermittent,High,Demand Volatility,1.0,2.145,0.4588,558.9,1465.1,1558.0,26486.0,17.0,45.5601,0.9773,0.0224,48.0,3599.0692,358.4892,-358.4892,5.0,5.0,-0.021,11.1101,High,Increase inventory protection,Supplier Disruption,0.2347695298863331,Low exposure
P00004,Personal Care,Seasonal,Low,Supplier,1.0,0.221,0.1083,786.6,4802.2,8601.0,206424.0,24.0,23.2892,0.9667,0.0361,2845.0,40476.9725,4031.7525,-4031.7525,270.0,270.0,-0.021,5.6792,High,Increase inventory protection,Supplier Disruption,0.23474110850825208,Low exposure
P00502,Personal Care,Trending,Low,Supplier,1.2,0.273,0.1083,638.75,3708.12,3950.4,189619.2,58.0,12.6859,0.9621,0.042,1527.0,19392.1963,2521.7763,-2521.7763,425.0,425.0,-0.031,2.0959,Severe,Immediate contingency planning,Combined Stress,0.23466291576843445,Low exposure
P01777,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.468,0.104,788.9,2147.6,1567.0,39175.0,25.0,37.8896,0.979,0.021,0.0,4018.3523,400.2523,-400.2523,0.0,0.0,-0.021,9.2396,Low,Current policy remains resilient,Supplier Disruption,0.23460536478174804,Low exposure
P00302,Personal Care,Trending,Low,Supplier,1.2,0.156,0.1625,718.75,4171.44,8889.6,213350.4,29.0,21.4188,0.9635,0.0378,1382.0,22301.4936,2900.1036,-2900.1036,385.0,385.0,-0.031,3.5388,Severe,Immediate contingency planning,Combined Stress,0.23441085864981603,Low exposure
P00258,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.37,0.1224,2343.0,6136.8,2902.8,142237.2,59.0,18.8467,0.99,0.01,0.0,8242.5366,386.2666,-386.2666,0.0,0.0,-0.01,-1.7133,Low,Current policy remains resilient,Demand Surge,0.23426973210648774,Low exposure
P01862,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.78,0.208,672.75,1814.8,1314.0,32850.0,25.0,36.9242,0.9785,0.0224,18.0,3588.6071,357.4471,-357.4471,2.0,2.0,-0.021,9.0042,High,Increase inventory protection,Supplier Disruption,0.23404467680490676,Low exposure
P00026,Office Supplies,Trending,Medium,Supplier,1.2,0.25,0.125,1130.8,4728.0,12334.8,296035.2,29.0,15.7025,0.9862,0.0168,1208.0,23009.8407,1078.3007,-1078.3007,249.0,249.0,-0.01,-1.4275,Severe,Immediate contingency planning,Demand Surge,0.23396444853438586,Low exposure
P01458,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.48,0.16,1045.0,2796.0,2685.6,67140.0,30.0,25.1625,0.9892,0.0114,58.0,5434.7883,254.6883,-254.6883,12.0,12.0,-0.01,-2.2875,Severe,Immediate contingency planning,Demand Surge,0.23391145778949665,Low exposure
P00160,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.41,0.3061,2262.7,5869.2,2757.6,135122.4,59.0,18.37,0.99,0.01,0.0,7727.6266,362.1366,-362.1366,0.0,0.0,-0.01,-1.67,Low,Current policy remains resilient,Demand Surge,0.23369065372971493,Low exposure
P01135,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.885,0.3979,711.85,1953.9,716.0,35084.0,49.0,24.8498,0.9786,0.0224,15.0,3509.2196,349.5396,-349.5396,1.0,1.0,-0.021,6.0598,Moderate,Monitor and prepare response,Supplier Disruption,0.23362162895200753,Low exposure
P00882,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.29,0.0588,423.5,1086.0,1516.8,25785.6,21.0,31.4233,0.9861,0.0114,101.0,3306.3858,154.9458,-154.9458,21.0,21.0,-0.01,-2.8567,Severe,Immediate contingency planning,Demand Surge,0.23361734327809536,Low exposure
P00305,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.56,0.12,1708.3,4454.4,4201.2,105030.0,30.0,25.9783,0.99,0.01,0.0,7595.8303,355.9603,-355.9603,0.0,0.0,-0.01,-2.3617,Low,Current policy remains resilient,Demand Surge,0.23354243318357062,Low exposure
P00775,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.71,0.3529,1320.0,3478.8,4959.6,84313.2,21.0,33.3117,0.99,0.01,0.0,7449.2197,349.0897,-349.0897,0.0,0.0,-0.01,-3.0283,Low,Current policy remains resilient,Demand Surge,0.2333775506350644,Low exposure
P01005,Accessories,Trending,Low,Demand Volatility,1.2,0.0,0.0,722.5,4165.2,13292.4,212678.4,20.0,30.3073,0.964,0.0378,1236.0,25029.9433,3254.9133,-3254.9133,344.0,344.0,-0.031,5.0073,Severe,Immediate contingency planning,Combined Stress,0.23336113820505916,Low exposure
P01451,Personal Care,Seasonal,Medium,Supplier,1.2,0.078,0.0812,956.25,5280.6,13476.0,215616.0,20.0,30.7505,0.9674,0.0324,395.0,18465.4172,2401.2572,-2401.2572,110.0,110.0,-0.031,5.0805,Severe,Immediate contingency planning,Combined Stress,0.23328699496328362,Low exposure
P01387,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.61,0.1837,2148.3,5592.0,2634.0,129066.0,59.0,17.8842,0.99,0.01,0.0,7275.3728,340.9428,-340.9428,0.0,0.0,-0.01,-1.6258,Low,Current policy remains resilient,Demand Surge,0.23318203908812157,Low exposure
P00799,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.572,0.156,510.0,1494.48,1070.4,26760.0,30.0,33.0745,0.969,0.031,0.0,2605.3175,338.7975,-338.7975,0.0,0.0,-0.031,5.4645,Low,Current policy remains resilient,Combined Stress,0.23313055558867316,Low exposure
P00338,Office Supplies,Trending,Low,Supplier,1.2,0.31,0.125,1571.9,7960.8,33068.4,529094.4,20.0,22.1833,0.9862,0.0141,2132.0,49264.7854,2308.6754,-2308.6754,440.0,440.0,-0.01,-2.0167,Severe,Immediate contingency planning,Demand Surge,0.23304808415347755,Low exposure
P01672,Accessories,Volatile,Medium,Supplier,1.0,0.65,0.2167,1422.55,7127.9,8492.0,203808.0,24.0,24.6911,0.9739,0.0278,1154.0,24001.5281,2390.6981,-2390.6981,110.0,110.0,-0.021,6.0211,High,Increase inventory protection,Supplier Disruption,0.23303359477728355,Low exposure
P00339,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.0,0.0,782.0,4769.7,8540.0,204960.0,24.0,22.4428,0.9667,0.0374,2830.0,39842.5501,3968.5601,-3968.5601,269.0,269.0,-0.021,5.4728,High,Increase inventory protection,Supplier Disruption,0.23299131841946197,Low exposure
P00870,Accessories,Volatile,Low,Demand Volatility,1.2,0.546,0.2167,1216.25,8149.44,10203.6,244886.4,29.0,22.2094,0.9645,0.0351,1301.0,23565.6103,3064.4903,-3064.4903,362.0,362.0,-0.031,3.6694,Severe,Immediate contingency planning,Combined Stress,0.23299038155069063,Low exposure
P00574,Personal Care,Trending,Low,Demand Volatility,1.2,0.078,0.0554,356.25,2067.0,2203.2,103550.4,57.0,11.6198,0.9561,0.057,1599.0,17346.2613,2255.7213,-2255.7213,445.0,445.0,-0.031,1.9198,Severe,Immediate contingency planning,Combined Stress,0.23294368456206327,Low exposure
P01021,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.96,0.24,455.4,1198.8,1138.8,28470.0,30.0,25.3917,0.9869,0.0127,89.0,3239.2706,151.8006,-151.8006,18.0,18.0,-0.01,-2.3083,Severe,Immediate contingency planning,Demand Surge,0.23284201942442737,Low exposure
P00760,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.845,0.2294,552.0,1492.4,1626.0,27642.0,17.0,46.1949,0.979,0.021,0.0,3274.8333,326.1933,-326.1933,0.0,0.0,-0.021,11.2649,Low,Current policy remains resilient,Supplier Disruption,0.2328280765303839,Low exposure
P00728,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.092,0.26,387.55,1046.5,759.0,18975.0,25.0,39.1592,0.9767,0.0224,46.0,2825.6743,281.4543,-281.4543,4.0,4.0,-0.021,9.5492,Moderate,Monitor and prepare response,Supplier Disruption,0.23268754367526875,Low exposure
P01177,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.76,0.2,1136.3,3004.8,2862.0,71550.0,30.0,24.1908,0.9896,0.0114,33.0,5330.0499,249.7799,-249.7799,7.0,7.0,-0.01,-2.1992,Severe,Immediate contingency planning,Demand Surge,0.23262725719127084,Low exposure
P01199,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.59,0.1429,466.4,1204.8,564.0,27636.0,59.0,17.7833,0.9871,0.0141,83.0,3254.3052,152.5052,-152.5052,17.0,17.0,-0.01,-1.6167,Severe,Immediate contingency planning,Demand Surge,0.23262564711602068,Low exposure
P00218,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.53,0.1176,1129.7,2974.8,4238.4,72052.8,21.0,34.8058,0.99,0.01,0.0,6699.779,313.969,-313.969,0.0,0.0,-0.01,-3.1642,Low,Current policy remains resilient,Demand Surge,0.23253471441678325,Low exposure
P00267,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.84,0.24,1447.6,3847.2,3678.0,91950.0,30.0,25.2633,0.99,0.01,0.0,6564.1532,307.6132,-307.6132,0.0,0.0,-0.01,-2.2967,Low,Current policy remains resilient,Demand Surge,0.23238218618026885,Low exposure
P00412,Accessories,Volatile,Low,Supplier,1.2,0.71,0.1667,765.6,4500.0,7329.6,175910.4,29.0,16.0875,0.9762,0.0278,2575.0,29571.8641,1385.8141,-1385.8141,531.0,531.0,-0.01,-1.4625,Severe,Immediate contingency planning,Demand Surge,0.2321296207132441,Low exposure
P01997,Accessories,Volatile,Low,Supplier,1.2,1.053,0.325,793.75,5332.08,10018.8,160300.8,20.0,29.7083,0.9618,0.0392,1350.0,22232.5019,2891.1319,-2891.1319,376.0,376.0,-0.031,4.9083,Severe,Immediate contingency planning,Combined Stress,0.23209601988860423,Low exposure
P00960,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.78,0.26,386.25,1173.12,861.6,21540.0,30.0,33.7094,0.969,0.031,0.0,2267.3706,294.8506,-294.8506,0.0,0.0,-0.031,5.5694,Low,Current policy remains resilient,Combined Stress,0.23207590579521287,Low exposure
P00147,Personal Care,Seasonal,Low,Supplier,1.2,0.156,0.0542,453.75,3059.16,5480.4,131529.6,29.0,20.5922,0.9593,0.0433,1497.0,19121.0802,2486.5202,-2486.5202,417.0,417.0,-0.031,3.4022,Severe,Immediate contingency planning,Combined Stress,0.2319505782397001,Low exposure
P01078,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.65,0.1224,1577.4,4184.4,1998.0,97902.0,59.0,18.9567,0.99,0.01,0.0,6102.4464,285.9764,-285.9764,0.0,0.0,-0.01,-1.7233,Low,Current policy remains resilient,Demand Surge,0.23186294030283172,Low exposure
P00400,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.819,0.1591,305.9,851.5,315.0,15435.0,49.0,25.9607,0.9772,0.0224,30.0,2577.3608,256.7208,-256.7208,3.0,3.0,-0.021,6.3307,High,Increase inventory protection,Supplier Disruption,0.2318607008465063,Low exposure
P01991,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.988,0.208,208.75,633.36,464.4,11610.0,30.0,34.512,0.9674,0.0324,21.0,1744.8864,226.9064,-226.9064,6.0,6.0,-0.031,5.702,Severe,Immediate contingency planning,Combined Stress,0.23184505115408724,Low exposure
P01650,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.08,0.24,1351.9,3440.4,3187.2,79680.0,30.0,26.785,0.99,0.01,0.0,6084.9149,285.1549,-285.1549,0.0,0.0,-0.01,-2.435,Low,Current policy remains resilient,Demand Surge,0.2318432257198844,Low exposure
P00353,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.364,0.052,368.75,1113.84,816.0,20400.0,30.0,33.4698,0.969,0.031,0.0,2174.7916,282.8116,-282.8116,0.0,0.0,-0.031,5.5298,Low,Current policy remains resilient,Combined Stress,0.23178699056197757,Low exposure
P00026,Office Supplies,Trending,Medium,Supplier,1.0,0.325,0.1625,1182.2,5122.0,10279.0,246696.0,24.0,22.6544,0.9752,0.0278,1060.0,24357.7166,2426.1766,-2426.1766,101.0,101.0,-0.021,5.5244,High,Increase inventory protection,Supplier Disruption,0.23178548414136088,Low exposure
P00508,Accessories,Volatile,Low,Demand Volatility,1.2,0.728,0.1625,1183.75,7993.44,15036.0,240576.0,20.0,29.5766,0.9649,0.0378,1167.0,25940.3768,3373.3068,-3373.3068,325.0,325.0,-0.031,4.8866,Severe,Immediate contingency planning,Combined Stress,0.23177002961426046,Low exposure
P01447,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.41,0.3529,1069.2,2781.6,3927.6,66769.2,21.0,31.5975,0.99,0.01,0.0,5706.407,267.417,-267.417,0.0,0.0,-0.01,-2.8725,Low,Current policy remains resilient,Demand Surge,0.23141754671701004,Low exposure
P00505,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.65,0.3529,534.6,1352.4,1869.6,31783.2,21.0,31.5792,0.9883,0.0114,54.0,3399.9085,159.3285,-159.3285,11.0,11.0,-0.01,-2.8708,Severe,Immediate contingency planning,Demand Surge,0.23138970558810806,Low exposure
P00384,Accessories,Volatile,Low,Supplier,1.0,1.794,0.4875,878.6,5363.8,10086.0,161376.0,16.0,32.7451,0.9639,0.0388,2724.0,40145.7952,3998.7652,-3998.7652,259.0,259.0,-0.021,7.9851,High,Increase inventory protection,Supplier Disruption,0.23138337378692925,Low exposure
P01269,Personal Care,Seasonal,Low,Supplier,1.2,0.325,0.0812,811.25,5464.68,14679.6,234873.6,20.0,29.4208,0.9647,0.0351,1179.0,25591.6708,3327.9608,-3327.9608,328.0,328.0,-0.031,4.8608,Severe,Immediate contingency planning,Combined Stress,0.23138164831319302,Low exposure
P01590,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.6,0.12,1196.8,3195.6,3064.8,76620.0,30.0,25.1625,0.99,0.01,0.0,5559.5447,260.5347,-260.5347,0.0,0.0,-0.01,-2.2875,Low,Current policy remains resilient,Demand Surge,0.2312523833886858,Low exposure
P01917,Accessories,Trending,Low,Demand Volatility,1.2,0.65,0.2708,520.0,2995.2,6368.4,152841.6,29.0,20.3526,0.9608,0.042,1459.0,19703.9925,2562.3225,-2562.3225,406.0,406.0,-0.031,3.3626,Severe,Immediate contingency planning,Combined Stress,0.23120360626092856,Low exposure
P01271,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.456,0.312,317.5,939.12,676.8,16920.0,30.0,33.9849,0.969,0.031,0.0,1943.9187,252.7887,-252.7887,0.0,0.0,-0.031,5.6149,Low,Current policy remains resilient,Combined Stress,0.2310664927502075,Low exposure
P00326,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.689,0.1529,248.75,744.12,812.4,13810.8,21.0,43.125,0.9685,0.0324,7.0,1791.1414,232.9214,-232.9214,2.0,2.0,-0.031,7.125,Severe,Immediate contingency planning,Combined Stress,0.23105627480646096,Low exposure
P00799,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.572,0.156,469.2,1245.4,892.0,22300.0,25.0,36.5142,0.979,0.021,0.0,2517.2538,250.7338,-250.7338,0.0,0.0,-0.021,8.9042,Low,Current policy remains resilient,Supplier Disruption,0.23101717869482288,Low exposure
P00758,Personal Care,Trending,Low,Demand Volatility,1.2,0.325,0.1625,830.0,4818.84,15405.6,246489.6,20.0,30.2833,0.9651,0.0351,1131.0,26422.135,3435.955,-3435.955,315.0,315.0,-0.031,5.0033,Severe,Immediate contingency planning,Combined Stress,0.23094066341875535,Low exposure
P01057,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.59,0.1176,970.2,2428.8,3333.6,56671.2,21.0,32.4683,0.99,0.01,0.0,5034.5626,235.9326,-235.9326,0.0,0.0,-0.01,-2.9517,Low,Current policy remains resilient,Demand Surge,0.2306619754262655,Low exposure
P00583,Personal Care,Seasonal,Low,Supplier,1.2,0.0,0.0,672.5,4528.68,8109.6,194630.4,29.0,21.1911,0.963,0.0378,1374.0,21240.4439,2762.1239,-2762.1239,383.0,383.0,-0.031,3.5011,Severe,Immediate contingency planning,Combined Stress,0.23063302087294685,Low exposure
P01802,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.04,0.28,1080.2,2710.8,2485.2,62130.0,30.0,27.2067,0.99,0.01,0.0,4954.2909,232.1709,-232.1709,0.0,0.0,-0.01,-2.4733,Low,Current policy remains resilient,Demand Surge,0.23057170111503855,Low exposure
P00728,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.84,0.2,370.7,966.0,910.8,22770.0,30.0,27.1425,0.9877,0.0114,53.0,2669.3108,125.0908,-125.0908,11.0,11.0,-0.01,-2.4675,Severe,Immediate contingency planning,Demand Surge,0.23056805984668932,Low exposure
P00187,Accessories,Trending,Low,Demand Volatility,1.0,0.156,0.1625,863.65,4509.7,9595.0,230280.0,24.0,23.3553,0.9686,0.0333,2681.0,40154.1027,3999.5927,-3999.5927,255.0,255.0,-0.021,5.6953,High,Increase inventory protection,Supplier Disruption,0.23047010638752058,Low exposure
P01619,Personal Care,Seasonal,Low,Supplier,1.2,0.156,0.0812,851.25,5733.0,15397.2,246355.2,20.0,30.1875,0.9651,0.0365,1128.0,26332.878,3424.348,-3424.348,314.0,314.0,-0.031,4.9875,Severe,Immediate contingency planning,Combined Stress,0.23042883394733682,Low exposure
P00960,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.78,0.26,355.35,977.6,718.0,17950.0,25.0,37.2151,0.979,0.021,0.0,2190.73,218.21,-218.21,0.0,0.0,-0.021,9.0751,Low,Current policy remains resilient,Supplier Disruption,0.2302366635969993,Low exposure
P00353,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.364,0.052,339.25,928.2,680.0,17000.0,25.0,36.9506,0.979,0.021,0.0,2101.2803,209.3003,-209.3003,0.0,0.0,-0.021,9.0106,Low,Current policy remains resilient,Supplier Disruption,0.23002284616585414,Low exposure
P00092,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.4,0.12,921.8,2394.0,2252.4,56310.0,30.0,26.0883,0.99,0.01,0.0,4390.8464,205.7664,-205.7664,0.0,0.0,-0.01,-2.3717,Low,Current policy remains resilient,Demand Surge,0.22993803866168183,Low exposure
P00895,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.234,0.0764,221.25,655.2,710.4,12076.8,21.0,41.5677,0.9689,0.0324,1.0,1548.7737,201.4037,-201.4037,0.0,0.0,-0.031,6.8677,Low,Current policy remains resilient,Combined Stress,0.22983334138715442,Low exposure
P01881,Office Supplies,Stable,Low,Supplier,1.2,0.0,0.0,952.5,6598.8,16646.4,399513.6,29.0,20.3646,0.9667,0.0351,1060.0,27554.5904,3583.2204,-3583.2204,295.0,295.0,-0.031,3.3646,Severe,Immediate contingency planning,Combined Stress,0.22980914913215145,Low exposure
P01573,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.923,0.1529,213.75,639.6,697.2,11852.4,21.0,42.0708,0.969,0.031,0.0,1531.7155,199.1855,-199.1855,0.0,0.0,-0.031,6.9508,Low,Current policy remains resilient,Combined Stress,0.2297801084134554,Low exposure
P01862,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.6,0.16,643.5,1675.2,1576.8,39420.0,30.0,25.5933,0.9895,0.0114,20.0,3390.0254,158.8654,-158.8654,4.0,4.0,-0.01,-2.3267,Severe,Immediate contingency planning,Demand Surge,0.22974562153592507,Low exposure
P01135,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.45,0.3061,680.9,1803.6,859.2,42100.8,59.0,17.2242,0.9896,0.0114,18.0,3315.0309,155.3509,-155.3509,4.0,4.0,-0.01,-1.5658,Severe,Immediate contingency planning,Demand Surge,0.22966127959828858,Low exposure
P01991,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.988,0.208,192.05,527.8,387.0,9675.0,25.0,38.1012,0.9774,0.0224,17.0,1685.9065,167.9265,-167.9265,2.0,2.0,-0.021,9.2912,High,Increase inventory protection,Supplier Disruption,0.22949650931990853,Low exposure
P01271,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.456,0.312,292.1,782.6,564.0,14100.0,25.0,37.5193,0.979,0.021,0.0,1878.2113,187.0813,-187.0813,0.0,0.0,-0.021,9.1493,Low,Current policy remains resilient,Supplier Disruption,0.22948962849268734,Low exposure
P01156,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.0,0.2,837.1,2160.0,2022.0,50550.0,30.0,25.4833,0.99,0.01,0.0,3932.0249,184.2649,-184.2649,0.0,0.0,-0.01,-2.3167,Low,Current policy remains resilient,Demand Surge,0.22942203975085795,Low exposure
P00400,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.63,0.1224,292.6,786.0,378.0,18522.0,59.0,17.9942,0.9882,0.0114,34.0,2434.7381,114.0981,-114.0981,7.0,7.0,-0.01,-1.6358,Severe,Immediate contingency planning,Demand Surge,0.22937112803662466,Low exposure
P00326,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.689,0.1529,228.85,620.1,677.0,11509.0,17.0,47.61,0.9785,0.0224,6.0,1730.5981,172.3781,-172.3781,1.0,1.0,-0.021,11.61,High,Increase inventory protection,Supplier Disruption,0.22937005854808565,Low exposure
P01777,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.36,0.08,754.6,1982.4,1880.4,47010.0,30.0,26.2625,0.99,0.01,0.0,3795.9899,177.8899,-177.8899,0.0,0.0,-0.01,-2.3875,Low,Current policy remains resilient,Demand Surge,0.22926905074746273,Low exposure
P01104,Accessories,Volatile,Medium,Supplier,1.0,0.273,0.1083,1228.2,6165.9,7349.0,176376.0,24.0,26.0532,0.9733,0.0265,1122.0,22658.9157,2256.9657,-2256.9657,107.0,107.0,-0.021,6.3532,High,Increase inventory protection,Supplier Disruption,0.22912440338100035,Low exposure
P01689,Personal Care,Trending,Low,Demand Volatility,1.2,0.0,0.0,776.25,4503.72,9595.2,230284.8,29.0,21.3828,0.9642,0.0378,1297.0,22388.831,2911.461,-2911.461,361.0,361.0,-0.031,3.5328,Severe,Immediate contingency planning,Combined Stress,0.2290846608267451,Low exposure
P01788,Personal Care,Trending,Low,Supplier,1.2,0.31,0.1875,936.1,4743.6,19705.2,315283.2,20.0,22.5225,0.9831,0.0196,2300.0,38383.9094,1798.7694,-1798.7694,475.0,475.0,-0.01,-2.0475,Severe,Immediate contingency planning,Demand Surge,0.22897607197476855,Low exposure
P01819,Personal Care,Trending,Low,Demand Volatility,1.2,0.078,0.0542,980.0,5689.32,6063.6,291052.8,58.0,12.5542,0.965,0.0365,1367.0,20828.8844,2708.6044,-2708.6044,381.0,381.0,-0.031,2.0742,Severe,Immediate contingency planning,Combined Stress,0.2288820822058127,Low exposure
P00170,Personal Care,Trending,Low,Supplier,1.2,0.104,0.0542,602.5,3499.08,3729.6,179020.8,58.0,12.7219,0.962,0.0392,1471.0,18633.7815,2423.1515,-2423.1515,410.0,410.0,-0.031,2.1019,Severe,Immediate contingency planning,Combined Stress,0.22879686829701074,Low exposure
P01574,Accessories,Trending,Low,Supplier,1.0,0.169,0.1106,707.25,3689.4,3923.0,184381.0,47.0,13.1721,0.965,0.0388,2961.0,36856.3239,3671.1139,-3671.1139,281.0,281.0,-0.021,3.2121,High,Increase inventory protection,Supplier Disruption,0.22865250061756776,Low exposure
P00895,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.234,0.0764,203.55,546.0,592.0,10064.0,17.0,45.8907,0.9789,0.0224,1.0,1496.4228,149.0528,-149.0528,0.0,0.0,-0.021,11.1907,Low,Current policy remains resilient,Supplier Disruption,0.2285770100902379,Low exposure
P00597,Office Supplies,Trending,Low,Supplier,1.0,0.156,0.0542,1491.55,7833.8,16689.0,400536.0,24.0,23.4611,0.9742,0.0278,2154.0,44231.4958,4405.7258,-4405.7258,205.0,205.0,-0.021,5.7211,High,Increase inventory protection,Supplier Disruption,0.22855252557506017,Low exposure
P01573,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.923,0.1529,196.65,533.0,581.0,9877.0,17.0,46.4462,0.979,0.021,0.0,1479.9411,147.4111,-147.4111,0.0,0.0,-0.021,11.3262,Low,Current policy remains resilient,Supplier Disruption,0.22853761212210083,Low exposure
P00760,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.65,0.1765,528.0,1377.6,1951.2,33170.4,21.0,32.0192,0.99,0.01,0.0,3093.6148,144.9748,-144.9748,0.0,0.0,-0.01,-2.9108,Low,Current policy remains resilient,Demand Surge,0.22847914512461506,Low exposure
P01551,Accessories,Trending,Low,Supplier,1.2,0.15,0.0851,713.9,3589.2,4959.6,233101.2,57.0,9.7167,0.98,0.0237,2525.0,28385.0363,1330.1963,-1330.1963,521.0,521.0,-0.01,-0.8833,Severe,Immediate contingency planning,Demand Surge,0.22846207452157608,Low exposure
P00815,Accessories,Trending,Low,Supplier,1.2,0.221,0.1083,823.75,4743.96,10088.4,242121.6,29.0,21.7062,0.9645,0.0365,1265.0,22859.3358,2972.6458,-2972.6458,352.0,352.0,-0.031,3.5862,Severe,Immediate contingency planning,Combined Stress,0.22845345704854453,Low exposure
P00532,Accessories,Volatile,Medium,Supplier,1.2,0.494,0.1625,1203.75,6651.84,11883.6,190137.6,20.0,32.6552,0.9673,0.0324,370.0,17320.444,2252.364,-2252.364,103.0,103.0,-0.031,5.3952,Severe,Immediate contingency planning,Combined Stress,0.22808084454673155,Low exposure
P01991,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.76,0.16,183.7,487.2,464.4,11610.0,30.0,26.4092,0.9884,0.0114,19.0,1592.614,74.634,-74.634,4.0,4.0,-0.01,-2.4008,Severe,Immediate contingency planning,Demand Surge,0.22772421323151973,Low exposure
