product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario
P00697,Home Appliances,Stable,Low,Demand Volatility,1.2,0.04,0.0417,39.6,236.4,772.8,18547.2,29.0,15.4183,0.9862,0.0141,74.0,2006.1221,94.0121,-94.0121,15.0,15.0,-0.01,-1.4017,Severe,Immediate contingency planning,Demand Surge
P00698,Personal Care,Trending,Low,Demand Volatility,1.2,0.12,0.0417,250.8,1272.0,3523.2,84556.8,29.0,15.675,0.9843,0.0182,510.0,8390.9832,393.2232,-393.2232,105.0,105.0,-0.01,-1.425,Severe,Immediate contingency planning,Demand Surge
P00699,Electronics,Seasonal,Low,Supplier,1.2,0.0,0.0,23.1,135.6,475.2,7603.2,20.0,22.8158,0.9838,0.0182,50.0,1298.3857,60.8457,-60.8457,10.0,10.0,-0.01,-2.0742,Severe,Immediate contingency planning,Demand Surge
P00700,Personal Care,Stable,Low,Demand Volatility,1.2,0.0,0.0,180.4,1094.4,1794.0,86112.0,58.0,8.8,0.9848,0.0182,474.0,7211.3422,337.9422,-337.9422,98.0,98.0,-0.01,-0.8,Severe,Immediate contingency planning,Demand Surge
P00701,Personal Care,Seasonal,Low,Supplier,1.2,0.19,0.125,369.6,2180.4,7614.0,121824.0,20.0,22.9258,0.9814,0.0196,1115.0,17105.0888,801.5888,-801.5888,230.0,230.0,-0.01,-2.0842,Severe,Immediate contingency planning,Demand Surge
P00702,Electronics,Seasonal,Low,Supplier,1.2,0.19,0.125,23.1,132.0,458.4,7334.4,20.0,22.7058,0.9869,0.0141,24.0,1060.6655,49.7055,-49.7055,5.0,5.0,-0.01,-2.0642,Severe,Immediate contingency planning,Demand Surge
P00703,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.38,0.125,9.9,57.6,140.4,2246.4,20.0,22.9717,0.9726,0.0278,42.0,902.3882,42.2883,-42.2883,9.0,9.0,-0.01,-2.0883,Severe,Immediate contingency planning,Demand Surge
P00704,Electronics,Seasonal,Low,Supplier,1.2,0.25,0.125,71.5,415.2,1447.2,23155.2,20.0,22.8708,0.9821,0.0196,195.0,3448.4849,161.6049,-161.6049,40.0,40.0,-0.01,-2.0792,Severe,Immediate contingency planning,Demand Surge
P00705,Electronics,Seasonal,Low,Demand Volatility,1.2,0.21,0.0833,78.1,450.0,1041.6,24998.4,29.0,15.8125,0.9835,0.0182,174.0,3124.4918,146.4218,-146.4218,36.0,36.0,-0.01,-1.4375,Severe,Immediate contingency planning,Demand Surge
P00706,Accessories,Stable,Low,Supplier,1.2,0.0,0.0,174.9,1051.2,5160.0,82560.0,20.0,22.6508,0.9896,0.0114,35.0,5668.658,265.648,-265.648,7.0,7.0,-0.01,-2.0592,Severe,Immediate contingency planning,Demand Surge
P00707,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.54,0.1667,31.9,183.6,423.6,10166.4,29.0,15.8033,0.9791,0.0223,118.0,2041.4056,95.6656,-95.6656,24.0,24.0,-0.01,-1.4367,Severe,Immediate contingency planning,Demand Surge
P00708,Accessories,Trending,Low,Demand Volatility,1.2,0.12,0.125,39.6,198.0,819.6,13113.6,20.0,22.2292,0.9845,0.0196,77.0,1832.2961,85.8661,-85.8661,16.0,16.0,-0.01,-2.0208,Severe,Immediate contingency planning,Demand Surge
P00709,Home Appliances,Seasonal,Low,Supplier,1.2,0.38,0.125,57.2,331.2,1149.6,18393.6,20.0,23.3383,0.9826,0.0182,145.0,2763.6834,129.5134,-129.5134,30.0,30.0,-0.01,-2.1217,Severe,Immediate contingency planning,Demand Surge
P00710,Office Supplies,Trending,Low,Supplier,1.2,0.0,0.0,1333.2,6766.8,28128.0,450048.0,20.0,22.7242,0.9859,0.0196,1949.0,43746.8507,2050.0907,-2050.0907,402.0,402.0,-0.01,-2.0658,Severe,Immediate contingency planning,Demand Surge
P00711,Office Supplies,Stable,Low,Supplier,1.2,0.04,0.0417,181.5,1099.2,3606.0,86544.0,29.0,15.235,0.9864,0.0155,328.0,6849.9567,321.0067,-321.0067,68.0,68.0,-0.01,-1.385,Severe,Immediate contingency planning,Demand Surge
P00712,Personal Care,Stable,Low,Demand Volatility,1.2,0.19,0.125,118.8,720.0,3540.0,56640.0,20.0,21.5233,0.9848,0.0182,316.0,6282.7772,294.4272,-294.4272,65.0,65.0,-0.01,-1.9567,Severe,Immediate contingency planning,Demand Surge
P00713,Personal Care,Stable,Low,Demand Volatility,1.2,0.06,0.0417,442.2,2667.6,4371.6,209836.8,58.0,8.8,0.9882,0.0141,406.0,9530.4726,446.6226,-446.6226,84.0,84.0,-0.01,-0.8,Severe,Immediate contingency planning,Demand Surge
P00714,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.31,0.0625,75.9,446.4,1090.8,17452.8,20.0,24.2642,0.9876,0.0141,45.0,1918.6426,89.9126,-89.9126,9.0,9.0,-0.01,-2.2058,Severe,Immediate contingency planning,Demand Surge
P00715,Home Appliances,Volatile,Medium,Supplier,1.2,0.62,0.1875,16.5,78.0,181.2,2899.2,20.0,22.9075,0.9826,0.0182,23.0,784.1262,36.7462,-36.7462,5.0,5.0,-0.01,-2.0825,Severe,Immediate contingency planning,Demand Surge
P00716,Accessories,Volatile,Low,Demand Volatility,1.2,1.08,0.25,704.0,4149.6,6762.0,162288.0,29.0,17.875,0.9881,0.0127,329.0,11052.7715,517.9615,-517.9615,68.0,68.0,-0.01,-1.625,Severe,Immediate contingency planning,Demand Surge
P00717,Accessories,Trending,Low,Demand Volatility,1.2,0.0,0.0,282.7,1423.2,3934.8,94435.2,29.0,16.4175,0.9857,0.0155,435.0,8355.941,391.581,-391.581,90.0,90.0,-0.01,-1.4925,Severe,Immediate contingency planning,Demand Surge
P00718,Accessories,Volatile,Low,Supplier,1.2,0.5,0.125,434.5,2550.0,4153.2,99676.8,29.0,17.2975,0.9809,0.0196,961.0,13202.451,618.701,-618.701,198.0,198.0,-0.01,-1.5725,Severe,Immediate contingency planning,Demand Surge
P00719,Electronics,Volatile,Medium,Supplier,1.2,0.38,0.125,113.3,543.6,1258.8,20140.8,20.0,24.8783,0.99,0.01,0.0,1747.6704,81.9004,-81.9004,0.0,0.0,-0.01,-2.2617,Low,Current policy remains resilient,Demand Surge
P00720,Office Supplies,Trending,Low,Demand Volatility,1.2,0.17,0.125,1327.7,6733.2,18652.8,447667.2,29.0,15.7208,0.9838,0.021,2972.0,44023.4005,2063.0505,-2063.0505,613.0,613.0,-0.01,-1.4292,Severe,Immediate contingency planning,Demand Surge
P00721,Accessories,Volatile,Low,Supplier,1.2,0.12,0.0625,468.6,2769.6,6776.4,108422.4,20.0,25.2725,0.9892,0.0114,97.0,8487.9577,397.7677,-397.7677,20.0,20.0,-0.01,-2.2975,Severe,Immediate contingency planning,Demand Surge
P00722,Electronics,Trending,Low,Supplier,1.2,0.12,0.0625,88.0,440.4,1820.4,29126.4,20.0,22.7333,0.987,0.0141,93.0,2950.6973,138.2773,-138.2773,19.0,19.0,-0.01,-2.0667,Severe,Immediate contingency planning,Demand Surge
P00723,Electronics,Volatile,Low,Demand Volatility,1.2,0.69,0.25,49.5,285.6,694.8,11116.8,20.0,23.5675,0.9861,0.0155,47.0,1502.2493,70.3993,-70.3993,10.0,10.0,-0.01,-2.1425,Severe,Immediate contingency planning,Demand Surge
P00724,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.12,0.2449,2087.8,5490.0,2604.0,127596.0,59.0,18.6267,0.985,0.0141,660.0,12950.8399,606.9099,-606.9099,136.0,136.0,-0.01,-1.6933,Severe,Immediate contingency planning,Demand Surge
P00725,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.0,0.0,426.8,2515.2,5856.0,140544.0,29.0,16.6375,0.9818,0.0223,1225.0,17023.9462,797.7862,-797.7862,253.0,253.0,-0.01,-1.5125,Severe,Immediate contingency planning,Demand Surge
P00726,Accessories,Stable,Low,Demand Volatility,1.2,0.06,0.0625,426.8,2568.0,12616.8,201868.8,20.0,22.5775,0.99,0.01,0.0,12492.6059,585.4359,-585.4359,0.0,0.0,-0.01,-2.0525,Low,Current policy remains resilient,Demand Surge
P00727,Electronics,Seasonal,Low,Demand Volatility,1.2,0.25,0.0625,74.8,430.8,1495.2,23923.2,20.0,22.495,0.985,0.0168,129.0,2915.1935,136.6135,-136.6135,27.0,27.0,-0.01,-2.045,Severe,Immediate contingency planning,Demand Surge
P00728,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.84,0.2,370.7,966.0,910.8,22770.0,30.0,27.1425,0.9877,0.0114,53.0,2669.3108,125.0908,-125.0908,11.0,11.0,-0.01,-2.4675,Severe,Immediate contingency planning,Demand Surge
P00729,Electronics,Volatile,Low,Demand Volatility,1.2,0.38,0.125,107.8,628.8,1532.4,24518.4,20.0,22.7792,0.9793,0.0223,280.0,4229.044,198.184,-198.184,58.0,58.0,-0.01,-2.0708,Severe,Immediate contingency planning,Demand Surge
P00730,Electronics,Stable,Low,Demand Volatility,1.2,0.0,0.0,48.4,283.2,1383.6,22137.6,20.0,22.1375,0.9899,0.0114,3.0,1738.4272,81.4672,-81.4672,1.0,1.0,-0.01,-2.0125,Severe,Immediate contingency planning,Demand Surge
P00731,Electronics,Trending,Low,Demand Volatility,1.2,0.25,0.125,73.7,370.8,1023.6,24566.4,29.0,16.1883,0.9816,0.0182,220.0,3519.4191,164.9291,-164.9291,45.0,45.0,-0.01,-1.4717,Severe,Immediate contingency planning,Demand Surge
P00732,Accessories,Stable,Low,Supplier,1.2,0.04,0.0417,110.0,661.2,2167.2,52012.8,29.0,15.4092,0.9816,0.0223,467.0,6645.4636,311.4236,-311.4236,96.0,96.0,-0.01,-1.4008,Severe,Immediate contingency planning,Demand Surge
P00733,Office Supplies,Stable,Low,Demand Volatility,1.2,0.02,0.0208,745.8,4519.2,7412.4,355795.2,58.0,8.8275,0.9863,0.0155,1401.0,21243.8624,995.5424,-995.5424,289.0,289.0,-0.01,-0.8025,Severe,Immediate contingency planning,Demand Surge
P00734,Personal Care,Trending,Low,Demand Volatility,1.2,0.0,0.0,801.9,4074.0,16938.0,271008.0,20.0,23.2375,0.9893,0.0127,213.0,18878.5476,884.6976,-884.6976,44.0,44.0,-0.01,-2.1125,Severe,Immediate contingency planning,Demand Surge
P00735,Home Appliances,Volatile,Medium,Supplier,1.2,0.81,0.25,51.7,244.8,566.4,9062.4,20.0,24.7317,0.9828,0.0196,69.0,1590.4422,74.5322,-74.5322,14.0,14.0,-0.01,-2.2483,Severe,Immediate contingency planning,Demand Surge
P00736,Accessories,Trending,Low,Demand Volatility,1.2,0.0,0.0,811.8,4077.6,16896.0,270336.0,20.0,21.78,0.9837,0.0182,1814.0,31128.9324,1458.7824,-1458.7824,374.0,374.0,-0.01,-1.98,Severe,Immediate contingency planning,Demand Surge
P00737,Home Appliances,Volatile,Medium,Supplier,1.2,1.38,0.375,17.6,82.8,192.0,3072.0,20.0,22.7975,0.98,0.0223,33.0,878.1735,41.1535,-41.1535,7.0,7.0,-0.01,-2.0725,Severe,Immediate contingency planning,Demand Surge
P00738,Accessories,Volatile,Medium,Supplier,1.2,0.56,0.125,253.0,1225.2,2846.4,45542.4,20.0,24.695,0.9847,0.0155,258.0,5550.5008,260.1108,-260.1108,53.0,53.0,-0.01,-2.245,Severe,Immediate contingency planning,Demand Surge
P00739,Home Appliances,Seasonal,Low,Supplier,1.2,0.29,0.125,47.3,274.8,638.4,15321.6,29.0,15.9225,0.9864,0.0182,59.0,1769.4616,82.9216,-82.9216,12.0,12.0,-0.01,-1.4475,Severe,Immediate contingency planning,Demand Surge
P00740,Home Appliances,Stable,Low,Demand Volatility,1.2,0.17,0.0833,34.1,202.8,663.6,15926.4,29.0,15.5467,0.9867,0.0168,55.0,1747.1038,81.8738,-81.8738,11.0,11.0,-0.01,-1.4133,Severe,Immediate contingency planning,Demand Surge
P00741,Personal Care,Trending,Low,Supplier,1.2,0.0,0.0,621.5,3154.8,8743.2,209836.8,29.0,16.8942,0.9885,0.0114,333.0,12791.8282,599.4582,-599.4582,69.0,69.0,-0.01,-1.5358,Severe,Immediate contingency planning,Demand Surge
P00742,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.56,0.1875,9.9,56.4,135.6,2169.6,20.0,23.6683,0.9813,0.0168,20.0,723.9355,33.9255,-33.9255,4.0,4.0,-0.01,-2.1517,Severe,Immediate contingency planning,Demand Surge
P00743,Office Supplies,Trending,Low,Supplier,1.2,0.17,0.125,1564.2,7915.2,21914.4,525945.6,29.0,16.115,0.9894,0.0114,328.0,25811.3256,1209.5855,-1209.5855,68.0,68.0,-0.01,-1.465,Severe,Immediate contingency planning,Demand Surge
P00744,Personal Care,Trending,Low,Supplier,1.2,0.21,0.1667,101.2,513.6,1424.4,34185.6,29.0,15.4733,0.9818,0.0223,300.0,4528.665,212.225,-212.225,62.0,62.0,-0.01,-1.4067,Severe,Immediate contingency planning,Demand Surge
P00745,Electronics,Volatile,Low,Supplier,1.2,0.12,0.0625,23.1,135.6,331.2,5299.2,20.0,25.6392,0.9873,0.0141,15.0,905.6302,42.4402,-42.4402,3.0,3.0,-0.01,-2.3308,Severe,Immediate contingency planning,Demand Surge
P00746,Accessories,Volatile,Low,Supplier,1.2,0.0,0.0,58.3,345.6,847.2,13555.2,20.0,24.3833,0.9876,0.0141,35.0,1588.5433,74.4433,-74.4433,7.0,7.0,-0.01,-2.2167,Severe,Immediate contingency planning,Demand Surge
P00747,Home Appliances,Stable,Low,Supplier,1.2,0.04,0.0417,34.1,201.6,656.4,15753.6,29.0,15.6383,0.9886,0.0127,24.0,1481.3709,69.4209,-69.4209,5.0,5.0,-0.01,-1.4217,Severe,Immediate contingency planning,Demand Surge
P00748,Personal Care,Trending,Low,Demand Volatility,1.2,0.21,0.0833,878.9,4459.2,12356.4,296553.6,29.0,15.29,0.978,0.0264,3790.0,44203.0703,2071.4703,-2071.4703,782.0,782.0,-0.01,-1.39,Severe,Immediate contingency planning,Demand Surge
P00749,Accessories,Volatile,Low,Supplier,1.2,0.0,0.0,735.9,4345.2,10628.4,170054.4,20.0,23.2742,0.9874,0.0141,479.0,14893.991,697.971,-697.971,99.0,99.0,-0.01,-2.1158,Severe,Immediate contingency planning,Demand Surge
P00750,Personal Care,Seasonal,Low,Supplier,1.2,0.17,0.0851,689.7,4069.2,4738.8,222723.6,57.0,9.24,0.9707,0.0305,4668.0,45675.6702,2140.4802,-2140.4802,963.0,963.0,-0.01,-0.84,Severe,Immediate contingency planning,Demand Surge
P00751,Electronics,Trending,Low,Demand Volatility,1.2,0.12,0.0625,7.7,37.2,150.0,2400.0,20.0,23.8333,0.99,0.01,0.0,571.0719,26.7619,-26.7619,0.0,0.0,-0.01,-2.1667,Low,Current policy remains resilient,Demand Surge
P00752,Accessories,Stable,Low,Demand Volatility,1.2,0.19,0.125,266.2,1599.6,7851.6,125625.6,20.0,22.4583,0.9852,0.0168,636.0,13192.9351,618.2551,-618.2551,131.0,131.0,-0.01,-2.0417,Severe,Immediate contingency planning,Demand Surge
P00753,Personal Care,Trending,Low,Supplier,1.2,0.06,0.0625,475.2,2404.8,9986.4,159782.4,20.0,22.6692,0.984,0.0168,1024.0,18546.9795,869.1595,-869.1595,211.0,211.0,-0.01,-2.0608,Severe,Immediate contingency planning,Demand Surge
P00754,Home Appliances,Stable,Low,Supplier,1.2,0.12,0.0625,30.8,180.0,880.8,14092.8,20.0,22.3117,0.9857,0.0141,64.0,1787.4023,83.7623,-83.7623,13.0,13.0,-0.01,-2.0283,Severe,Immediate contingency planning,Demand Surge
P00755,Electronics,Stable,Low,Demand Volatility,1.2,0.0,0.0,7.7,45.6,223.2,3571.2,20.0,22.6325,0.989,0.0114,4.0,664.794,31.154,-31.154,1.0,1.0,-0.01,-2.0575,Severe,Immediate contingency planning,Demand Surge
P00756,Office Supplies,Stable,Low,Supplier,1.2,0.0,0.0,644.6,3914.4,19267.2,308275.2,20.0,22.5775,0.9868,0.0155,1041.0,27527.5734,1290.0134,-1290.0134,215.0,215.0,-0.01,-2.0525,Severe,Immediate contingency planning,Demand Surge
P00757,Personal Care,Stable,Low,Supplier,1.2,0.12,0.0833,295.9,1790.4,5869.2,140860.8,29.0,15.2442,0.9869,0.0168,466.0,10200.8062,478.0362,-478.0362,96.0,96.0,-0.01,-1.3858,Severe,Immediate contingency planning,Demand Surge
P00758,Personal Care,Trending,Low,Demand Volatility,1.2,0.25,0.125,730.4,3706.8,15405.6,246489.6,20.0,23.1733,0.9861,0.0141,1028.0,24116.3338,1130.1538,-1130.1538,212.0,212.0,-0.01,-2.1067,Severe,Immediate contingency planning,Demand Surge
P00759,Accessories,Volatile,Low,Supplier,1.2,0.62,0.125,564.3,3319.2,8109.6,129753.6,20.0,22.605,0.9859,0.0196,563.0,12880.189,603.599,-603.599,116.0,116.0,-0.01,-2.055,Severe,Immediate contingency planning,Demand Surge
P00760,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.65,0.1765,528.0,1377.6,1951.2,33170.4,21.0,32.0192,0.99,0.01,0.0,3093.6148,144.9748,-144.9748,0.0,0.0,-0.01,-2.9108,Low,Current policy remains resilient,Demand Surge
P00761,Electronics,Volatile,Low,Demand Volatility,1.2,0.38,0.1042,73.7,430.8,350.4,16819.2,58.0,10.1658,0.9732,0.0305,301.0,4220.168,197.768,-197.768,62.0,62.0,-0.01,-0.9242,Severe,Immediate contingency planning,Demand Surge
P00762,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.12,0.0625,26.4,153.6,375.6,6009.6,20.0,23.5125,0.9878,0.0141,14.0,909.8373,42.6373,-42.6373,3.0,3.0,-0.01,-2.1375,Severe,Immediate contingency planning,Demand Surge
P00763,Electronics,Seasonal,Low,Demand Volatility,1.2,0.31,0.125,72.6,420.0,1460.4,23366.4,20.0,23.2467,0.9865,0.0155,88.0,2593.6239,121.5439,-121.5439,18.0,18.0,-0.01,-2.1133,Severe,Immediate contingency planning,Demand Surge
P00764,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.73,0.1429,1648.9,4248.0,1986.0,97314.0,59.0,18.7733,0.9824,0.0141,774.0,12468.8317,584.3217,-584.3217,160.0,160.0,-0.01,-1.7067,Severe,Immediate contingency planning,Demand Surge
P00765,Electronics,Seasonal,Low,Demand Volatility,1.2,0.25,0.0625,17.6,99.6,342.0,5472.0,20.0,23.8333,0.9835,0.0168,38.0,1080.1171,50.6171,-50.6171,8.0,8.0,-0.01,-2.1667,Severe,Immediate contingency planning,Demand Surge
P00766,Personal Care,Trending,Low,Supplier,1.2,0.0,0.0,911.9,4629.6,19244.4,307910.4,20.0,23.2375,0.99,0.01,0.0,19376.2303,908.0203,-908.0203,0.0,0.0,-0.01,-2.1125,Low,Current policy remains resilient,Demand Surge
P00767,Office Supplies,Stable,Low,Supplier,1.2,0.04,0.0417,502.7,3048.0,9998.4,239961.6,29.0,15.1067,0.9871,0.0141,753.0,16506.1405,773.5205,-773.5205,155.0,155.0,-0.01,-1.3733,Severe,Immediate contingency planning,Demand Surge
P00768,Accessories,Volatile,Low,Supplier,1.2,0.0,0.0,119.9,706.8,1728.0,27648.0,20.0,22.605,0.9745,0.0278,457.0,5884.4296,275.7596,-275.7596,94.0,94.0,-0.01,-2.055,Severe,Immediate contingency planning,Demand Surge
P00769,Home Appliances,Seasonal,Medium,Supplier,1.2,0.0,0.0,69.3,327.6,721.2,17308.8,29.0,16.4633,0.9875,0.0127,45.0,1762.002,82.572,-82.572,9.0,9.0,-0.01,-1.4967,Severe,Immediate contingency planning,Demand Surge
P00770,Accessories,Volatile,Medium,Supplier,1.2,0.46,0.1667,402.6,1923.6,2967.6,71222.4,29.0,18.1867,0.9898,0.0114,14.0,4176.8269,195.7369,-195.7369,3.0,3.0,-0.01,-1.6533,Severe,Immediate contingency planning,Demand Surge
P00771,Electronics,Seasonal,Low,Demand Volatility,1.2,0.29,0.0833,66.0,381.6,885.6,21254.4,29.0,16.83,0.9832,0.0168,154.0,2857.2061,133.8961,-133.8961,32.0,32.0,-0.01,-1.53,Severe,Immediate contingency planning,Demand Surge
P00772,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,390.5,2350.8,7698.0,184752.0,29.0,16.1333,0.9894,0.0114,113.0,9471.4465,443.8565,-443.8565,23.0,23.0,-0.01,-1.4667,Severe,Immediate contingency planning,Demand Surge
P00773,Electronics,Stable,Low,Supplier,1.2,0.12,0.0625,57.2,332.4,1621.2,25939.2,20.0,22.6325,0.985,0.0155,139.0,3129.7271,146.6671,-146.6671,29.0,29.0,-0.01,-2.0575,Severe,Immediate contingency planning,Demand Surge
P00774,Home Appliances,Stable,Low,Supplier,1.2,0.12,0.0625,30.8,181.2,884.4,14150.4,20.0,21.8808,0.9871,0.0168,44.0,1607.5646,75.3346,-75.3346,9.0,9.0,-0.01,-1.9892,Severe,Immediate contingency planning,Demand Surge
P00775,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.71,0.3529,1320.0,3478.8,4959.6,84313.2,21.0,33.3117,0.99,0.01,0.0,7449.2197,349.0897,-349.0897,0.0,0.0,-0.01,-3.0283,Low,Current policy remains resilient,Demand Surge
P00776,Electronics,Seasonal,Low,Demand Volatility,1.2,0.0,0.0,62.7,361.2,1256.4,20102.4,20.0,22.7883,0.9804,0.021,205.0,3343.946,156.706,-156.706,42.0,42.0,-0.01,-2.0717,Severe,Immediate contingency planning,Demand Surge
P00777,Electronics,Seasonal,Low,Supplier,1.2,0.44,0.125,15.4,90.0,315.6,5049.6,20.0,21.175,0.9781,0.0237,64.0,1238.4888,58.0388,-58.0388,13.0,13.0,-0.01,-1.925,Severe,Immediate contingency planning,Demand Surge
P00778,Office Supplies,Stable,Low,Demand Volatility,1.2,0.04,0.0417,526.9,3195.6,5241.6,251596.8,58.0,8.855,0.9866,0.0155,902.0,14675.481,687.731,-687.731,186.0,186.0,-0.01,-0.805,Severe,Immediate contingency planning,Demand Surge
P00779,Office Supplies,Trending,Low,Supplier,1.2,0.21,0.125,924.0,4677.6,12952.8,310867.2,29.0,15.9867,0.9845,0.0168,1804.0,28824.4798,1350.7898,-1350.7898,372.0,372.0,-0.01,-1.4533,Severe,Immediate contingency planning,Demand Surge
P00780,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.08,0.0417,124.3,735.6,1716.0,41184.0,29.0,15.7117,0.9817,0.021,363.0,5365.4698,251.4398,-251.4398,75.0,75.0,-0.01,-1.4283,Severe,Immediate contingency planning,Demand Surge
P00781,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.06,0.2353,1153.9,2991.6,4214.4,71644.8,21.0,31.9092,0.9853,0.0127,334.0,8926.5723,418.3223,-418.3223,69.0,69.0,-0.01,-2.9008,Severe,Immediate contingency planning,Demand Surge
P00782,Personal Care,Seasonal,Low,Supplier,1.2,0.12,0.0417,709.5,4176.0,4861.2,233337.6,58.0,9.4967,0.9811,0.021,2199.0,25435.0839,1191.9539,-1191.9539,454.0,454.0,-0.01,-0.8633,Severe,Immediate contingency planning,Demand Surge
P00783,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.56,0.1875,70.4,406.8,1416.0,22656.0,20.0,21.9817,0.9692,0.0333,503.0,5925.9451,277.7051,-277.7051,104.0,104.0,-0.01,-1.9983,Severe,Immediate contingency planning,Demand Surge
P00784,Home Appliances,Volatile,Medium,Supplier,1.2,0.38,0.125,24.2,114.0,264.0,4224.0,20.0,25.6942,0.9889,0.0114,5.0,748.7588,35.0888,-35.0888,1.0,1.0,-0.01,-2.3358,Severe,Immediate contingency planning,Demand Surge
P00785,Electronics,Trending,Low,Demand Volatility,1.2,0.19,0.0625,14.3,70.8,290.4,4646.4,20.0,22.6783,0.9864,0.0141,18.0,845.9746,39.6446,-39.6446,4.0,4.0,-0.01,-2.0617,Severe,Immediate contingency planning,Demand Surge
P00786,Accessories,Volatile,Low,Demand Volatility,1.2,0.12,0.0625,320.1,1891.2,4626.0,74016.0,20.0,23.7142,0.9865,0.0168,277.0,7378.6318,345.7818,-345.7818,57.0,57.0,-0.01,-2.1558,Severe,Immediate contingency planning,Demand Surge
P00787,Personal Care,Trending,Low,Supplier,1.2,0.12,0.0625,831.6,4225.2,17564.4,281030.4,20.0,22.1375,0.9864,0.0155,1082.0,25915.1406,1214.4506,-1214.4506,223.0,223.0,-0.01,-2.0125,Severe,Immediate contingency planning,Demand Surge
P00788,Home Appliances,Volatile,Low,Supplier,1.2,0.25,0.125,22.0,129.6,315.6,5049.6,20.0,23.2833,0.9888,0.0114,6.0,784.0842,36.7442,-36.7442,1.0,1.0,-0.01,-2.1167,High,Increase inventory protection,Demand Surge
P00789,Personal Care,Stable,Low,Supplier,1.2,0.08,0.0417,405.9,2455.2,8049.6,193190.4,29.0,15.3358,0.9896,0.0141,82.0,9160.4945,429.2845,-429.2845,17.0,17.0,-0.01,-1.3942,Severe,Immediate contingency planning,Demand Surge
P00790,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,64.9,391.2,1280.4,30729.6,29.0,15.2992,0.9877,0.0155,74.0,2493.6279,116.8579,-116.8579,15.0,15.0,-0.01,-1.3908,Severe,Immediate contingency planning,Demand Surge
P00791,Electronics,Stable,Low,Demand Volatility,1.2,0.04,0.0417,37.4,219.6,716.4,17193.6,29.0,15.8675,0.9821,0.0196,145.0,2558.6028,119.9028,-119.9028,30.0,30.0,-0.01,-1.4425,Severe,Immediate contingency planning,Demand Surge
P00792,Personal Care,Stable,Low,Demand Volatility,1.2,0.06,0.0625,220.0,1327.2,6524.4,104390.4,20.0,21.5233,0.9871,0.0168,323.0,9059.2604,424.5404,-424.5404,67.0,67.0,-0.01,-1.9567,Severe,Immediate contingency planning,Demand Surge
P00793,Personal Care,Seasonal,Medium,Supplier,1.2,0.25,0.0625,839.3,4057.2,13461.6,215385.6,20.0,22.935,0.9824,0.0182,1751.0,28089.0769,1316.3269,-1316.3269,361.0,361.0,-0.01,-2.085,Severe,Immediate contingency planning,Demand Surge
P00794,Personal Care,Stable,Low,Supplier,1.2,0.0,0.0,157.3,951.6,4681.2,74899.2,20.0,22.0825,0.9888,0.0127,93.0,5578.3667,261.4167,-261.4167,19.0,19.0,-0.01,-2.0075,Severe,Immediate contingency planning,Demand Surge
P00795,Electronics,Trending,Low,Supplier,1.2,0.25,0.1875,59.4,296.4,1228.8,19660.8,20.0,22.7792,0.9892,0.0114,18.0,1752.7798,82.1398,-82.1398,4.0,4.0,-0.01,-2.0708,Severe,Immediate contingency planning,Demand Surge
P00796,Accessories,Stable,Low,Supplier,1.2,0.08,0.0417,125.4,756.0,2475.6,59414.4,29.0,15.5558,0.9863,0.0168,232.0,5008.7951,234.7251,-234.7251,48.0,48.0,-0.01,-1.4142,Severe,Immediate contingency planning,Demand Surge
P00797,Accessories,Stable,Low,Demand Volatility,1.2,0.1,0.0625,344.3,2071.2,3390.0,162720.0,58.0,8.7817,0.9865,0.0182,610.0,10123.1049,474.3949,-474.3949,126.0,126.0,-0.01,-0.7983,Severe,Immediate contingency planning,Demand Surge
P00798,Personal Care,Stable,Low,Supplier,1.2,0.0,0.0,487.3,2944.8,9654.0,231696.0,29.0,15.7758,0.9874,0.0127,648.0,15707.4414,736.0914,-736.0914,134.0,134.0,-0.01,-1.4342,Severe,Immediate contingency planning,Demand Surge
