product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank
P00325,Accessories,Volatile,Medium,Supplier,1.2,0.0,0.0,1326.6,6393.6,14838.0,237408.0,20.0,23.9892,0.986,0.0141,1013.0,23945.5085,1122.15,-1122.1485,209.0,209.0,-0.01,-2.1808,Severe,Review safety-stock buffer,Demand Surge,1206.0,5328.0,12365.0,45.0,0.996,0.0041,804.0,26.17,22823.36,0.0,0.0,0.05,0.2044,Low,Increase order quantity,23945.51,22823.36,804.0,0.996,1206.0,12365.0,26.17,0.26,0.0492,0.0,0.0,0.5,0.2159,Moderate exposure,1122.1484999999993,0.1,1326.6000000000001,121.0,13601.500000000002,1237.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 209 units, while modeled cost increases by ₹1,122. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 121 additional units.",Medium,0.2340024933449419,0.2439,2
P01274,Electronics,Volatile,Medium,Supplier,1.0,0.156,0.0812,120.75,598.0,1064.0,17024.0,16.0,35.4033,0.9758,0.0237,62.0,2471.9847,246.22,-246.2247,6.0,6.0,-0.021,8.6333,High,Review safety-stock buffer,Supplier Disruption,105.0,460.0,1064.0,45.0,0.9968,0.0027,56.0,26.77,2225.76,0.0625,0.12,0.1346,0.2135,High,Increase order quantity,2471.98,2225.76,56.0,0.9968,105.0,1064.0,26.77,0.1071,0.1106,0.0075,0.0057,0.5,0.2499,Moderate exposure,246.22469999999976,0.1,115.50000000000001,11.0,1170.4,106.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹246. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 11 additional units.",Medium,0.1578123312884052,0.2439,3
P00687,Personal Care,Seasonal,Low,Supplier,1.0,0.325,0.0812,684.25,4169.1,11196.0,179136.0,16.0,32.8509,0.9719,0.0292,1422.0,28463.4973,2835.14,-2835.1373,135.0,135.0,-0.021,8.0109,High,Review safety-stock buffer,Supplier Disruption,595.0,3207.0,11196.0,45.0,0.9929,0.0082,1287.0,24.84,25628.36,0.0625,0.25,0.0262,0.1181,Low,Increase order quantity,28463.5,25628.36,1287.0,0.9929,595.0,11196.0,24.84,0.1049,0.1106,0.015625,0.0119,0.25,0.279,Moderate exposure,2835.1372999999985,0.1,654.5,60.0,12315.6,1120.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 135 units, while modeled cost increases by ₹2,835. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 60 additional units.",Medium,0.1825158494541786,0.2438,3
P01418,Electronics,Seasonal,Medium,Supplier,1.0,0.221,0.0542,39.1,193.7,330.0,7920.0,24.0,24.6911,0.9685,0.032,93.0,2055.156,204.71,-204.706,9.0,9.0,-0.021,6.0211,High,Review safety-stock buffer,Supplier Disruption,34.0,149.0,330.0,30.0,0.9895,0.011,84.0,18.67,1850.45,0.0417,0.17,0.1117,0.2058,Medium,Maintain policy,2055.16,1850.45,84.0,0.9895,34.0,330.0,18.67,0.1071,0.1106,0.007089000000000001,0.0054,0.5,0.2499,Moderate exposure,204.7059999999999,0.1,37.400000000000006,3.0,363.00000000000006,33.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 9 units, while modeled cost increases by ₹205. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 3 additional units.",Medium,0.1575638505589725,0.2438,3
P00320,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.403,0.1625,61.25,405.6,1087.2,17395.2,20.0,28.75,0.957,0.0461,244.0,3593.9386,467.36,-467.3586,68.0,68.0,-0.031,4.75,Severe,Review safety-stock buffer,Combined Stress,49.0,260.0,906.0,45.0,0.988,0.0151,176.0,24.0,3126.58,0.125,0.31,0.028,0.1625,Low,Increase order quantity,3593.94,3126.58,176.0,0.988,49.0,906.0,24.0,0.3864,0.1495,0.03875,0.0296,0.25,0.3116,Moderate exposure,467.3586,0.1,53.900000000000006,5.0,996.6000000000001,91.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 68 units, while modeled cost increases by ₹467. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 5 additional units.",Medium,0.1049115395752152,0.2438,4
P00093,Office Supplies,Trending,Low,Supplier,1.2,0.052,0.0542,261.25,1514.76,3228.0,77472.0,29.0,21.0594,0.9665,0.0351,226.0,6188.1176,804.71,-804.7076,63.0,63.0,-0.031,3.4794,Severe,Review safety-stock buffer,Combined Stress,209.0,971.0,2690.0,30.0,0.9975,0.0041,163.0,17.58,5383.41,0.0417,0.04,0.0251,0.1223,Low,Maintain policy,6188.12,5383.41,163.0,0.9975,209.0,2690.0,17.58,0.3865,0.1495,0.001668,0.0013,0.25,0.3129,Moderate exposure,804.7075999999997,0.1,229.9,21.0,2959.0000000000005,269.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 63 units, while modeled cost increases by ₹805. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 21 additional units.",Medium,0.1120927649748582,0.2437,4
P00533,Accessories,Stable,Low,Supplier,1.2,0.221,0.1625,155.0,1068.6,2694.0,64656.0,29.0,20.5802,0.9662,0.0351,212.0,5404.7821,702.84,-702.8421,59.0,59.0,-0.031,3.4002,Severe,Review safety-stock buffer,Combined Stress,124.0,685.0,2245.0,30.0,0.9972,0.0041,153.0,17.18,4701.94,0.125,0.17,0.0266,0.1256,Low,Maintain policy,5404.78,4701.94,153.0,0.9972,124.0,2245.0,17.18,0.3856,0.1495,0.02125,0.0163,0.25,0.312,Moderate exposure,702.8421000000008,0.1,136.4,12.0,2469.5,224.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 59 units, while modeled cost increases by ₹703. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 12 additional units.",Medium,0.1084563572163627,0.2437,4
P01626,Office Supplies,Stable,Low,Demand Volatility,1.2,0.0,0.0,360.0,2491.32,6284.4,150825.6,29.0,20.4724,0.9682,0.0324,136.0,8672.8433,1127.82,-1127.8233,38.0,38.0,-0.031,3.3824,Severe,Review safety-stock buffer,Combined Stress,288.0,1597.0,5237.0,30.0,0.9992,0.0014,98.0,17.09,7545.02,0.0,0.0,0.0745,0.1184,Medium,Maintain policy,8672.84,7545.02,98.0,0.9992,288.0,5237.0,17.09,0.3878,0.1495,0.0,0.0,0.25,0.3125,Moderate exposure,1127.8233,0.1,316.8,29.0,5760.700000000001,524.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 38 units, while modeled cost increases by ₹1,128. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 29 additional units.",Medium,0.1135862005261805,0.2437,4
P00027,Electronics,Trending,Medium,Supplier,1.0,0.273,0.1625,41.4,179.4,360.0,8640.0,24.0,23.4479,0.9772,0.0237,18.0,1316.9569,131.18,-131.1769,2.0,2.0,-0.021,5.7179,High,Review safety-stock buffer,Supplier Disruption,36.0,138.0,360.0,30.0,0.9982,0.0027,16.0,17.73,1185.78,0.125,0.21,0.058,0.2026,Medium,Maintain policy,1316.96,1185.78,16.0,0.9982,36.0,360.0,17.73,0.125,0.1106,0.02625,0.0201,0.5,0.2488,Moderate exposure,131.17689999999993,0.1,39.6,4.0,396.00000000000006,36.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 2 units, while modeled cost increases by ₹131. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 4 additional units.",Medium,0.1538432536302087,0.2436,3
P00792,Personal Care,Stable,Low,Demand Volatility,1.2,0.0,0.0,250.0,1725.36,4350.0,104400.0,29.0,20.7479,0.9674,0.0337,194.0,7111.1954,924.75,-924.7454,54.0,54.0,-0.031,3.4279,Severe,Review safety-stock buffer,Combined Stress,200.0,1106.0,3625.0,30.0,0.9984,0.0027,140.0,17.32,6186.45,0.0,0.0,0.1129,0.1298,Medium,Maintain policy,7111.2,6186.45,140.0,0.9984,200.0,3625.0,17.32,0.3857,0.1495,0.0,0.0,0.25,0.3127,Moderate exposure,924.7453999999998,0.1,220.00000000000003,20.0,3987.5000000000005,363.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 54 units, while modeled cost increases by ₹925. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 20 additional units.",Medium,0.1127241828724166,0.2436,4
P01313,Personal Care,Stable,Low,Supplier,1.2,0.0,0.0,383.75,2656.68,10051.2,160819.2,20.0,29.7323,0.9688,0.0324,32.0,11346.5663,1475.52,-1475.5163,9.0,9.0,-0.031,4.9123,Severe,Review safety-stock buffer,Combined Stress,307.0,1703.0,8376.0,45.0,0.9998,0.0014,23.0,24.82,9871.05,0.0,0.0,0.07,0.1228,Medium,Increase order quantity,11346.57,9871.05,23.0,0.9998,307.0,8376.0,24.82,0.3913,0.1495,0.0,0.0,0.25,0.3117,Moderate exposure,1475.5163000000011,0.1,337.70000000000005,31.0,9213.6,838.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 9 units, while modeled cost increases by ₹1,476. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 31 additional units.",Medium,0.1146341520268517,0.2436,4
P01210,Accessories,Trending,Low,Supplier,1.0,0.273,0.1083,515.2,2680.6,5696.0,136704.0,24.0,23.3157,0.968,0.0333,1684.0,25029.5892,2493.1,-2493.0992,160.0,160.0,-0.021,5.6857,High,Review safety-stock buffer,Supplier Disruption,448.0,2062.0,5696.0,30.0,0.989,0.0123,1524.0,17.63,22536.49,0.0833,0.21,0.0263,0.1467,Low,Maintain policy,25029.59,22536.49,1524.0,0.989,448.0,5696.0,17.63,0.105,0.1106,0.017492999999999998,0.0134,0.25,0.2791,Moderate exposure,2493.099199999997,0.1,492.80000000000007,45.0,6265.6,570.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 160 units, while modeled cost increases by ₹2,493. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 45 additional units.",Medium,0.1805448862399975,0.2435,3
P00002,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,240.0,1652.04,6238.8,99820.8,20.0,28.762,0.9677,0.0324,154.0,8113.6677,1055.11,-1055.1077,43.0,43.0,-0.031,4.752,Severe,Review safety-stock buffer,Combined Stress,192.0,1059.0,5199.0,45.0,0.9987,0.0014,111.0,24.01,7058.56,0.0,0.0,0.035,0.1049,Medium,Increase order quantity,8113.67,7058.56,111.0,0.9987,192.0,5199.0,24.01,0.3874,0.1495,0.0,0.0,0.25,0.3124,Moderate exposure,1055.1076999999996,0.1,211.20000000000002,19.0,5718.900000000001,520.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 43 units, while modeled cost increases by ₹1,055. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 19 additional units.",Medium,0.1130832912500926,0.2435,4
P01233,Electronics,Volatile,Low,Demand Volatility,1.2,0.598,0.1625,87.5,585.0,732.0,17568.0,29.0,22.3411,0.9589,0.042,208.0,3286.4759,427.38,-427.3759,58.0,58.0,-0.031,3.6911,Severe,Review safety-stock buffer,Combined Stress,70.0,375.0,610.0,30.0,0.9899,0.011,150.0,18.65,2859.1,0.125,0.46,0.1212,0.1171,Medium,Maintain policy,3286.48,2859.1,150.0,0.9899,70.0,610.0,18.65,0.3867,0.1495,0.0575,0.044,0.25,0.3104,Moderate exposure,427.3759,0.1,77.0,7.0,671.0,61.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 58 units, while modeled cost increases by ₹427. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 7 additional units.",Medium,0.1012382335803715,0.2435,4
P01692,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.156,0.0812,142.5,959.4,2575.2,41203.2,20.0,30.3073,0.9639,0.0365,245.0,5268.3159,685.1,-685.0959,68.0,68.0,-0.031,5.0073,Severe,Review safety-stock buffer,Combined Stress,114.0,615.0,2146.0,45.0,0.9949,0.0055,177.0,25.3,4583.22,0.0625,0.12,0.1783,0.1368,Medium,Increase order quantity,5268.32,4583.22,177.0,0.9949,114.0,2146.0,25.3,0.3842,0.1495,0.0075,0.0057,0.25,0.3125,Moderate exposure,685.0958999999993,0.1,125.4,11.0,2360.6000000000004,215.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 68 units, while modeled cost increases by ₹685. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 11 additional units.",Medium,0.1104063808208378,0.2435,4
P00561,Office Supplies,Stable,Low,Supplier,1.2,0.156,0.0812,355.0,2461.68,9316.8,149068.8,20.0,29.0615,0.9687,0.0324,47.0,10474.6059,1362.13,-1362.1259,13.0,13.0,-0.031,4.8015,Severe,Review safety-stock buffer,Combined Stress,284.0,1578.0,7764.0,45.0,0.9997,0.0014,34.0,24.26,9112.48,0.0625,0.12,0.113,0.1377,Medium,Increase order quantity,10474.61,9112.48,34.0,0.9997,284.0,7764.0,24.26,0.3824,0.1495,0.0075,0.0057,0.25,0.3114,Moderate exposure,1362.125900000001,0.1,312.40000000000003,28.0,8540.400000000001,776.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 13 units, while modeled cost increases by ₹1,362. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 28 additional units.",Medium,0.1128383394093086,0.2434,4
P01158,Accessories,Stable,Low,Supplier,1.2,0.104,0.0542,191.25,1319.76,3325.2,79804.8,29.0,19.9094,0.9666,0.0378,223.0,6069.2155,789.25,-789.2455,62.0,62.0,-0.031,3.2894,Severe,Review safety-stock buffer,Combined Stress,153.0,846.0,2771.0,30.0,0.9976,0.0068,161.0,16.62,5279.97,0.0417,0.08,0.0253,0.1189,Low,Maintain policy,6069.22,5279.97,161.0,0.9976,153.0,2771.0,16.62,0.3851,0.1495,0.003336,0.0026,0.25,0.3126,Moderate exposure,789.2455,0.1,168.3,15.0,3048.1000000000004,277.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 62 units, while modeled cost increases by ₹789. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 15 additional units.",Medium,0.1114361319640883,0.2434,4
P00472,Accessories,Volatile,Medium,Supplier,1.2,0.04,0.0208,1395.9,6705.6,5182.8,248774.4,58.0,11.4583,0.9858,0.0168,1106.0,18021.6303,844.54,-844.5403,228.0,228.0,-0.01,-1.0417,Severe,Review safety-stock buffer,Demand Surge,1269.0,5588.0,4319.0,15.0,0.9958,0.0068,878.0,12.5,17177.09,0.0208,0.04,0.0935,0.2103,High,Reduce order quantity,18021.63,17177.09,878.0,0.9958,1269.0,4319.0,12.5,0.2597,0.0492,0.000832,0.0006,0.5,0.2157,Moderate exposure,844.5403000000006,0.1,1395.9,127.0,4750.900000000001,432.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 228 units, while modeled cost increases by ₹845. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 127 additional units.",Medium,0.2320589107760591,0.2433,2
P00841,Electronics,Volatile,Medium,Supplier,1.0,0.221,0.0542,71.3,352.3,417.0,10008.0,24.0,25.6168,0.9725,0.0292,73.0,1998.181,199.03,-199.031,7.0,7.0,-0.021,6.2468,High,Review safety-stock buffer,Supplier Disruption,62.0,271.0,417.0,30.0,0.9935,0.0082,66.0,19.37,1799.15,0.0417,0.17,0.0842,0.2041,Medium,Maintain policy,1998.18,1799.15,66.0,0.9935,62.0,417.0,19.37,0.1061,0.1106,0.007089000000000001,0.0054,0.5,0.2494,Moderate exposure,199.03099999999995,0.1,68.2,6.0,458.70000000000005,42.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹199. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 6 additional units.",Medium,0.1568877759859303,0.2433,3
P01266,Electronics,Volatile,Medium,Supplier,1.0,0.104,0.0542,121.9,605.8,721.0,17304.0,24.0,26.7938,0.9756,0.0265,66.0,2413.8213,240.43,-240.4313,6.0,6.0,-0.021,6.5338,Moderate,Review safety-stock buffer,Supplier Disruption,106.0,466.0,721.0,30.0,0.9966,0.0055,60.0,20.26,2173.39,0.0417,0.08,0.2193,0.2264,Medium,Maintain policy,2413.82,2173.39,60.0,0.9966,106.0,721.0,20.26,0.1,0.1106,0.003336,0.0026,0.5,0.2495,Moderate exposure,240.4313000000002,0.1,116.60000000000001,11.0,793.1,72.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 6 units, while modeled cost increases by ₹240. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 11 additional units.",Medium,0.1576661284408803,0.2433,3
P01599,Electronics,Seasonal,Medium,Supplier,1.0,0.273,0.1083,23.0,114.4,193.0,4632.0,24.0,23.805,0.9694,0.0306,50.0,1423.7879,141.82,-141.8179,5.0,5.0,-0.021,5.805,High,Review safety-stock buffer,Supplier Disruption,20.0,88.0,193.0,30.0,0.9904,0.0096,45.0,18.0,1281.97,0.0833,0.21,0.0513,0.2093,Low,Maintain policy,1423.79,1281.97,45.0,0.9904,20.0,193.0,18.0,0.1111,0.1106,0.017492999999999998,0.0134,0.5,0.2489,Moderate exposure,141.8179,0.1,22.0,2.0,212.3,19.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹142. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 2 additional units.",Medium,0.1549110805380954,0.2433,3
P00124,Electronics,Volatile,Medium,Supplier,1.0,0.0,0.0,108.1,534.3,952.0,15232.0,16.0,36.501,0.9746,0.0265,75.0,2496.2519,248.64,-248.6419,7.0,7.0,-0.021,8.901,High,Review safety-stock buffer,Supplier Disruption,94.0,411.0,952.0,45.0,0.9956,0.0055,68.0,27.6,2247.61,0.0,0.0,0.0524,0.2004,Medium,Increase order quantity,2496.25,2247.61,68.0,0.9956,94.0,952.0,27.6,0.1029,0.1106,0.0,0.0,0.5,0.2496,Moderate exposure,248.64190000000008,0.1,103.4,9.0,1047.2,95.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 7 units, while modeled cost increases by ₹249. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 9 additional units.",Medium,0.1581397618402257,0.2432,3
P01043,Home Appliances,Volatile,Medium,Supplier,1.0,0.156,0.0812,120.75,600.6,1070.0,17120.0,16.0,35.7604,0.9769,0.0237,41.0,2282.8897,227.39,-227.3897,4.0,4.0,-0.021,8.7204,High,Review safety-stock buffer,Supplier Disruption,105.0,462.0,1070.0,45.0,0.9979,0.0027,37.0,27.04,2055.5,0.0625,0.12,0.0848,0.206,High,Increase order quantity,2282.89,2055.5,37.0,0.9979,105.0,1070.0,27.04,0.1081,0.1106,0.0075,0.0057,0.5,0.2492,Moderate exposure,227.38970000000018,0.1,115.50000000000001,11.0,1177.0,107.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 4 units, while modeled cost increases by ₹227. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 11 additional units.",Medium,0.1568041495807913,0.2432,3
P00042,Personal Care,Stable,Low,Demand Volatility,1.2,0.104,0.1083,323.75,2237.04,5638.8,135331.2,29.0,20.1969,0.9681,0.0337,140.0,7922.5323,1030.25,-1030.2523,39.0,39.0,-0.031,3.3369,Severe,Review safety-stock buffer,Combined Stress,259.0,1434.0,4699.0,30.0,0.9991,0.0027,101.0,16.86,6892.28,0.0833,0.08,0.0552,0.1109,Medium,Maintain policy,7922.53,6892.28,101.0,0.9991,259.0,4699.0,16.86,0.3861,0.1495,0.006664,0.0051,0.25,0.3117,Moderate exposure,1030.2523,0.1,284.90000000000003,26.0,5168.900000000001,470.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 39 units, while modeled cost increases by ₹1,030. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 26 additional units.",Medium,0.1113903184189592,0.2432,4
P00928,Personal Care,Trending,Low,Demand Volatility,1.0,0.0,0.0,966.0,5086.9,16270.0,260320.0,16.0,33.4063,0.975,0.0265,1157.0,32356.1602,3222.87,-3222.8702,110.0,110.0,-0.021,8.1463,High,Review safety-stock buffer,Supplier Disruption,840.0,3913.0,16270.0,45.0,0.996,0.0055,1047.0,25.26,29133.29,0.0,0.0,0.025,0.1133,Low,Increase order quantity,32356.16,29133.29,1047.0,0.996,840.0,16270.0,25.26,0.1051,0.1106,0.0,0.0,0.25,0.2784,Moderate exposure,3222.8701999999976,0.1,924.0000000000001,84.0,17897.0,1627.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 110 units, while modeled cost increases by ₹3,223. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 84 additional units.",Medium,0.1856399714140154,0.2431,3
P01179,Office Supplies,Trending,Low,Demand Volatility,1.0,0.0,0.0,1309.85,6873.1,21962.0,351392.0,16.0,32.798,0.9768,0.0265,853.0,35900.8198,3575.94,-3575.9398,81.0,81.0,-0.021,7.998,High,Review safety-stock buffer,Supplier Disruption,1139.0,5287.0,21962.0,45.0,0.9978,0.0055,772.0,24.8,32324.88,0.0,0.0,0.04,0.1108,Medium,Increase order quantity,35900.82,32324.88,772.0,0.9978,1139.0,21962.0,24.8,0.1049,0.1106,0.0,0.0,0.25,0.2778,Moderate exposure,3575.9397999999965,0.1,1252.9,114.0,24158.2,2196.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 81 units, while modeled cost increases by ₹3,576. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 114 additional units.",Medium,0.1868236073538764,0.2431,3
P01432,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.273,0.1625,700.35,4275.7,7656.0,183744.0,24.0,23.7389,0.9716,0.0306,1517.0,26090.7914,2598.8,-2598.8014,144.0,144.0,-0.021,5.7889,High,Review safety-stock buffer,Supplier Disruption,609.0,3289.0,7656.0,30.0,0.9926,0.0096,1373.0,17.95,23491.99,0.125,0.21,0.513,0.2948,Medium,Immediate intervention,26090.79,23491.99,1373.0,0.9926,609.0,7656.0,17.95,0.1049,0.1106,0.02625,0.0201,0.25,0.2781,Moderate exposure,2598.8013999999966,0.1,669.9000000000001,61.0,8421.6,766.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 144 units, while modeled cost increases by ₹2,599. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 61 additional units.",Medium,0.1789495205575972,0.2431,3
P01750,Electronics,Seasonal,Medium,Supplier,1.0,0.325,0.1625,10.35,50.7,130.0,2080.0,16.0,32.6128,0.9723,0.0292,15.0,757.6239,75.46,-75.4639,1.0,1.0,-0.021,7.9528,Moderate,Review safety-stock buffer,Supplier Disruption,9.0,39.0,130.0,45.0,0.9933,0.0082,14.0,24.66,682.16,0.125,0.25,0.1232,0.2042,High,Increase order quantity,757.62,682.16,14.0,0.9933,9.0,130.0,24.66,0.0714,0.1106,0.03125,0.0239,0.5,0.2481,Moderate exposure,75.46390000000008,0.1,9.9,1.0,143.0,13.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 1 units, while modeled cost increases by ₹75. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 1 additional units.",Medium,0.1521708447028024,0.2431,3
