product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank
P00497,Personal Care,Trending,Low,Supplier,0.95,30,723,2781,7263,0.9933,0.0096,1184,17.1,20718.08,0.9,563.0,2621.0,7263.0,30.0,0.9963,0.0068,659.0,17.5,15663.79,24.0,174312.0,0.0833,0.08,525.0,-5054.3,5054.3,0.4,0.003,-160.0,Maintain current inventory policy,0.003,0.4434,0.0234,0.0,0.0,-0.2213,Inventory increase,Moderate service improvement,Positive economic + service impact,0.011,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0971,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1304,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 525 units while reducing modeled cost by $5,054. Fill rate changes by +0.30%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00702,Electronics,Seasonal,Low,Supplier,0.95,30,27,116,255,0.9827,0.0178,107,17.9,1974.14,0.9,21.0,110.0,382.0,45.0,0.9969,0.0041,19.0,24.77,1010.96,16.0,6112.0,0.125,0.19,88.0,-963.18,963.18,6.88,0.0142,-6.0,Increase order quantity to reduce ordering frequency,0.0142,0.8224,0.3844,127.0,0.498,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0391,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0971,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1088,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 88 units while reducing modeled cost by $963. Fill rate changes by +1.42%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01422,Personal Care,Stable,Low,Demand Volatility,0.95,30,308,1398,4362,0.9939,0.0096,645,16.78,11928.22,0.9,240.0,1330.0,2181.0,15.0,0.9979,0.0055,225.0,9.41,6187.1,48.0,104688.0,0.0417,0.06,420.0,-5741.13,5741.13,-7.36,0.004,-68.0,Reduce order quantity and increase ordering frequency,0.004,0.6512,-0.4386,-2181.0,-0.5,-0.2208,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0041,Low risk driven primarily by demand variability and forecast uncertainty.,0.097,P3 - Low Impact,Reduce order quantity,Cost saving + service improvement,1,0.1238,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 420 units while reducing modeled cost by $5,741. Fill rate changes by +0.40%.",Lower cost with improved service,LOW PRIORITY: Reduce order quantity. Monitor performance before intervention.,4
P01622,Electronics,Volatile,Low,Demand Volatility,0.95,30,118,517,797,0.9818,0.0178,354,18.47,5121.85,0.9,92.0,491.0,1196.0,45.0,0.9924,0.011,148.0,25.67,3244.05,16.0,19136.0,0.125,0.31,206.0,-1877.79,1877.79,7.19,0.0106,-26.0,Increase order quantity to reduce ordering frequency,0.0106,0.5819,0.3893,399.0,0.5006,-0.2203,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0638,Low risk driven primarily by demand variability and forecast uncertainty.,0.097,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1179,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 206 units while reducing modeled cost by $1,878. Fill rate changes by +1.06%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00653,Personal Care,Stable,Low,Demand Volatility,0.95,30,339,1537,4794,0.9918,0.011,960,16.29,15404.88,0.9,264.0,1462.0,4794.0,30.0,0.9959,0.0068,474.0,16.94,10753.45,24.0,115056.0,0.0417,0.08,486.0,-4651.44,4651.44,0.65,0.0042,-75.0,Maintain current inventory policy,0.0042,0.5062,0.0399,0.0,0.0,-0.2212,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0055,Low risk driven primarily by demand variability and forecast uncertainty.,0.0969,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1276,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 486 units while reducing modeled cost by $4,651. Fill rate changes by +0.42%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00888,Electronics,Volatile,Low,Supplier,0.95,30,47,206,317,0.9886,0.0123,88,18.85,1878.75,0.9,37.0,196.0,476.0,45.0,0.9968,0.0055,25.0,25.56,1190.74,16.0,7616.0,0.25,0.75,63.0,-688.01,688.01,6.71,0.0082,-10.0,Increase order quantity to reduce ordering frequency,0.0082,0.7159,0.356,159.0,0.5016,-0.2128,Inventory increase,Moderate service improvement,Positive economic + service impact,0.3086,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0967,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1344,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 63 units while reducing modeled cost by $688. Fill rate changes by +0.82%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01929,Personal Care,Seasonal,Low,Supplier,0.95,30,302,1337,2957,0.9846,0.0178,1109,18.0,15239.49,0.9,235.0,1270.0,4436.0,45.0,0.9901,0.0123,715.0,24.28,12336.72,16.0,70976.0,0.125,0.44,394.0,-2902.77,2902.77,6.28,0.0055,-67.0,Increase order quantity to reduce ordering frequency,0.0055,0.3553,0.3489,1479.0,0.5002,-0.2219,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0905,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0962,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.131,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 394 units while reducing modeled cost by $2,903. Fill rate changes by +0.55%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01700,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,340,1505,3330,0.9936,0.0096,521,17.88,9779.3,0.9,265.0,1430.0,4995.0,45.0,0.9988,0.0014,101.0,25.73,7122.14,16.0,79920.0,0.1875,0.31,420.0,-2657.16,2657.16,7.85,0.0052,-75.0,Increase order quantity to reduce ordering frequency,0.0052,0.8061,0.439,1665.0,0.5,-0.2206,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0957,Low risk driven primarily by demand variability and forecast uncertainty.,0.096,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.133,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 420 units while reducing modeled cost by $2,657. Fill rate changes by +0.52%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01933,Personal Care,Stable,Low,Supplier,0.95,30,270,1225,3821,0.9923,0.0123,720,16.84,12088.87,0.9,210.0,1165.0,3821.0,30.0,0.9971,0.0041,269.0,17.28,7693.42,24.0,91704.0,0.0417,0.04,451.0,-4395.45,4395.45,0.45,0.0049,-60.0,Maintain current inventory policy,0.0049,0.6264,0.0267,0.0,0.0,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0027,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.096,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1254,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 451 units while reducing modeled cost by $4,395. Fill rate changes by +0.49%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00077,Office Supplies,Trending,Low,Supplier,0.95,30,612,2346,6120,0.9948,0.0068,771,17.6,15492.78,0.9,477.0,2211.0,9181.0,45.0,0.9988,0.0027,181.0,25.47,12603.47,16.0,146896.0,0.0625,0.19,590.0,-2889.31,2889.31,7.87,0.004,-135.0,Increase order quantity to reduce ordering frequency,0.004,0.7652,0.4472,3061.0,0.5002,-0.2206,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0195,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0957,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1348,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 590 units while reducing modeled cost by $2,889. Fill rate changes by +0.40%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00920,Electronics,Trending,Low,Demand Volatility,0.95,30,90,343,893,0.989,0.0137,239,16.97,4000.77,0.9,70.0,323.0,1340.0,45.0,1.0,0.0,0.0,24.4,1852.82,16.0,21440.0,0.0,0.0,239.0,-2147.95,2147.95,7.42,0.011,-20.0,Increase order quantity to reduce ordering frequency,0.011,1.0,0.4372,447.0,0.5006,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0957,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1133,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 239 units while reducing modeled cost by $2,148. Fill rate changes by +1.10%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01576,Electronics,Volatile,Low,Demand Volatility,0.95,30,25,109,168,0.9819,0.0205,74,19.46,1557.88,0.9,20.0,104.0,252.0,45.0,0.9956,0.0041,18.0,24.99,859.87,16.0,4032.0,0.125,0.38,56.0,-698.01,698.01,5.54,0.0137,-5.0,Increase order quantity to reduce ordering frequency,0.0137,0.7568,0.2847,84.0,0.5,-0.2,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0782,Low risk driven primarily by demand variability and forecast uncertainty.,0.0956,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1109,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 56 units while reducing modeled cost by $698. Fill rate changes by +1.37%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01909,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,46,201,442,0.9843,0.0178,169,17.44,2803.36,0.9,36.0,191.0,662.0,45.0,0.9966,0.0041,37.0,24.78,1499.44,16.0,10592.0,0.125,0.25,132.0,-1303.92,1303.92,7.34,0.0123,-10.0,Increase order quantity to reduce ordering frequency,0.0123,0.7811,0.4209,220.0,0.4977,-0.2174,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0514,Low risk driven primarily by demand variability and forecast uncertainty.,0.0951,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1125,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 132 units while reducing modeled cost by $1,304. Fill rate changes by +1.23%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00329,Home Appliances,Volatile,Low,Supplier,0.95,30,115,508,786,0.9858,0.0164,271,18.49,4278.51,0.9,90.0,483.0,786.0,30.0,0.9965,0.0068,66.0,19.34,2272.81,24.0,18864.0,0.0833,0.25,205.0,-2005.71,2005.71,0.85,0.0107,-25.0,Maintain current inventory policy,0.0107,0.7565,0.046,0.0,0.0,-0.2174,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0343,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.095,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1149,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 205 units while reducing modeled cost by $2,006. Fill rate changes by +1.07%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01254,Electronics,Volatile,Low,Demand Volatility,0.95,30,35,153,236,0.98,0.0247,115,18.73,2045.03,0.9,27.0,145.0,354.0,45.0,0.987,0.0137,75.0,25.46,1551.08,16.0,5664.0,0.25,0.88,40.0,-493.95,493.95,6.73,0.007,-8.0,Increase order quantity to reduce ordering frequency,0.007,0.3478,0.3593,118.0,0.5,-0.2286,Inventory increase,Moderate service improvement,Positive economic + service impact,0.3621,Low risk driven primarily by demand variability and forecast uncertainty.,0.0947,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1384,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 40 units while reducing modeled cost by $494. Fill rate changes by +0.70%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00510,Office Supplies,Stable,Low,Demand Volatility,0.95,30,754,3433,10718,0.9959,0.0068,1070,17.24,23621.25,0.9,588.0,3267.0,10718.0,30.0,0.9979,0.0041,553.0,16.97,18258.34,24.0,257232.0,0.0833,0.12,517.0,-5362.91,5362.91,-0.27,0.002,-166.0,Maintain current inventory policy,0.002,0.4832,-0.0157,0.0,0.0,-0.2202,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0165,Low risk driven primarily by demand variability and forecast uncertainty.,0.0946,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1305,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 517 units while reducing modeled cost by $5,363. Fill rate changes by +0.20%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00576,Accessories,Volatile,Low,Demand Volatility,0.95,30,123,545,843,0.9909,0.011,187,19.12,3544.78,0.9,96.0,518.0,1265.0,45.0,0.9989,0.0014,22.0,25.67,2063.13,16.0,20240.0,0.1875,0.62,165.0,-1481.65,1481.65,6.55,0.008,-27.0,Increase order quantity to reduce ordering frequency,0.008,0.8824,0.3426,422.0,0.5006,-0.2195,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1914,Low risk driven primarily by demand variability and forecast uncertainty.,0.0946,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1283,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 165 units while reducing modeled cost by $1,482. Fill rate changes by +0.80%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01068,Electronics,Seasonal,Low,Supplier,0.95,30,38,167,368,0.98,0.0192,179,18.12,2834.61,0.9,30.0,159.0,552.0,45.0,0.9921,0.0082,71.0,25.81,1743.26,16.0,8832.0,0.1875,0.25,108.0,-1091.35,1091.35,7.69,0.0121,-8.0,Increase order quantity to reduce ordering frequency,0.0121,0.6034,0.4244,184.0,0.5,-0.2105,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0772,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0943,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1137,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 108 units while reducing modeled cost by $1,091. Fill rate changes by +1.21%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00151,Accessories,Trending,Low,Demand Volatility,0.95,30,174,662,1722,0.9914,0.011,361,17.33,6199.38,0.9,135.0,623.0,1722.0,30.0,0.9992,0.0027,33.0,17.81,2974.32,24.0,41328.0,0.0417,0.04,328.0,-3225.06,3225.06,0.48,0.0078,-39.0,Maintain current inventory policy,0.0078,0.9086,0.0277,0.0,0.0,-0.2241,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0027,Low risk driven primarily by demand variability and forecast uncertainty.,0.0941,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1186,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 328 units while reducing modeled cost by $3,225. Fill rate changes by +0.78%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00654,Office Supplies,Trending,Low,Supplier,0.95,30,455,1747,4561,0.9893,0.011,1193,17.76,17930.14,0.9,355.0,1647.0,4561.0,30.0,0.9933,0.0082,740.0,17.59,13346.85,24.0,109464.0,0.0417,0.08,453.0,-4583.29,4583.29,-0.18,0.0041,-100.0,Maintain current inventory policy,0.0041,0.3797,-0.0101,0.0,0.0,-0.2198,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0055,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0941,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1258,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 453 units while reducing modeled cost by $4,583. Fill rate changes by +0.41%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01175,Personal Care,Trending,Low,Demand Volatility,0.95,30,279,1073,2802,0.9929,0.0096,485,18.49,8903.23,0.9,217.0,1011.0,4203.0,45.0,0.9984,0.0027,108.0,24.09,5980.55,16.0,67248.0,0.125,0.38,377.0,-2922.67,2922.67,5.61,0.0055,-62.0,Increase order quantity to reduce ordering frequency,0.0055,0.7773,0.3034,1401.0,0.5,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0782,Low risk driven primarily by demand variability and forecast uncertainty.,0.094,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1288,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 377 units while reducing modeled cost by $2,923. Fill rate changes by +0.55%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00716,Accessories,Volatile,Low,Demand Volatility,0.95,30,821,3639,5635,0.9968,0.0041,443,18.58,12010.82,0.9,640.0,3458.0,5635.0,30.0,0.9981,0.0027,261.0,19.5,10534.81,24.0,135240.0,0.25,1.08,182.0,-1476.01,1476.01,0.92,0.0013,-181.0,Maintain current inventory policy,0.0013,0.4108,0.0495,0.0,0.0,-0.2205,Inventory increase,Moderate service improvement,Positive economic + service impact,0.4444,Low risk driven primarily by demand variability and forecast uncertainty.,0.0938,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1546,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 182 units while reducing modeled cost by $1,476. Fill rate changes by +0.13%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01849,Accessories,Volatile,Low,Demand Volatility,0.95,30,427,1900,2946,0.9945,0.0055,395,18.99,8280.05,0.9,333.0,1806.0,4419.0,45.0,0.9999,0.0014,8.0,28.06,5990.95,16.0,70704.0,0.125,0.5,387.0,-2289.1,2289.1,9.07,0.0054,-94.0,Increase order quantity to reduce ordering frequency,0.0054,0.9797,0.4776,1473.0,0.5,-0.2201,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1029,Low risk driven primarily by demand variability and forecast uncertainty.,0.0936,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1319,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 387 units while reducing modeled cost by $2,289. Fill rate changes by +0.54%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00928,Personal Care,Trending,Low,Demand Volatility,0.95,30,1079,4152,10847,0.9942,0.0068,1535,17.78,28806.14,0.9,840.0,3913.0,10847.0,30.0,0.9962,0.0055,1007.0,17.71,23477.66,24.0,260328.0,0.0,0.0,528.0,-5328.48,5328.48,-0.07,0.002,-239.0,Maintain current inventory policy,0.002,0.344,-0.0039,0.0,0.0,-0.2215,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0935,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1294,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 528 units while reducing modeled cost by $5,328. Fill rate changes by +0.20%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00866,Personal Care,Trending,Low,Supplier,0.95,30,256,985,2574,0.9931,0.0068,435,18.3,8090.71,0.9,199.0,928.0,3861.0,45.0,0.9994,0.0027,37.0,24.27,4933.98,16.0,61776.0,0.0625,0.06,398.0,-3156.73,3156.73,5.96,0.0064,-57.0,Increase order quantity to reduce ordering frequency,0.0064,0.9149,0.3257,1287.0,0.5,-0.2227,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0929,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1228,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 398 units while reducing modeled cost by $3,157. Fill rate changes by +0.64%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01253,Electronics,Seasonal,Low,Demand Volatility,0.95,30,43,185,406,0.986,0.0164,138,17.86,2463.5,0.9,33.0,175.0,609.0,45.0,0.9991,0.0014,9.0,25.75,1186.98,16.0,9744.0,0.0,0.0,129.0,-1276.52,1276.52,7.89,0.0131,-10.0,Increase order quantity to reduce ordering frequency,0.0131,0.9348,0.4418,203.0,0.5,-0.2326,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0929,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1072,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 129 units while reducing modeled cost by $1,277. Fill rate changes by +1.31%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00637,Personal Care,Stable,Low,Supplier,0.95,30,563,2554,7965,0.9974,0.0041,512,17.14,14819.7,0.9,439.0,2430.0,7965.0,30.0,0.9998,0.0014,35.0,16.95,9949.16,24.0,191160.0,0.125,0.12,477.0,-4870.53,4870.53,-0.19,0.0025,-124.0,Maintain current inventory policy,0.0025,0.9316,-0.0111,0.0,0.0,-0.2202,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0247,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0924,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1291,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 477 units while reducing modeled cost by $4,871. Fill rate changes by +0.25%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00321,Personal Care,Seasonal,Low,Supplier,0.95,30,369,1633,3613,0.9948,0.0055,459,18.48,9640.78,0.9,288.0,1552.0,5419.0,45.0,1.0,0.0,0.0,25.64,6576.18,16.0,86704.0,0.0625,0.12,459.0,-3064.6,3064.6,7.16,0.0052,-81.0,Increase order quantity to reduce ordering frequency,0.0052,1.0,0.3874,1806.0,0.4999,-0.2195,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0123,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0922,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1268,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 459 units while reducing modeled cost by $3,065. Fill rate changes by +0.52%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00069,Electronics,Seasonal,Low,Supplier,0.95,30,84,365,804,0.9834,0.0164,325,17.56,4790.84,0.9,65.0,346.0,1205.0,45.0,0.9941,0.0055,115.0,24.89,2883.54,16.0,19280.0,0.0,0.0,210.0,-1907.3,1907.3,7.33,0.0107,-19.0,Increase order quantity to reduce ordering frequency,0.0107,0.6462,0.4174,401.0,0.4988,-0.2262,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0915,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1117,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 210 units while reducing modeled cost by $1,907. Fill rate changes by +1.07%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00644,Home Appliances,Seasonal,Low,Supplier,0.95,30,94,413,911,0.9862,0.0123,306,17.72,4736.67,0.9,73.0,392.0,1367.0,45.0,0.9963,0.0041,82.0,25.23,2753.15,16.0,21872.0,0.0625,0.12,224.0,-1983.52,1983.52,7.51,0.0101,-21.0,Increase order quantity to reduce ordering frequency,0.0101,0.732,0.4238,456.0,0.5005,-0.2234,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0123,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0915,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1137,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 224 units while reducing modeled cost by $1,984. Fill rate changes by +1.01%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01803,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,64,281,619,0.9845,0.0164,233,17.9,3668.32,0.9,50.0,267.0,928.0,45.0,0.9961,0.0068,59.0,24.94,2018.62,16.0,14848.0,0.0,0.0,174.0,-1649.69,1649.69,7.04,0.0116,-14.0,Increase order quantity to reduce ordering frequency,0.0116,0.7468,0.3933,309.0,0.4992,-0.2188,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0915,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1097,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 174 units while reducing modeled cost by $1,650. Fill rate changes by +1.16%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00658,Home Appliances,Seasonal,Low,Supplier,0.95,30,36,159,351,0.9821,0.0219,153,17.8,2546.8,0.9,28.0,151.0,527.0,45.0,0.994,0.0068,51.0,25.81,1514.42,16.0,8432.0,0.125,0.31,102.0,-1032.38,1032.38,8.01,0.0119,-8.0,Increase order quantity to reduce ordering frequency,0.0119,0.6667,0.45,176.0,0.5014,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0638,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0914,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1121,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 102 units while reducing modeled cost by $1,032. Fill rate changes by +1.19%.",Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00275,Personal Care,Seasonal,Low,Supplier,0.95,30,158,699,1545,0.9842,0.0164,593,17.56,8338.41,0.9,123.0,664.0,1545.0,30.0,0.9919,0.0082,306.0,16.87,5397.25,24.0,37080.0,0.0833,0.17,287.0,-2941.16,2941.16,-0.69,0.0076,-35.0,Maintain current inventory policy,0.0076,0.484,-0.0393,0.0,0.0,-0.2215,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0233,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0913,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1183,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 287 units while reducing modeled cost by $2,941. Fill rate changes by +0.76%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
