scenario,product_id,category,demand_class,fill_rate,stockout_rate,lost_sales,average_inventory,inventory_days,purchase_orders,purchase_quantity,supplier_delay_rate,average_actual_lead_time,average_supplier_delay
Safety Stock +20%,P00874,Home Appliances,Seasonal,0.9676578786020846,0.038356164383561646,422,289.8712328767123,16.217504598405885,23,12328,0.13043478260869565,11.173913043478262,0.5217391304347826
Safety Stock +20%,P00875,Electronics,Trending,0.9721736960319441,0.03287671232876712,223,173.92328767123288,15.842775143498878,24,7896,0.0,9.0,0.0
Safety Stock +20%,P00876,Electronics,Stable,0.9883713737861075,0.015068493150684932,188,354.8808219178082,16.024185068349105,24,15936,0.041666666666666664,7.583333333333333,0.08333333333333333
Safety Stock +20%,P00877,Office Supplies,Trending,0.9832977189640081,0.02054794520547945,5190,6758.0,15.876306575356574,24,306480,0.125,9.0,0.20833333333333334
Safety Stock +20%,P00878,Office Supplies,Stable,0.9863166835630326,0.023287671232876714,4994,7626.858904109589,15.254971641504783,24,359976,0.041666666666666664,8.208333333333334,0.08333333333333333
Safety Stock +20%,P00879,Electronics,Stable,0.9907076483202287,0.012328767123287671,65,150.67945205479452,15.724946390278772,24,6888,0.0,8.125,0.0
Safety Stock +20%,P00880,Electronics,Seasonal,0.971200309258424,0.031506849315068496,447,357.74383561643833,16.825784421106885,24,15312,0.08333333333333333,10.375,0.20833333333333334
Safety Stock +20%,P00881,Electronics,Seasonal,0.9730046948356808,0.028767123287671233,69,59.06301369863014,16.868544600938968,24,2520,0.20833333333333334,10.416666666666666,0.3333333333333333
Safety Stock +20%,P00882,Office Supplies,Intermittent,0.9970259860562625,0.0027397260273972603,61,783.4890410958905,27.884891034079278,25,21075,0.12,17.92,0.48
Safety Stock +20%,P00883,Electronics,Volatile,0.9525101763907734,0.043835616438356165,70,32.88904109589041,16.288331071913163,23,1403,0.17391304347826086,17.0,0.5217391304347826
Safety Stock +20%,P00884,Electronics,Stable,0.9971337722244614,0.00684931506849315,64,510.6082191780822,16.693268843208383,24,22032,0.125,6.916666666666667,0.125
Safety Stock +20%,P00885,Office Supplies,Stable,0.9910915726609157,0.01643835616438356,2685,6498.106849315069,15.738613138686134,24,297264,0.041666666666666664,7.541666666666667,0.08333333333333333
Safety Stock +20%,P00886,Electronics,Stable,0.9797541576283442,0.02054794520547945,364,395.12602739726026,16.043272707047112,24,17736,0.125,7.916666666666667,0.20833333333333334
Safety Stock +20%,P00887,Office Supplies,Trending,0.9837748425917565,0.02054794520547945,3953,5436.861643835617,16.29045617606738,24,240288,0.0,8.333333333333334,0.0
Safety Stock +20%,P00888,Electronics,Volatile,0.9584250744722186,0.04657534246575343,321,176.91780821917808,16.72710788757933,23,7291,0.2608695652173913,16.17391304347826,0.9130434782608695
Safety Stock +20%,P00889,Electronics,Stable,0.990154109589041,0.012328767123287671,46,102.47123287671234,16.011130136986303,24,4608,0.08333333333333333,7.708333333333333,0.16666666666666666
Safety Stock +20%,P00890,Electronics,Volatile,0.9632075471698113,0.038356164383561646,273,175.3890410958904,17.255256064690027,23,7015,0.21739130434782608,15.26086956521739,0.7391304347826086
Safety Stock +20%,P00891,Office Supplies,Intermittent,0.9963418150364016,0.0027397260273972603,203,1999.8931506849315,26.30869314495783,25,57000,0.16,19.4,0.92
Safety Stock +20%,P00892,Accessories,Volatile,0.9677034228956146,0.036986301369863014,5248,3711.123287671233,16.672123278397972,24,160272,0.125,15.583333333333334,0.4166666666666667
Safety Stock +20%,P00893,Accessories,Stable,0.9889388933196612,0.01643835616438356,1165,2318.178082191781,16.06727811325054,24,103872,0.125,7.458333333333333,0.20833333333333334
Safety Stock +20%,P00894,Home Appliances,Stable,0.9900609169605643,0.009589041095890411,31,71.18082191780822,16.659826867585764,24,3072,0.041666666666666664,7.125,0.041666666666666664
Safety Stock +20%,P00895,Office Supplies,Intermittent,0.9813502813086059,0.009589041095890411,179,326.76849315068495,24.853198583038132,24,9456,0.3333333333333333,21.041666666666668,1.4583333333333333
Safety Stock +20%,P00896,Electronics,Stable,0.9769420807027175,0.021917808219178082,84,79.93013698630136,16.016744441394454,24,3600,0.16666666666666666,7.875,0.25
Safety Stock +20%,P00897,Home Appliances,Volatile,0.9666366996304065,0.03972602739726028,334,226.8027397260274,16.53840775147338,24,9864,0.125,16.083333333333332,0.3333333333333333
Safety Stock +20%,P00898,Accessories,Trending,0.9874353486713038,0.019178082191780823,2818,4967.694520547945,16.169150169431067,24,221208,0.125,8.5,0.16666666666666666
Safety Stock +20%,P00899,Electronics,Seasonal,0.9874712883691794,0.015068493150684932,180,324.972602739726,16.512145889886543,24,14160,0.041666666666666664,10.708333333333334,0.08333333333333333
Safety Stock +20%,P00900,Electronics,Trending,0.9782419073463849,0.021917808219178082,449,476.172602739726,16.844640434192673,24,20352,0.0,8.125,0.0
Safety Stock +20%,P00901,Electronics,Stable,0.9907776891017115,0.0136986301369863,104,243.65616438356165,15.772723241996985,24,11112,0.08333333333333333,8.041666666666666,0.125
Safety Stock +20%,P00902,Electronics,Stable,0.9927015371005198,0.012328767123287671,66,201.81917808219177,16.291938515979208,24,8928,0.0,7.333333333333333,0.0
Safety Stock +20%,P00903,Electronics,Volatile,0.9881016765819362,0.012328767123287671,44,90.68219178082192,17.901027582477017,24,3648,0.125,14.5,0.4166666666666667
Safety Stock +20%,P00904,Personal Care,Trending,0.9708511659951147,0.031506849315068496,6981,5214.972602739726,15.895655441658493,23,226366,0.13043478260869565,9.173913043478262,0.21739130434782608
Safety Stock +20%,P00905,Home Appliances,Stable,0.9841957255343082,0.019178082191780823,281,391.5602739726027,16.076434195725533,24,17544,0.16666666666666666,7.416666666666667,0.25
Safety Stock +20%,P00906,Accessories,Trending,0.9849087069929201,0.01780821917808219,729,1076.0479452054794,16.261230488966174,24,47640,0.08333333333333333,8.625,0.25
Safety Stock +20%,P00907,Accessories,Stable,0.9890612847256846,0.01643835616438356,1097,2144.32602739726,15.60893843607283,24,98904,0.041666666666666664,7.833333333333333,0.08333333333333333
Safety Stock +20%,P00908,Home Appliances,Volatile,0.9620447939818773,0.043835616438356165,444,262.8013698630137,16.399811933663873,23,11063,0.08695652173913043,16.17391304347826,0.21739130434782608
Safety Stock +20%,P00909,Home Appliances,Stable,0.9845918933925597,0.021917808219178082,222,311.72739726027396,15.794072737368127,24,14208,0.0,7.833333333333333,0.0
Safety Stock +20%,P00910,Home Appliances,Volatile,0.9824709016968167,0.021917808219178082,375,504.77260273972604,17.224512691067172,24,21096,0.125,14.875,0.5833333333333334
Safety Stock +20%,P00911,Personal Care,Seasonal,0.9758085910332613,0.0273972602739726,3374,3093.6164383561645,16.19218332126392,24,137568,0.08333333333333333,11.25,0.20833333333333334
Safety Stock +20%,P00912,Home Appliances,Seasonal,0.9805322238794254,0.023287671232876714,248,281.8232876712329,16.14969777847555,24,12576,0.08333333333333333,11.041666666666666,0.125
Safety Stock +20%,P00913,Personal Care,Stable,0.9895989875820612,0.01643835616438356,263,557.345205479452,16.090405758127027,24,24936,0.0,7.208333333333333,0.0
Safety Stock +20%,P00914,Home Appliances,Seasonal,0.9806542384804784,0.019178082191780823,55,64.53972602739726,16.571931058740766,24,2808,0.125,10.875,0.3333333333333333
Safety Stock +20%,P00915,Personal Care,Stable,0.9916872151236643,0.0136986301369863,445,1173.7904109589042,16.00663154748562,24,52800,0.16666666666666666,7.291666666666667,0.20833333333333334
Safety Stock +20%,P00916,Home Appliances,Volatile,0.9731182795698925,0.0273972602739726,60,51.843835616438355,16.956093189964157,24,2208,0.20833333333333334,15.5,0.75
Safety Stock +20%,P00917,Home Appliances,Volatile,0.970380564863571,0.03424657534246575,495,371.6876712328767,16.235758736237436,24,16488,0.20833333333333334,16.041666666666668,0.75
Safety Stock +20%,P00918,Accessories,Stable,0.9823537034903813,0.02054794520547945,2451,3056.9931506849316,16.066733383250778,24,136992,0.041666666666666664,7.416666666666667,0.08333333333333333
Safety Stock +20%,P00919,Office Supplies,Stable,0.9874619405986097,0.01780821917808219,873,1497.4561643835616,15.699761590164876,24,68664,0.041666666666666664,7.583333333333333,0.08333333333333333
Safety Stock +20%,P00920,Electronics,Trending,0.9775477340694732,0.021917808219178082,488,481.0931506849315,16.158178053830227,24,21432,0.08333333333333333,8.625,0.08333333333333333
Safety Stock +20%,P00921,Accessories,Stable,0.991117462452365,0.0136986301369863,317,788.7356164383561,16.133630351939026,24,35208,0.041666666666666664,7.208333333333333,0.041666666666666664
Safety Stock +20%,P00922,Personal Care,Stable,0.989053989053989,0.0136986301369863,842,1695.7150684931507,16.092352092352094,24,75864,0.16666666666666666,7.25,0.20833333333333334
Safety Stock +20%,P00923,Accessories,Stable,0.9960616503199909,0.00410958904109589,208,1197.0383561643835,16.545575036922028,24,52080,0.0,6.875,0.0
Safety Stock +20%,P00924,Office Supplies,Trending,0.9765485450878709,0.0273972602739726,4477,4278.334246575342,16.359885807076815,24,188280,0.08333333333333333,8.5,0.25
Safety Stock +20%,P00925,Home Appliances,Stable,0.9925121127587726,0.009589041095890411,51,151.33013698630137,16.219497871090883,24,6720,0.0,7.333333333333333,0.0
Safety Stock +20%,P00926,Electronics,Volatile,0.9772338702420589,0.021917808219178082,253,274.76575342465753,18.049041662917304,24,10968,0.20833333333333334,14.416666666666666,0.7916666666666666
Safety Stock +20%,P00927,Home Appliances,Volatile,0.9686998394863563,0.036986301369863014,312,233.67397260273972,17.112961476725523,24,9840,0.08333333333333333,15.208333333333334,0.20833333333333334
Safety Stock +20%,P00928,Personal Care,Trending,0.9737022569608887,0.030136986301369864,6941,5694.549315068493,15.749930855235492,24,260328,0.16666666666666666,9.125,0.2916666666666667
Safety Stock +20%,P00929,Personal Care,Trending,0.9712575964281285,0.03561643835616438,927,720.3739726027397,16.305128364132457,23,30475,0.13043478260869565,8.695652173913043,0.34782608695652173
Safety Stock +20%,P00930,Home Appliances,Volatile,0.9803422756706753,0.021917808219178082,85,109.12739726027397,18.423450508788157,24,4272,0.08333333333333333,14.291666666666666,0.4166666666666667
Safety Stock +20%,P00931,Electronics,Seasonal,0.9847775175644028,0.015068493150684932,39,58.723287671232875,16.73224043715847,24,2520,0.08333333333333333,10.25,0.3333333333333333
Safety Stock +20%,P00932,Accessories,Volatile,0.9610956875809735,0.03972602739726028,5255,3093.0109589041094,16.715883768276882,23,127673,0.043478260869565216,15.956521739130435,0.13043478260869565
Safety Stock +20%,P00933,Accessories,Stable,0.9954462659380692,0.00684931506849315,80,392.47123287671235,16.308287795992715,24,17328,0.041666666666666664,7.166666666666667,0.08333333333333333
Safety Stock +20%,P00934,Personal Care,Seasonal,0.9862843409439357,0.0136986301369863,2648,4506.128767123288,17.038256743877675,24,190416,0.041666666666666664,9.916666666666666,0.08333333333333333
Safety Stock +20%,P00935,Electronics,Stable,0.9915393461475275,0.010958904109589041,103,272.4,16.334154756037456,24,12000,0.041666666666666664,7.333333333333333,0.08333333333333333
Safety Stock +20%,P00936,Home Appliances,Seasonal,0.9707274039618253,0.030136986301369864,365,285.5150684931507,16.715534525623546,24,12288,0.041666666666666664,10.791666666666666,0.16666666666666666
Safety Stock +20%,P00937,Electronics,Trending,0.9885598923283984,0.012328767123287671,170,343.64520547945204,16.88162853297443,24,14664,0.08333333333333333,8.041666666666666,0.125
Safety Stock +20%,P00938,Accessories,Volatile,0.9667157043030526,0.03561643835616438,1448,971.8027397260274,16.306914306730416,24,42912,0.125,15.916666666666666,0.4166666666666667
Safety Stock +20%,P00939,Electronics,Stable,0.9875089221984297,0.01643835616438356,70,123.90547945205479,16.14043540328337,24,5520,0.041666666666666664,7.625,0.041666666666666664
Safety Stock +20%,P00940,Personal Care,Seasonal,0.9840946410806535,0.019178082191780823,1327,1869.6260273972603,16.358751543191378,24,82296,0.041666666666666664,10.625,0.041666666666666664
Safety Stock +20%,P00941,Home Appliances,Volatile,0.9697640117994101,0.036986301369863014,410,311.8082191780822,16.78613569321534,24,13368,0.25,15.875,0.875
Safety Stock +20%,P00942,Personal Care,Stable,0.9804203957068889,0.024657534246575342,1142,1252.7945205479452,15.679799746253815,24,57528,0.041666666666666664,7.583333333333333,0.08333333333333333
Safety Stock +20%,P00943,Office Supplies,Intermittent,0.9833979969322386,0.00684931506849315,368,753.0205479452055,24.799467653162502,24,21864,0.375,20.708333333333332,1.5
Safety Stock +20%,P00944,Accessories,Trending,0.9806654637063382,0.021917808219178082,4436,5238.580821917808,16.667817324372148,24,226296,0.041666666666666664,8.083333333333334,0.125
Safety Stock +20%,P00945,Electronics,Volatile,0.9680577022153529,0.028767123287671233,62,45.24931506849315,17.018031942297785,24,1920,0.08333333333333333,15.791666666666666,0.3333333333333333
Safety Stock +20%,P00946,Electronics,Volatile,0.9854720148173873,0.019178082191780823,251,414.3684931506849,17.50819007929617,24,17040,0.125,14.791666666666666,0.2916666666666667
Safety Stock +20%,P00947,Electronics,Seasonal,0.9564552661381653,0.04657534246575343,769,381.3493150684931,15.763590033975083,23,16698,0.043478260869565216,11.91304347826087,0.13043478260869565
Safety Stock +20%,P00948,Accessories,Stable,0.9929057242344366,0.0136986301369863,436,1343.6931506849314,15.960428259949882,24,60624,0.041666666666666664,7.458333333333333,0.08333333333333333
Safety Stock +20%,P00949,Accessories,Stable,0.9907476635514019,0.0136986301369863,297,702.7780821917809,15.982180685358257,24,31656,0.0,7.458333333333333,0.0
Safety Stock +20%,P00950,Personal Care,Trending,0.9863674573297759,0.01643835616438356,746,1242.9301369863015,16.580881546727095,24,53976,0.0,8.041666666666666,0.0
Safety Stock +20%,P00951,Personal Care,Stable,0.991995390146438,0.0136986301369863,1278,3439.131506849315,15.724648937103058,24,157464,0.041666666666666664,7.625,0.08333333333333333
Safety Stock +20%,P00952,Office Supplies,Stable,0.9893004987124744,0.015068493150684932,2626,5436.624657534247,16.17040972652303,24,242064,0.0,7.208333333333333,0.0
Safety Stock +20%,P00953,Electronics,Trending,0.9722967370628689,0.0273972602739726,568,450.9876712328767,16.057211139833196,23,19389,0.13043478260869565,9.0,0.21739130434782608
Safety Stock +20%,P00954,Accessories,Volatile,0.9909178151310387,0.010958904109589041,1836,4789.690410958904,17.296091098865222,24,199392,0.16666666666666666,14.791666666666666,0.5
Safety Stock +20%,P00955,Home Appliances,Seasonal,0.9903644224830143,0.012328767123287671,156,361.31369863013697,16.29147621988882,24,15960,0.041666666666666664,10.75,0.041666666666666664
Safety Stock +20%,P00956,Home Appliances,Volatile,0.9721140045109699,0.028767123287671233,136,114.5054794520548,17.13942997744515,24,4800,0.125,15.333333333333334,0.5416666666666666
Safety Stock +20%,P00957,Personal Care,Trending,0.9807643344536103,0.023287671232876714,1511,1771.309589041096,16.461146756288827,24,77472,0.0,8.25,0.0
Safety Stock +20%,P00958,Electronics,Seasonal,0.9653254118282474,0.038356164383561646,642,418.5342465753425,16.50175533351337,23,17503,0.13043478260869565,11.130434782608695,0.34782608695652173
Safety Stock +20%,P00959,Electronics,Trending,0.9865543735224587,0.01643835616438356,91,151.34931506849315,16.3246158392435,24,6672,0.08333333333333333,8.458333333333334,0.16666666666666666
Safety Stock +20%,P00960,Office Supplies,Intermittent,0.9931918301962355,0.005479452054794521,119,584.0698630136986,24.39332913782253,25,17950,0.36,20.12,1.68
Safety Stock +20%,P00961,Electronics,Trending,0.9939189922901509,0.005479452054794521,112,427.99041095890414,16.963459659029212,24,18168,0.125,7.875,0.20833333333333334
Safety Stock +20%,P00962,Personal Care,Seasonal,0.9851388191758442,0.01643835616438356,1510,2335.4246575342468,16.778962079384296,24,100224,0.20833333333333334,10.333333333333334,0.6666666666666666
Safety Stock +20%,P00963,Electronics,Trending,0.9745881963413625,0.028767123287671233,614,527.8547945205479,15.947934773611454,24,23832,0.125,9.125,0.25
Safety Stock +20%,P00964,Home Appliances,Stable,0.9913575322430528,0.010958904109589041,130,332.9082191780822,16.156295705358332,24,14832,0.041666666666666664,7.375,0.041666666666666664
Safety Stock +20%,P00965,Home Appliances,Volatile,0.9560961139127855,0.04794520547945205,148,72.52465753424657,15.705428656185108,23,3197,0.2608695652173913,17.304347826086957,0.9130434782608695
Safety Stock +20%,P00966,Home Appliances,Seasonal,0.9741379310344828,0.028767123287671233,552,488.5342465753425,16.708676911544227,24,21048,0.125,10.791666666666666,0.3333333333333333
Safety Stock +20%,P00967,Office Supplies,Intermittent,0.9959118556187058,0.0027397260273972603,164,1448.7602739726028,26.363421078871273,25,41225,0.36,18.72,1.16
Safety Stock +20%,P00968,Home Appliances,Volatile,0.9558893093661306,0.049315068493150684,373,200.07945205479453,17.27270577105014,23,8004,0.13043478260869565,15.652173913043478,0.5652173913043478
Safety Stock +20%,P00969,Personal Care,Trending,0.9862550960978451,0.023287671232876714,1652,2625.880821917808,15.948855978034777,24,118536,0.0,8.541666666666666,0.0
Safety Stock +20%,P00970,Personal Care,Seasonal,0.9726244869511346,0.030136986301369864,707,586.4849315068493,16.57763494153179,24,25464,0.08333333333333333,10.625,0.2916666666666667
Safety Stock +20%,P00971,Office Supplies,Trending,0.9877076815472825,0.015068493150684932,2935,5310.919178082192,16.237465813952515,24,235488,0.125,8.416666666666666,0.3333333333333333
Safety Stock +20%,P00972,Accessories,Stable,0.9903437748871782,0.0136986301369863,291,637.5095890410959,15.442726307406424,24,29712,0.0,8.083333333333334,0.0
Safety Stock +20%,P00973,Office Supplies,Intermittent,0.9825185384021743,0.00821917808219178,1042,1986.8986301369864,24.333724792806095,24,58800,0.3333333333333333,20.541666666666668,1.7916666666666667
Safety Stock +20%,P00974,Electronics,Stable,0.9953797610998423,0.00821917808219178,41,201.92602739726027,16.61099842235745,24,8760,0.0,7.125,0.0
Safety Stock +20%,P00975,Electronics,Volatile,0.9736715266899626,0.031506849315068496,437,364.15205479452055,16.015845282564165,24,16368,0.20833333333333334,16.458333333333332,0.7916666666666666
Safety Stock +20%,P00976,Home Appliances,Volatile,0.9793865985109457,0.021917808219178082,371,421.12602739726026,17.080897877541947,24,17760,0.2916666666666667,15.291666666666666,1.0833333333333333
Safety Stock +20%,P00977,Personal Care,Seasonal,0.9891764999169022,0.0136986301369863,521,1099.7575342465752,16.67822419810537,24,47472,0.125,10.125,0.16666666666666666
Safety Stock +20%,P00978,Electronics,Seasonal,0.9668539325842697,0.03287671232876712,295,195.85068493150686,16.064157303370788,23,8418,0.13043478260869565,11.478260869565217,0.34782608695652173
Safety Stock +20%,P00979,Personal Care,Trending,0.9838255528927201,0.02054794520547945,1775,2380.7246575342465,15.836642640398757,24,108240,0.08333333333333333,9.166666666666666,0.125
Safety Stock +20%,P00980,Personal Care,Stable,0.9889614191841426,0.01643835616438356,509,1006.6506849315068,15.93665285940448,24,45480,0.041666666666666664,7.333333333333333,0.041666666666666664
Safety Stock +20%,P00981,Home Appliances,Volatile,0.9749383054565396,0.030136986301369864,457,421.74657534246575,16.883740060323554,24,17976,0.125,15.458333333333334,0.5
Safety Stock +20%,P00982,Office Supplies,Trending,0.9755173095707514,0.028767123287671233,8171,7356.3835616438355,16.090559886860067,24,329184,0.08333333333333333,9.083333333333334,0.20833333333333334
Safety Stock +20%,P00983,Electronics,Volatile,0.9603068072866731,0.03424657534246575,207,119.84109589041095,16.775455417066155,23,4922,0.21739130434782608,15.652173913043478,0.6956521739130435
Safety Stock +20%,P00984,Electronics,Seasonal,0.9654901960784313,0.03972602739726028,308,192.6013698630137,15.753389355742296,23,8441,0.08695652173913043,11.652173913043478,0.21739130434782608
Safety Stock +20%,P00985,Office Supplies,Trending,0.9868088231294367,0.015068493150684932,970,1674.7917808219179,16.626295319172083,24,72528,0.08333333333333333,8.125,0.125
Safety Stock +20%,P00986,Personal Care,Seasonal,0.9880519304888769,0.01643835616438356,1767,3388.639726027397,16.72666846980864,24,145872,0.125,10.166666666666666,0.25
Safety Stock +20%,P00987,Office Supplies,Stable,0.9859708888200681,0.019178082191780823,906,1406.123287671233,15.894549396097863,24,63696,0.041666666666666664,7.333333333333333,0.08333333333333333
Safety Stock +20%,P00988,Home Appliances,Stable,0.9827437446074202,0.024657534246575342,380,468.3821917808219,15.526951546251306,24,21720,0.125,8.25,0.16666666666666666
Safety Stock +20%,P00989,Electronics,Volatile,0.9746670444885237,0.0273972602739726,447,419.77260273972604,17.366619438934542,24,17400,0.20833333333333334,14.958333333333334,0.7916666666666666
Safety Stock +20%,P00990,Accessories,Volatile,0.9960115606936416,0.00684931506849315,345,2065.409589041096,17.430624277456648,24,85320,0.041666666666666664,14.583333333333334,0.16666666666666666
Safety Stock +20%,P00991,Office Supplies,Trending,0.9897693121993847,0.015068493150684932,2880,6416.238356164384,16.63855832557743,24,277656,0.08333333333333333,8.041666666666666,0.125
Safety Stock +20%,P00992,Office Supplies,Intermittent,0.9630179291412885,0.015068493150684932,4311,3925.219178082192,24.581024277258297,24,114984,0.25,20.5,0.9583333333333334
Safety Stock +20%,P00993,Home Appliances,Seasonal,0.9672980286045613,0.03424657534246575,423,293.4027397260274,16.55848473134905,23,12236,0.21739130434782608,10.826086956521738,0.34782608695652173
Safety Stock +20%,P00994,Personal Care,Seasonal,0.9748097412480974,0.024657534246575342,1324,1197.4630136986302,16.63143074581431,24,51840,0.08333333333333333,10.625,0.25
Safety Stock +20%,P00995,Home Appliances,Seasonal,0.983065198983912,0.01643835616438356,160,214.56849315068493,16.57864098221846,24,9312,0.125,10.458333333333334,0.25
Safety Stock +20%,P00996,Electronics,Stable,0.9885462092155729,0.015068493150684932,218,428.66301369863015,16.44112856617454,24,18768,0.0,7.25,0.0
Safety Stock +20%,P00997,Accessories,Volatile,0.9886469184492934,0.01643835616438356,1589,3460.9821917808217,18.05144967919864,24,138048,0.16666666666666666,13.916666666666666,0.4166666666666667
Safety Stock +20%,P00998,Electronics,Stable,0.9745577419996024,0.030136986301369864,384,323.4849315068493,15.645928576161134,24,14880,0.125,8.166666666666666,0.20833333333333334
Safety Stock +20%,P00999,Accessories,Stable,0.9872730675650384,0.01780821917808219,2108,3546.535616438356,15.630768023280385,24,163368,0.08333333333333333,7.666666666666667,0.125
Safety Stock +20%,P01000,Home Appliances,Volatile,0.9854995918759303,0.01780821917808219,302,495.8821917808219,17.38099582273011,24,20544,0.125,14.833333333333334,0.4583333333333333
Safety Stock +20%,P01001,Electronics,Seasonal,0.9714815899990233,0.03287671232876712,584,438.62191780821917,15.63599960933685,24,20208,0.08333333333333333,11.75,0.16666666666666666
Safety Stock +20%,P01002,Personal Care,Trending,0.984595789676055,0.02054794520547945,641,912.5561643835616,16.00898779198308,24,41040,0.0,8.625,0.0
Safety Stock +20%,P01003,Accessories,Trending,0.9827942647549183,0.021917808219178082,2322,3016.6972602739725,16.31795042792042,24,133104,0.125,8.666666666666666,0.2916666666666667
Safety Stock +20%,P01004,Office Supplies,Stable,0.9960715938566186,0.005479452054794521,1095,6343.178082191781,16.61238649776314,24,274920,0.041666666666666664,6.708333333333333,0.041666666666666664
Safety Stock +20%,P01005,Accessories,Trending,0.9904783104705195,0.0136986301369863,1711,4170.635616438356,16.94295333759982,24,177240,0.041666666666666664,7.666666666666667,0.08333333333333333
Safety Stock +20%,P01006,Office Supplies,Trending,0.9862863988398609,0.019178082191780823,3915,6164.775342465753,15.763761765148885,24,281568,0.125,8.875,0.25
Safety Stock +20%,P01007,Office Supplies,Intermittent,0.9901296690536094,0.00410958904109589,255,958.3301369863013,27.078807818850393,25,26550,0.04,18.72,0.16
Safety Stock +20%,P01008,Accessories,Trending,0.9702797659133503,0.030136986301369864,5693,4135.331506849315,15.759565237819297,23,181056,0.13043478260869565,9.391304347826088,0.30434782608695654
Safety Stock +20%,P01009,Electronics,Stable,0.9854784285369969,0.01780821917808219,241,369.03561643835616,16.232586165341047,24,16368,0.0,7.458333333333333,0.0
Safety Stock +20%,P01010,Personal Care,Trending,0.9864601996416688,0.01643835616438356,529,871.5712328767123,16.28479651906834,24,38544,0.041666666666666664,8.375,0.08333333333333333
Safety Stock +20%,P01011,Electronics,Stable,0.9906774394033562,0.009589041095890411,105,252.2890410958904,16.351860072804758,24,11112,0.0,7.25,0.0
Safety Stock +20%,P01012,Accessories,Volatile,0.9786954293227553,0.024657534246575342,956,1032.813698630137,16.801952176141555,24,44256,0.08333333333333333,15.416666666666666,0.25
Safety Stock +20%,P01013,Accessories,Stable,0.9953847493541552,0.009589041095890411,318,1538.9671232876713,16.304983890162838,24,67968,0.08333333333333333,7.125,0.08333333333333333
Safety Stock +20%,P01014,Electronics,Trending,0.9847764034253093,0.01643835616438356,32,46.706849315068496,16.220742150333017,24,2064,0.16666666666666666,8.791666666666666,0.4166666666666667
Safety Stock +20%,P01015,Office Supplies,Intermittent,0.9734497967655453,0.010958904109589041,1535,1913.1041095890412,24.155772723341695,24,57024,0.375,21.583333333333332,1.75
Safety Stock +20%,P01016,Accessories,Trending,0.9790791934392351,0.023287671232876714,2875,3078.3986301369864,16.35265566899282,24,135552,0.125,8.666666666666666,0.16666666666666666
Safety Stock +20%,P01017,Electronics,Seasonal,0.9645658263305322,0.03561643835616438,506,325.9780821917808,16.664145658263305,23,13501,0.08695652173913043,10.869565217391305,0.17391304347826086
Safety Stock +20%,P01018,Personal Care,Seasonal,0.9810823008905812,0.024657534246575342,2976,3389.3123287671233,15.727867372690113,24,155160,0.125,11.333333333333334,0.25
Safety Stock +20%,P01019,Accessories,Trending,0.9754957948291973,0.026027397260273973,4956,4550.489041095891,16.424428062160388,24,199488,0.0,8.625,0.0
Safety Stock +20%,P01020,Electronics,Trending,0.9780137600957224,0.023287671232876714,147,142.27534246575343,15.534101106790308,24,6600,0.08333333333333333,9.541666666666666,0.20833333333333334
Safety Stock +20%,P01021,Office Supplies,Intermittent,1.0,0.0,0,813.5452054794521,25.71388985105646,25,23725,0.2,19.0,1.12
Safety Stock +20%,P01022,Home Appliances,Volatile,0.9695232027184878,0.03424657534246575,574,444.3931506849315,17.22454072422215,24,18576,0.16666666666666666,15.25,0.5416666666666666
Safety Stock +20%,P01023,Accessories,Trending,0.9666296610722915,0.03424657534246575,1533,993.7917808219178,15.791985023618276,23,43424,0.13043478260869565,9.565217391304348,0.17391304347826086
Safety Stock +20%,P01024,Accessories,Stable,0.9924513631283106,0.012328767123287671,1398,4037.254794520548,15.913671240125487,24,182664,0.041666666666666664,7.5,0.08333333333333333
Safety Stock +20%,P01025,Accessories,Trending,0.9691279795287137,0.03424657534246575,6358,4564.991780821918,16.181075713654483,23,194672,0.043478260869565216,8.91304347826087,0.13043478260869565
Safety Stock +20%,P01026,Personal Care,Seasonal,0.9907482132902915,0.010958904109589041,1112,2728.372602739726,16.570948391337264,24,118536,0.041666666666666664,10.291666666666666,0.041666666666666664
Safety Stock +20%,P01027,Accessories,Trending,0.9941546224236723,0.009589041095890411,1367,5210.013698630137,16.2631916531258,24,230664,0.08333333333333333,8.625,0.16666666666666666
Safety Stock +20%,P01028,Accessories,Stable,0.988488468689426,0.01643835616438356,291,551.7232876712329,15.932513153210175,24,24936,0.041666666666666664,7.583333333333333,0.08333333333333333
Safety Stock +20%,P01029,Home Appliances,Seasonal,0.9775079872204473,0.026027397260273973,176,183.05068493150685,17.07693290734824,24,7728,0.041666666666666664,10.458333333333334,0.041666666666666664
Safety Stock +20%,P01030,Accessories,Volatile,0.9831651550059786,0.019178082191780823,2309,3270.2520547945205,17.405611128933476,24,135288,0.08333333333333333,14.708333333333334,0.4166666666666667
Safety Stock +20%,P01031,Electronics,Trending,0.9815658867618758,0.019178082191780823,182,215.88219178082193,15.96211891015902,24,9744,0.08333333333333333,8.875,0.08333333333333333
Safety Stock +20%,P01032,Personal Care,Seasonal,0.9826767175270035,0.021917808219178082,3716,4823.908219178083,16.41634150548462,24,211560,0.08333333333333333,10.458333333333334,0.16666666666666666
