product_id,demand_class,behavioral_class,selected_model,validation_wape,validation_mae,validation_rmse,validation_mape,validation_bias,validation_windows,history_days,total_demand,average_daily_demand,demand_std,zero_demand_rate,forecast_start,forecast_end,forecast_rows,model_version,registry_stage,model_family,training_data_sha256,training_code_sha256,forecast_artifact_sha256,registered_at_utc,retrain_policy
P00154,Stable,Continuous,HoltWinters7,0.043969504746238,7.508659789990083,9.492971779663373,0.044416151334924,-0.0004282197981981,3,730,135020.0,184.95890410958904,21.041104429543022,0.0,2027-01-01,2027-01-30,30,fb2e6cabf2209064,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00155,Trending,Continuous,HoltWinters7,0.1068729080579524,31.458165654970102,39.57267066680304,0.1016823797536059,-0.073335016021153,3,730,177283.0,242.85342465753425,46.75009175168121,0.0,2027-01-01,2027-01-30,30,7d131d5884537695,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00156,Stable,Continuous,HoltWinters7,0.1368349735174697,1.974038182817772,2.3024256422743656,0.1401862663103714,-0.0292330936007803,3,730,9318.0,12.764383561643836,2.2003472642133857,0.0,2027-01-01,2027-01-30,30,11a951b45dd1c839,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00157,Trending,Continuous,HoltWinters7,0.0832363251415821,8.411213341685707,10.180485094667125,0.080899240691097,-0.0644539382297344,3,730,66625.0,91.26712328767124,15.534329034253462,0.0,2027-01-01,2027-01-30,30,ea525665c7ec2813,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00158,Stable,Continuous,HoltWinters7,0.0387631212094452,9.070903379246694,11.51525050061072,0.0390795477614553,-0.0065887835781163,3,730,181610.0,248.78082191780825,26.90140845943391,0.0,2027-01-01,2027-01-30,30,688fffe35c72e2b9,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00159,Trending,Continuous,HoltWinters7,0.140431862540639,2.654604872475457,3.378675389703531,0.1347181967628631,-0.0490949116546171,3,730,11421.0,15.645205479452056,3.1923064706320208,0.0,2027-01-01,2027-01-30,30,e692182efcadd9bc,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00160,Intermittent,Intermittent,RollingMean28,1.3570376102892887,184.3119047619048,203.4660977342645,0.7015630502128428,-0.0495519437265519,3,730,111847.0,153.21506849315068,214.8309228770536,0.6575342465753424,2027-01-01,2027-01-30,30,ba512f5c2c29de6f,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00161,Seasonal,Continuous,HoltWinters7,0.1040485016841325,0.8235213679119928,0.9866481931634304,0.1040710604512584,-0.0799804230700568,3,730,6612.0,9.057534246575342,2.041269529408721,0.0,2027-01-01,2027-01-30,30,20c5092ede4b18b7,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00162,Stable,Continuous,HoltWinters7,0.057661625027048,15.903661821144771,19.16078040304192,0.0573253076714708,-0.0249242586016073,3,730,215470.0,295.16438356164383,34.15598596427132,0.0,2027-01-01,2027-01-30,30,2ccab6c23134fbdf,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00163,Seasonal,Continuous,HoltWinters7,0.0727250265490677,20.030062784938195,25.38986535715496,0.0719139934697633,-0.0326512788915373,3,730,221812.0,303.85205479452054,60.078686651227336,0.0,2027-01-01,2027-01-30,30,9ffd9d1bf83dc07b,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00164,Trending,Continuous,HoltWinters7,0.0767524808960154,9.019577396494912,11.530871328118735,0.0752020131676601,-0.0330463988570716,3,730,79408.0,108.77808219178084,18.39089539293841,0.0,2027-01-01,2027-01-30,30,c4b3bce785804d42,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00165,Seasonal,Continuous,SeasonalNaive7,0.141967542205257,1.6666666666666667,2.399974671547393,0.1304896918622408,-0.1007989601497258,3,730,8542.0,11.7013698630137,2.7384621734896624,0.0,2027-01-01,2027-01-30,30,6731b4397bdbaa85,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00166,Trending,Continuous,HoltWinters7,0.0941860578078554,32.90845680990491,42.40313840978981,0.0898754948252063,-0.0592169713987333,3,730,213943.0,293.07260273972605,54.63728950761637,0.0,2027-01-01,2027-01-30,30,0680b4da6cc57313,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00167,Volatile,Continuous,RollingMean28,0.1715967204677799,4.741269841269841,6.095778826502328,0.1767782769937816,-0.0506112797607007,3,730,21478.0,29.421917808219177,6.936518866477968,0.0,2027-01-01,2027-01-30,30,1261b79ec68448b8,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00168,Stable,Continuous,SeasonalNaive7,0.1445317112446959,2.411111111111111,3.534964449799048,0.129694357172618,-0.0904900129975622,3,730,10762.0,14.742465753424655,2.519494244990498,0.0,2027-01-01,2027-01-30,30,ede03150ccf10afa,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00169,Trending,Continuous,HoltWinters7,0.1587258929553614,2.33421164981741,2.8737925172682317,0.1510808363377102,-0.0673799934666877,3,730,9213.0,12.62054794520548,2.5299012328628643,0.0,2027-01-01,2027-01-30,30,d3f4f7e75a96ad54,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00170,Trending,Continuous,HoltWinters7,0.0779091333879979,17.350429232016207,22.75391141370176,0.0747666266900165,-0.0452027907845442,3,730,151277.0,207.22876712328767,34.06285636383296,0.0,2027-01-01,2027-01-30,30,c533821b63858f08,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00171,Stable,Continuous,HoltWinters7,0.0449116830369846,15.26066557444613,19.461548803524558,0.0449814217209751,-0.0205608212072512,3,730,261488.0,358.2027397260274,38.30546481194183,0.0,2027-01-01,2027-01-30,30,22e868974ed32726,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00172,Seasonal,Continuous,SeasonalNaive7,0.158979080508933,1.511111111111111,2.091817670923512,0.140258049865893,-0.1200303170332661,3,730,6960.0,9.534246575342468,2.253375409186766,0.0,2027-01-01,2027-01-30,30,46f3412c5b5b0342,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00173,Stable,Continuous,HoltWinters7,0.0410658903706525,8.715811094494194,10.876664034845264,0.0409937402362855,-0.0045499246441889,3,730,166641.0,228.27534246575345,25.955793805043008,0.0,2027-01-01,2027-01-30,30,d4a04c20a7d4785c,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00174,Volatile,Continuous,SES,0.2308210341155287,0.8126827315164414,1.068337235249881,0.2332344256403925,-0.0693293809474265,3,730,2544.0,3.484931506849315,0.9209750950040688,0.0,2027-01-01,2027-01-30,30,39d76b3bd48c369b,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00175,Stable,Continuous,HoltWinters7,0.0466712364326523,1.4939993539778236,1.823352019679548,0.0458278350164372,-0.0365852645451282,3,730,25117.0,34.40684931506849,3.92595488344049,0.0,2027-01-01,2027-01-30,30,e7e8880fac78953c,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00176,Seasonal,Continuous,HoltWinters7,0.1361965244389311,1.7871441873927874,2.182128325663109,0.1311660810683931,-0.0264694886379236,3,730,9440.0,12.931506849315069,2.976030292130554,0.0,2027-01-01,2027-01-30,30,cf669fe5c0cf84fc,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00177,Stable,Continuous,HoltWinters7,0.049470550528335,9.284588364937564,11.784214729296917,0.0487488461014062,-0.0273941733622445,3,730,144680.0,198.1917808219178,21.29546377390229,0.0,2027-01-01,2027-01-30,30,2af20f21f9292413,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00178,Seasonal,Continuous,HoltWinters7,0.0852111719028256,0.8478555534731749,1.0674091565581412,0.0838926090416375,-0.0305510575367737,3,730,8152.0,11.167123287671233,2.4448964113322997,0.0,2027-01-01,2027-01-30,30,72648fcac0018058,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00179,Trending,Continuous,Naive,0.1103580027040681,22.177777777777777,28.33801448498049,0.1092363850089594,-0.0375822111214405,3,730,123502.0,169.18082191780823,33.32020588226955,0.0,2027-01-01,2027-01-30,30,8853279db9103772,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00180,Trending,Continuous,SES,0.1717952735444755,2.5722199276387507,3.142558159810975,0.1655697223241145,-0.0869578580455747,3,730,9357.0,12.81780821917808,2.631655060647461,0.0,2027-01-01,2027-01-30,30,643aa5487fbd67ad,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00181,Stable,Continuous,Naive,0.0648923027223357,0.4666666666666666,0.7421907011109649,0.0637345679012345,-0.0168912724605793,3,730,5492.0,7.523287671232877,1.1124091859415468,0.0,2027-01-01,2027-01-30,30,8d2017951283050e,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00182,Trending,Continuous,HoltWinters7,0.1386784332016505,2.1067439111084183,2.688581437950308,0.1327256538552172,-0.0486784159664016,3,730,9094.0,12.457534246575342,2.5523822385015444,0.0,2027-01-01,2027-01-30,30,35e92ddb9c9b2e04,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00183,Trending,Continuous,HoltWinters7,0.115074616606731,44.09758484292369,56.09467605527376,0.108341648515735,-0.0947068306306759,3,730,236335.0,323.74657534246575,63.706159690365226,0.0,2027-01-01,2027-01-30,30,e4b92cfcd3664ed0,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00184,Trending,Continuous,HoltWinters7,0.1233133343390868,20.58249228920072,25.062368584305226,0.1211516078274054,-0.0462670173579244,3,730,103897.0,142.32465753424657,26.726426253949413,0.0,2027-01-01,2027-01-30,30,f2cf765ab085fb61,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00185,Seasonal,Continuous,HoltWinters7,0.082213516820758,1.0454581626768666,1.28689734027685,0.082687356140392,-0.0374273239355836,3,730,10693.0,14.647945205479452,3.2723897791488623,0.0,2027-01-01,2027-01-30,30,d8fd2e89b0513706,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00186,Trending,Continuous,HoltWinters7,0.078114329838691,31.959894644110197,39.88282270754447,0.0750761497309831,-0.0497476778322464,3,730,272724.0,373.5945205479452,63.90152293848404,0.0,2027-01-01,2027-01-30,30,ed882bdf6494ea23,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00187,Trending,Continuous,HoltWinters7,0.1066987751978075,39.64966603506421,50.62330704073732,0.100374403431151,-0.0731790766087361,3,730,233469.0,319.8205479452055,59.54502269790822,0.0,2027-01-01,2027-01-30,30,79acd447f7c13725,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00188,Stable,Continuous,HoltWinters7,0.0485540382669449,3.9998283927560383,4.793833037645158,0.0481328309012262,-0.0310898160864955,3,730,64756.0,88.7068493150685,10.100677410999538,0.0,2027-01-01,2027-01-30,30,3eb686c50f0028ce,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00189,Trending,Continuous,HoltWinters7,0.0840523223127299,22.937000682981605,28.204761693056096,0.0817583617675218,-0.0543324591733392,3,730,187472.0,256.8109589041096,41.4090623191584,0.0,2027-01-01,2027-01-30,30,b4f33f33aec59bfc,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00190,Trending,Continuous,HoltWinters7,0.1543958582460997,4.9432713002904185,6.229825303345756,0.1615711548604474,-0.0154567391080814,3,730,19235.0,26.34931506849315,5.428412356290145,0.0,2027-01-01,2027-01-30,30,ca1af7343f452d75,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00191,Seasonal,Continuous,HoltWinters7,0.1564546234353636,2.8774954035071407,3.435500225252316,0.1623652462964505,-0.0572860055889029,3,730,13866.0,18.994520547945207,4.530642217789093,0.0,2027-01-01,2027-01-30,30,9a2dc58eb45ae326,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00192,Stable,Continuous,HoltWinters7,0.088569404648874,2.8944239199855493,3.5402715659889856,0.0893375792807781,-0.0057691254205345,3,730,23617.0,32.35205479452055,4.130339071731709,0.0,2027-01-01,2027-01-30,30,d05779ebd8235fbb,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00193,Stable,Continuous,HoltWinters7,0.0865018200424838,15.576139688229487,18.34377714502631,0.0865984977672694,-0.0205414092941514,3,730,130705.0,179.04794520547946,23.6107355647057,0.0,2027-01-01,2027-01-30,30,8d14494234ff5398,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00194,Stable,Continuous,HoltWinters7,0.0450491368572983,1.621236536765003,2.093187300446619,0.0445278842721201,-0.0126461825788874,3,730,28072.0,38.45479452054794,4.343452606805948,0.0,2027-01-01,2027-01-30,30,ad3be0e187993378,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00195,Stable,Continuous,HoltWinters7,0.0680421331181535,1.2181235339921443,1.5502184960450751,0.068707182919421,-0.0001310536230662,3,730,13862.0,18.98904109589041,2.735709177413465,0.0,2027-01-01,2027-01-30,30,24a4298a3cb7e820,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00196,Seasonal,Continuous,HoltWinters7,0.0761812683296707,1.5929653600032785,2.005486148077738,0.0763938624044098,-0.0505271481852018,3,730,17004.0,23.293150684931508,5.191433504256291,0.0,2027-01-01,2027-01-30,30,b9707d25615d5a0f,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00197,Trending,Continuous,HoltWinters7,0.0815007110249099,14.602600961556613,18.22061701335472,0.0784881929373094,-0.0555372961422603,3,730,118058.0,161.72328767123287,27.337952638617903,0.0,2027-01-01,2027-01-30,30,7564436f25fd0e97,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00198,Volatile,Continuous,Naive,0.1992326333352533,53.6,67.85165764005946,0.1999093203327102,-0.0567616483371139,3,730,180642.0,247.45479452054795,59.30638182232026,0.0,2027-01-01,2027-01-30,30,e957c9bcd603c277,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00199,Volatile,Continuous,SES,0.1552371695965543,3.282817716468967,3.9505927914842176,0.1580163568768785,-0.0100729990457054,3,730,14647.0,20.06438356164384,4.34644644166208,0.0,2027-01-01,2027-01-30,30,f62da7a0aac26887,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00200,Stable,Continuous,HoltWinters7,0.037114049421469,15.260389398230112,18.969003633816765,0.0365384770421293,-0.0109188676901051,3,730,316699.0,433.8342465753425,46.22235493564187,0.0,2027-01-01,2027-01-30,30,71590ae91f3b2a8e,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00201,Seasonal,Continuous,HoltWinters7,0.0886585089301666,12.861208826668708,14.65669976308562,0.0898983921154669,-0.0628901284720577,3,730,114834.0,157.3068493150685,30.685878437226325,0.0,2027-01-01,2027-01-30,30,65dd36be8bb02d35,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00202,Volatile,Continuous,SES,0.2482361082145779,1.8902704800488903,2.3409245244807875,0.2575576735311709,0.0031288048498382,3,730,5807.0,7.954794520547945,2.0903817292319684,0.0,2027-01-01,2027-01-30,30,c6673d35dadaac85,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
