product_id,product_name,category,subcategory,brand,demand_class,selling_price,unit_cost,base_daily_demand,gross_profit,gross_margin_pct,daily_gross_profit,annual_gross_profit,inventory_risk_score,stockout_risk,service_risk,volatility_risk,supplier_risk,excess_inventory_risk,total_lost_sales,average_daily_demand,inventory_days,fill_rate,supplier_delay_rate,average_supplier_delay,risk_class,primary_risk_driver,baseline_total_cost,optimized_total_cost,cost_savings,lost_sales_reduction,baseline_lost_sales,optimized_lost_sales,baseline_fill_rate,optimized_fill_rate,baseline_stockout_rate,optimized_stockout_rate,baseline_inventory_days,optimized_inventory_days,safety_stock_change,inventory_days_change,optimization_opportunity,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,anomaly_event_count,anomaly_count_demand_drop,anomaly_count_demand_spike,anomaly_count_normal,demand_anomaly_flag,forecast_change_pct,max_forecast_increase_pct,max_forecast_decrease_pct,forecast_change_volatility,forecast_increase_flag,forecast_decrease_flag,wape,max_wape,forecast_observations,forecast_accuracy_risk,inventory_component,stockout_component,service_component,supplier_component,volatility_component,excess_inventory_component,forecast_accuracy_component,anomaly_component,forecast_increase_component,forecast_decrease_component,forecast_change_component,demand_supply_mismatch,demand_supplier_collision,forecast_inventory_gap,uncertainty_supplier_exposure,inventory_service_collision,supplier_inventory_collision,forecast_uncertainty_collision,obsolescence_exposure,compound_risk_count,compound_risk_flag,compound_risk_score,risk_score_base,risk_score_pre_compound,risk_score,primary_risk_driver_score,secondary_risk_driver_score,lost_sales_exposure,daily_profit_exposure,thirty_day_profit_exposure,supplier_delay_exposure,forecast_increase_exposure,excess_inventory,inventory_obsolescence_exposure,estimated_financial_exposure,risk_probability,at_risk_value,service_risk_value,business_value_percentile,exposure_percentile,business_impact_score,business_impact_class,evidence_count,confidence_score,confidence_class,business_impact_adjustment,risk_score_before_business,management_priority,priority_rank,recommended_action,risk_label
P01620,OfficePro Storage 01620,Office Supplies,Storage,OfficePro,Intermittent,1900.38,1401.47,327.93,498.91,0.2625,163607.55630000003,59716758.04950001,21.2,5.5328,0.0,71.7511,58.5417,0.0,3210,113.07123287671232,24.5188,0.9611,0.5,3.583333333333333,Critical,Forecast Accuracy,11435.24,6594.11,4841.13,499.0,499.0,0.0,0.994,1.0,0.0027,0.0,25.74,23.74,538.0,-1.99,5340.13,3,1.0,120.6786,1,1,0,0,1,0.0,0,0,0.0,0,0,189.5952,456.96873343932174,12,100,21.2,5.532764888808786,0.0,58.54166666666666,71.75114006050165,0.0,100,70.3,0.0,0.0,0.0,0,1,0,1,0,0,1,0,3,1,35.0,45.593,45.593,85.29,100.0,71.75114006050165,1601501.1,163607.55630000003,4908226.689000001,586260.4101,0.0,0.0,0.0,2187761.5101,0.7235,1582845.4525,190877.4645,51.5,73.85000000000001,64.91,High,5,100.0,High,4.7,80.59,P1 - Immediate,1,Validate demand signal and supplier capacity; prepare alternate sourcing if demand persists,Critical | P1 - Immediate
P00258,DeskMate Writing 00258,Office Supplies,Writing,DeskMate,Intermittent,5000.0,3834.18,447.83,1165.82,0.2332,522089.17059999995,190562547.269,12.81,0.3997,0.0,68.5933,16.0,0.0,148,161.29041095890412,25.5576,0.9987,0.16,4.5,Moderate,Forecast Accuracy,9648.9,7505.01,2143.88,58.0,58.0,0.0,0.9995,1.0,0.0014,0.0,26.18,19.47,343.0,-6.71,2201.88,0,1.0,1.9998,1,1,0,0,0,0.0,0,0,0.0,0,0,139.3649,228.64244741873807,12,100,12.81,0.3996711640007883,0.0,16.0,68.5933140162891,0.0,100,10.298828435551568,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.5416,24.5416,36.18,100.0,68.5933140162891,172541.36,522089.17059999995,15662675.117999999,2349401.2677,0.0,0.0,0.0,2521942.6277,0.203,511954.3534,19687.7573,86.55000000000001,76.75,80.67,Very High,4,88.0,High,1.64,34.54,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01650,OfficePro Storage 01650,Office Supplies,Storage,OfficePro,Intermittent,5000.0,3512.18,269.69,1487.82,0.2976,401250.17579999997,146456314.167,14.06,2.2785,0.0,73.1326,16.0417,0.0,1030,88.54246575342465,26.2651,0.9841,0.125,6.333333333333333,Moderate,Forecast Accuracy,16451.22,6749.48,9701.75,1105.0,1105.0,0.0,0.9829,1.0,0.0068,0.0,27.11,35.71,198.0,8.6,10806.75,0,1.0,0.8561,1,1,0,0,0,0.0,0,0,0.0,0,0,164.8858,346.53679653679654,12,100,14.06,2.278470711007988,0.0,16.04166666666666,73.1326245971837,0.0,100,4.5804221274476244,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.2645,24.2645,35.94,100.0,73.1326245971837,1532454.6,401250.17579999997,12037505.273999998,2541251.1134,0.0,0.0,0.0,4073705.7134,0.2005,816777.9955,191822.3657,79.0,86.6,83.56,Very High,4,88.0,High,1.68,34.26,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01015,PaperWorks Paper 01015,Office Supplies,Paper,PaperWorks,Intermittent,1871.53,1369.74,218.16,501.79,0.2681,109470.5064,39956734.836,13.74,1.1547,0.0,68.1633,21.1,0.0,430,79.1986301369863,24.7694,0.9926,0.16,5.25,Moderate,Forecast Accuracy,5050.66,5139.56,-88.9,-29.0,48.0,77.0,0.9992,0.9987,0.0027,0.0014,24.91,19.85,168.0,-5.06,0.0,0,1.0,1.289,1,1,0,0,0,0.0,0,0,0.0,0,0,146.359,219.89212160836877,12,100,13.74,1.1547105256610894,0.0,21.1,68.16327758572365,0.0,100,6.745024676922859,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.8231,24.8231,35.75,100.0,68.16327758572365,215769.7,109470.5064,3284115.192,574720.1586,0.0,0.0,0.0,790489.8586,0.2055,162445.6659,24425.66,40.699999999999996,48.0,45.08,Medium,4,88.0,High,0.93,34.82,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01573,OfficePro Writing 01573,Office Supplies,Writing,OfficePro,Intermittent,5000.0,3203.84,36.03,1796.16,0.3592,64715.6448,23621210.352,14.09,0.4763,0.0,68.9497,24.0,0.0,32,12.91917808219178,25.7234,0.9966,0.24,3.5,Moderate,Forecast Accuracy,2061.81,1448.9,612.9,66.0,77.0,11.0,0.9918,0.9988,0.0041,0.0014,25.81,35.37,27.0,9.56,678.9,0,1.0,1.0733,1,1,0,0,0,0.0,0,0,0.0,0,0,122.6898,149.8876404494382,12,100,14.09,0.4762928436241309,0.0,24.0,68.94973543517159,0.0,100,5.666484018851482,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,25.1746,25.1746,35.75,100.0,68.94973543517159,57477.12,64715.6448,1941469.344,226504.7568,0.0,0.0,0.0,283981.8768,0.2086,59238.6195,6587.5325,29.299999999999997,27.05,27.95,Low,4,88.0,High,0.58,35.17,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00728,DeskMate Desk Accessories 00728,Office Supplies,Desk Accessories,DeskMate,Intermittent,2133.03,1682.54,71.09,450.49,0.2112,32025.334100000004,11689246.946500001,14.3,2.1081,0.0,69.4225,21.6667,0.0,263,25.315068493150687,25.2996,0.9858,0.1666666666666666,4.5,Moderate,Forecast Accuracy,6655.18,2958.69,3696.49,398.0,490.0,92.0,0.9735,0.995,0.0137,0.0041,22.82,27.92,54.0,5.11,4094.49,0,1.0,1.3273,1,1,0,0,0,0.0,0,0,0.0,0,0,145.958,210.54637865311307,12,100,14.3,2.108091680009488,0.0,21.666666666666664,69.42249625453881,0.0,100,6.936507294135786,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,25.26,25.26,35.73,100.0,69.42249625453881,118478.87,32025.334100000004,960760.0230000002,144114.0035,0.0,0.0,0.0,262592.8734,0.2094,54986.9477,13673.154,16.85,26.5,22.64,Low,4,88.0,High,0.47,35.26,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00764,PaperWorks Storage 00764,Office Supplies,Storage,PaperWorks,Intermittent,605.2,407.61,318.16,197.59,0.3265,62865.23440000001,22945810.556,14.56,4.0815,0.0,71.1733,17.7083,0.0,2405,110.34520547945203,25.8753,0.9701,0.1666666666666666,5.25,Moderate,Forecast Accuracy,26872.13,7495.35,19376.77,1997.0,2081.0,84.0,0.9742,0.999,0.0096,0.0014,24.75,27.32,241.0,2.57,21373.77,0,1.0,1.2029,1,1,0,0,0,0.0,0,0,0.0,0,0,125.7446,159.13907284768212,12,100,14.56,4.08153943270883,0.0,17.708333333333325,71.17325753410582,0.0,100,6.314711125243298,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.8806,24.8806,35.72,100.0,71.17325753410582,475203.95,62865.23440000001,1885957.0320000004,330042.4806,0.0,0.0,0.0,805246.4306,0.206,165880.7647,56308.0577,28.599999999999998,48.55,40.57,Medium,4,88.0,High,0.84,34.88,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01631,DeskMate Writing 01631,Office Supplies,Writing,DeskMate,Intermittent,1762.01,1478.15,266.44,283.86,0.1611,75631.6584,27605555.316,14.73,2.0873,0.0,67.7277,26.3,0.0,903,97.75479452054796,23.4532,0.9873,0.16,2.25,Moderate,Forecast Accuracy,16018.18,7250.81,8767.37,1047.0,1047.0,0.0,0.9853,1.0,0.0068,0.0,25.31,34.91,205.0,9.6,9814.37,0,1.0,0.425,1,1,0,0,0,0.0,0,0,0.0,0,0,153.0982,308.75113947128534,12,100,14.73,2.0873148738432583,0.0,26.299999999999997,67.72770216150751,0.0,100,2.4247875920906607,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.9896,24.9896,35.69,100.0,67.72770216150751,256325.58,75631.6584,2268949.752,170171.2314,0.0,0.0,0.0,426496.8114,0.207,88284.84,28711.2236,32.300000000000004,35.199999999999996,34.04,Low,4,88.0,High,0.7,34.99,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01991,OfficePro Writing 01991,Office Supplies,Writing,OfficePro,Intermittent,4311.81,3659.01,34.38,652.8,0.1514,22443.264,8191791.359999999,13.71,2.0129,0.0,66.9403,20.4167,0.0,125,12.894520547945206,24.0233,0.9867,0.125,6.333333333333333,Moderate,Forecast Accuracy,2956.31,1567.93,1388.38,147.0,167.0,20.0,0.9823,0.9979,0.0082,0.0014,26.61,28.81,27.0,2.2,1535.38,0,0.7883,1.8921,1,0,1,0,0,0.0,0,0,0.0,0,0,113.699,135.92493297587131,12,100,13.71,2.012882213319091,0.0,20.41666666666666,66.94032381818371,0.0,100,9.696886223543181,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,25.2241,25.2241,35.62,100.0,66.94032381818371,81600.0,22443.264,673297.9199999999,142140.672,0.0,0.0,0.0,223740.672,0.209,46761.8004,8941.0645,12.5,23.9,19.34,Low,4,88.0,High,0.4,35.22,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01199,PaperWorks Writing 01199,Office Supplies,Writing,PaperWorks,Intermittent,1507.53,951.65,89.28,555.88,0.3687,49628.9664,18114572.735999998,14.09,0.7982,0.0,70.648,21.7,0.0,120,31.35753424657534,24.6723,0.9948,0.16,5.5,Moderate,Forecast Accuracy,4424.13,3169.01,1255.12,163.0,222.0,59.0,0.9903,0.9974,0.0055,0.0014,25.18,34.35,69.0,9.17,1418.12,0,1.0,1.0627,1,1,0,0,0,0.0,0,0,0.0,0,0,122.493,166.36478220806356,12,100,14.09,0.7981960966893132,0.0,21.700000000000003,70.64800210702124,0.0,100,5.613740226968975,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,25.005,25.005,35.58,100.0,70.64800210702124,66705.6,49628.9664,1488868.9919999999,272959.3152,0.0,0.0,0.0,339664.9152,0.2071,70344.6039,7805.0011,24.5,30.15,27.89,Low,4,88.0,High,0.58,35.0,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00160,DeskMate Paper 00160,Office Supplies,Paper,DeskMate,Intermittent,2002.34,1232.21,437.52,770.13,0.3846,336947.2776,122985756.32399999,13.29,0.8819,0.0,70.1076,16.7,0.0,680,153.21506849315068,25.7398,0.9939,0.16,4.0,Moderate,Forecast Accuracy,15075.15,14069.2,1005.95,391.0,698.0,307.0,0.9938,0.9973,0.0041,0.0027,24.38,34.51,330.0,10.13,1396.95,0,1.0,1.1663,1,1,0,0,0,0.0,0,0,0.0,0,0,150.3094,330.2925989672977,12,100,13.29,0.881945994963031,0.0,16.700000000000003,70.10763529654307,0.0,100,6.131534691308063,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.1087,24.1087,35.52,100.0,70.10763529654307,523688.4,336947.2776,10108418.328,1347789.1104,0.0,0.0,0.0,1871477.5104,0.1992,372798.3201,61456.4938,74.05000000000001,68.55,70.75,High,4,88.0,High,1.41,34.11,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00236,PaperWorks Writing 00236,Office Supplies,Writing,PaperWorks,Intermittent,4163.7,3200.71,222.32,962.99,0.2313,214091.9368,78143556.932,13.28,0.1644,0.0,72.2371,16.0,0.0,15,75.02602739726028,26.7202,0.9997,0.16,3.75,Moderate,Forecast Accuracy,14477.14,4979.51,9497.63,979.0,979.0,0.0,0.9821,1.0,0.0096,0.0,27.24,29.02,166.0,1.78,10476.63,0,1.0,1.1964,1,1,0,0,0,0.0,0,0,0.0,0,0,134.9613,241.1096256684492,12,100,13.28,0.1643740572171488,0.0,16.0,72.2370687805304,0.0,100,6.282090664405517,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.2083,24.2083,35.27,100.0,72.2370687805304,14444.85,214091.9368,6422758.104,802844.763,0.0,0.0,0.0,817289.613,0.2001,163539.6516,1759.0493,59.35,48.9,53.08,Medium,4,88.0,High,1.06,34.21,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00092,PaperWorks Desk Accessories 00092,Office Supplies,Desk Accessories,PaperWorks,Intermittent,2188.68,1659.21,178.73,529.47,0.2419,94632.1731,34540743.1815,14.29,0.518,0.0,69.9043,24.3,0.0,174,62.55616438356165,25.9374,0.9962,0.2,3.2,Moderate,Forecast Accuracy,5710.68,4649.03,1061.65,99.0,180.0,81.0,0.9961,0.9982,0.0027,0.0014,26.26,20.89,135.0,-5.37,1160.65,0,1.0,0.2177,1,1,0,0,0,0.0,0,0,0.0,0,0,129.1299,218.67512332628613,12,100,14.29,0.5180137616247573,0.0,24.3,69.90426458171251,0.0,100,1.3886059914664342,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,24.5115,24.5115,35.22,100.0,69.90426458171251,92127.78,94632.1731,2838965.193,302822.9539,0.0,0.0,0.0,394950.7339,0.2027,80056.5138,10817.237,37.75,33.5,35.2,Low,4,88.0,High,0.71,34.51,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01590,DeskMate Writing 01590,Office Supplies,Writing,DeskMate,Intermittent,4948.78,3029.14,220.35,1919.64,0.3879,422992.674,154392326.01,13.71,2.4149,0.0,65.7244,20.8333,0.0,990,85.13287671232877,26.3616,0.9841,0.2083333333333333,4.8,Moderate,Forecast Accuracy,12326.23,5543.91,6782.32,752.0,752.0,0.0,0.9879,1.0,0.0082,0.0,24.56,28.89,175.0,4.33,7534.32,0,1.0,0.2413,1,1,0,0,0,0.0,0,0,0.0,0,0,121.454,166.01821192052978,12,100,13.71,2.414915056678476,0.0,20.833333333333336,65.72436350281214,0.0,100,1.506272705665664,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,23.5469,23.5469,35.18,100.0,65.72436350281214,1900443.6,422992.674,12689780.22,2030364.8352,0.0,0.0,0.0,3930808.4352,0.1943,763756.079,202147.8497,80.95,86.0,83.98,Very High,4,88.0,High,1.63,33.55,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00277,WriteWell Paper 00277,Office Supplies,Paper,WriteWell,Intermittent,1565.14,986.89,409.74,578.25,0.3695,236932.155,86480236.575,14.01,3.938,0.0,69.2898,16.25,0.0,3079,148.4054794520548,24.7334,0.9716,0.125,2.6666666666666665,Moderate,Forecast Accuracy,28877.3,9350.73,19526.57,2096.0,2096.0,0.0,0.9807,1.0,0.0082,0.0,24.65,29.4,318.0,4.75,21622.57,0,1.0,0.2486,1,1,0,0,0,0.0,0,0,0.0,0,0,159.0266,227.0769230769231,12,100,14.01,3.9379742981247583,0.0,16.25,69.28984499292648,0.0,100,1.5429254455551444,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,23.3745,23.3745,34.73,100.0,69.28984499292648,1780431.75,236932.155,7107964.65,631819.08,0.0,0.0,0.0,2412250.83,0.1928,465081.96,202014.318,62.949999999999996,75.64999999999999,70.57,High,4,88.0,High,1.36,33.37,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01367,PaperWorks Paper 01367,Office Supplies,Paper,PaperWorks,Intermittent,4082.31,3091.26,90.66,991.05,0.2428,89848.593,32794736.444999997,12.68,0.7963,0.0,74.911,8.0,0.0,112,29.373972602739727,27.4717,0.9948,0.08,2.0,Moderate,Forecast Accuracy,6460.57,2634.26,3826.31,427.0,427.0,0.0,0.9801,1.0,0.0068,0.0,27.07,37.61,67.0,10.53,4253.31,0,1.0,1.6536,1,1,0,0,0,0.0,0,0,0.0,0,0,124.5426,179.33168316831683,12,100,12.68,0.7962875773235063,0.0,8.0,74.91101181589214,0.0,100,8.567951245196975,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,23.6145,23.6145,34.21,100.0,74.91101181589214,110997.6,89848.593,2695457.79,179697.186,0.0,0.0,0.0,290694.786,0.1949,56656.4138,14078.7797,36.0,27.35,30.81,Low,4,88.0,High,0.6,33.61,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01235,DeskMate Desk Accessories 01235,Office Supplies,Desk Accessories,DeskMate,Intermittent,860.47,589.31,365.56,271.16,0.3151,99125.24960000001,36180716.104,11.93,2.0075,0.0,66.5696,8.9583,0.0,1313,135.9904109589041,25.3684,0.9868,0.0833333333333333,4.5,Moderate,Forecast Accuracy,30837.52,8257.93,22579.59,2326.0,2326.0,0.0,0.9766,1.0,0.0096,0.0,25.65,28.06,282.0,2.41,24905.59,0,1.0,1.4962,1,1,0,0,0,0.0,0,0,0.0,0,0,145.6225,228.13059033989265,12,100,11.93,2.0075469209095327,0.0,8.958333333333332,66.5696493464373,0.0,100,7.780959018797953,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,22.6398,22.6398,33.47,100.0,66.5696493464373,356033.08,99125.24960000001,2973757.4880000004,446063.6232,0.0,0.0,0.0,802096.7032,0.1865,149591.0351,39331.3749,38.800000000000004,48.449999999999996,44.59,Medium,4,88.0,High,0.83,32.64,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01479,WriteWell Storage 01479,Office Supplies,Storage,WriteWell,Intermittent,2130.49,1711.45,138.45,419.04,0.1967,58016.087999999996,21175872.119999997,13.1,1.3613,0.0,70.6815,13.9,0.0,335,48.28767123287671,25.8336,0.9905,0.12,4.0,Moderate,Forecast Accuracy,11499.96,4186.22,7313.74,823.0,847.0,24.0,0.976,0.9993,0.0096,0.0014,25.16,36.46,104.0,11.3,8136.74,0,1.0,0.2767,1,1,0,0,0,0.0,0,0,0.0,0,0,137.9483,241.92685102586978,12,100,13.1,1.3613135140386672,0.0,13.899999999999997,70.68145036321431,0.0,100,1.6836461137346532,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,22.8329,22.8329,33.4,100.0,70.68145036321431,140378.4,58016.087999999996,1740482.64,232064.352,0.0,0.0,0.0,372442.752,0.1881,70056.4817,16540.757,27.200000000000003,32.2,30.2,Low,4,88.0,High,0.57,32.83,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00332,PaperWorks Desk Accessories 00332,Office Supplies,Desk Accessories,PaperWorks,Intermittent,5000.0,3729.06,60.68,1270.94,0.2542,77120.6392,28149033.308000002,12.52,0.1606,0.0,66.226,16.9,0.0,4,23.186301369863013,25.0011,0.9998,0.12,5.0,Moderate,Forecast Accuracy,3096.87,2464.82,632.04,71.0,132.0,61.0,0.9922,0.9964,0.0055,0.0027,24.84,26.52,48.0,1.68,703.04,0,1.0,0.3676,1,1,0,0,0,0.0,0,0,0.0,0,0,129.9518,174.63126843657818,12,100,12.52,0.1606185830666608,0.0,16.900000000000002,66.22597787087976,0.0,100,2.1382445802656163,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,22.7233,22.7233,33.34,100.0,66.22597787087976,5083.76,77120.6392,2313619.176,385603.196,0.0,0.0,0.0,390686.956,0.1872,73136.5982,546.761,32.6,33.050000000000004,32.87,Low,4,88.0,High,0.62,32.72,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00967,PaperWorks Paper 00967,Office Supplies,Paper,PaperWorks,Intermittent,2571.6,1858.62,151.52,712.98,0.2773,108030.7296,39431216.304000005,11.79,0.4061,0.0,68.4867,9.3,0.0,53,54.95342465753425,26.1097,0.9987,0.08,3.0,Moderate,Forecast Accuracy,6290.65,3426.33,2864.32,288.0,288.0,0.0,0.9928,1.0,0.0041,0.0,25.35,20.03,117.0,-5.32,3152.32,0,1.0,1.4232,1,1,0,0,0,0.0,0,0,0.0,0,0,122.3185,164.9278579356271,12,100,11.79,0.4060894638425278,0.0,9.300000000000008,68.48669183680899,0.0,100,7.416114453025905,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,22.6947,22.6947,33.34,100.0,68.48669183680899,37787.94,108030.7296,3240921.8880000003,324092.1888,0.0,0.0,0.0,361880.1288,0.1869,67635.3961,4281.8043,40.35,31.35,34.95,Low,4,88.0,High,0.65,32.69,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00895,PaperWorks Desk Accessories 00895,Office Supplies,Desk Accessories,PaperWorks,Intermittent,2436.22,1500.29,38.47,935.93,0.3842,36005.2271,13141907.891499998,13.31,2.9609,0.0,70.2812,12.5,0.0,179,13.147945205479452,25.5743,0.9814,0.125,5.333333333333333,Moderate,Forecast Accuracy,1941.24,1577.18,364.06,38.0,63.0,25.0,0.9934,0.9974,0.0041,0.0014,26.1,26.7,29.0,0.61,402.06,0,1.0,0.3781,1,1,0,0,0,0.0,0,0,0.0,0,0,171.0162,442.16867469879514,12,100,13.31,2.960862280098308,0.0,12.5,70.28122561246737,0.0,100,2.190459349154122,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,22.8168,22.8168,33.31,100.0,70.28122561246737,167531.47,36005.2271,1080156.8129999998,192027.8779,0.0,0.0,0.0,359559.3479,0.188,67597.1574,20144.6207,18.7,31.2,26.2,Low,4,88.0,High,0.49,32.82,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P00421,OfficePro Writing 00421,Office Supplies,Writing,OfficePro,Intermittent,3026.53,1995.5,116.53,1031.03,0.3407,120145.9259,43853262.9535,10.97,1.8781,0.0,65.3955,4.0,0.0,399,45.80821917808219,26.649,0.9881,0.04,3.0,Moderate,Forecast Accuracy,12647.25,8568.0,4079.26,430.0,994.0,564.0,0.9703,0.9831,0.0164,0.0082,23.0,25.41,0.0,2.41,4509.26,0,1.0,0.9762,1,1,0,0,0,0.0,0,0,0.0,0,0,130.092,166.767143933685,12,100,10.97,1.8781133250311333,0.0,4.0,65.39547440682495,0.0,100,5.180793023245473,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,10.0,21.0121,21.0121,31.79,100.0,65.39547440682495,411380.97,120145.9259,3604377.7770000002,360437.7777,0.0,0.0,0.0,771818.7477,0.1727,133293.0977,43006.7803,42.55,47.3,45.4,Medium,4,88.0,High,0.78,31.01,P3 - Monitor,3,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Moderate | P3 - Monitor
P01000,ComfortMax Microwaves 01000,Home Appliances,Microwaves,ComfortMax,Volatile,51664.19,35563.88,27.03,16100.31,0.3116,435191.37930000003,158844853.4445,3.86,1.2659,0.0,12.1537,11.0417,0.0,121,28.53013698630137,18.9112,0.9942,0.0833333333333333,2.0,Low,Demand Anomaly,2567.89,2313.61,254.29,46.0,89.0,43.0,0.9957,0.9979,0.0041,0.0041,18.89,26.0,-27.0,7.11,300.29,2,0.9921,3.1356,1,0,1,0,1,0.0,0,0,0.0,0,0,24.2373,51.554404145077726,12,40,3.86,1.26590812374085,0.0,11.041666666666664,12.153666905532036,0.0,40,50.9755237903796,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,18.095,18.095,18.72,50.98,40.0,1948137.51,435191.37930000003,13055741.379,870382.7586,0.0,0.0,0.0,2818520.2686,0.077,217026.0607,75850.8046,81.95,78.85,80.09,Very High,5,100.0,High,0.62,18.1,P4 - Routine,4,Investigate demand anomaly and increase short-term demand monitoring,Low | P4 - Routine
P01060,DermaX Haircare 01060,Personal Care,Haircare,DermaX,Seasonal,377.05,266.07,107.22,110.98,0.2943,11899.2756,4343235.5940000005,4.87,0.684,0.0,9.8499,21.25,0.0,226,113.39041095890413,18.1391,0.9973,0.2083333333333333,2.6,Low,Demand Anomaly,6760.47,9318.16,-2557.69,-115.0,197.0,312.0,0.9976,0.9962,0.0041,0.0055,18.48,25.57,-76.0,7.09,0.0,2,0.3424,3.554,1,0,1,0,1,0.0,0,0,0.0,0,0,11.051,28.233387358184757,15,20,4.87,0.6839882003946993,0.0,21.250000000000007,9.8499141739372,0.0,20,52.872958405414906,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,17.9988,17.9988,18.06,52.87,21.250000000000007,25081.48,11899.2756,356978.26800000004,30938.1166,0.0,0.0,0.0,56019.5966,0.0764,4279.8972,974.6553,6.800000000000001,8.7,7.94,Low,5,100.0,High,0.06,18.0,P4 - Routine,4,Investigate demand anomaly and increase short-term demand monitoring,Low | P4 - Routine
P01605,Vertex Laptops 01605,Electronics,Laptops,Vertex,Volatile,39627.42,26063.09,27.46,13564.33,0.3423,372476.5018,135953923.157,9.23,6.7697,0.0,14.244,33.75,0.0,650,26.61917808219178,17.9325,0.9666,0.25,3.6666666666666665,Low,Forecast Accuracy,3243.22,2319.18,924.04,108.0,158.0,50.0,0.9919,0.9974,0.011,0.0041,19.97,26.66,0.0,6.69,1032.04,0,0.234,0.4336,1,0,1,0,0,0.0,0,0,0.0,0,0,32.0073,51.743375174337515,12,70,9.23,6.769655475786303,0.0,33.75,14.244043014482315,0.0,70,2.2382187785607885,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,16.5805,16.5805,17.18,70.0,33.75,8816814.5,372476.5018,11174295.054000001,1365747.1733,0.0,0.0,0.0,10182561.6733,0.0675,687322.9129,373779.9395,76.8,97.7,89.34,Very High,4,88.0,High,0.6,16.58,P4 - Routine,4,Review forecast model performance; recalibrate demand assumptions before next planning cycle,Low | P4 - Routine
