product_id,product_name,category,subcategory,brand,demand_class,selling_price,unit_cost,base_daily_demand,gross_profit,gross_margin_pct
P00965,Arctic Microwaves 00965,Home Appliances,Microwaves,Arctic,Volatile,107842.4,73365.83,4.53,34476.57,0.3197
P00966,Arctic Washing Machines 00966,Home Appliances,Washing Machines,Arctic,Seasonal,98022.71,77656.31,28.54,20366.4,0.2078
P00967,PaperWorks Paper 00967,Office Supplies,Paper,PaperWorks,Intermittent,2571.6,1858.62,151.52,712.98,0.2773
P00968,Arctic Air Conditioners 00968,Home Appliances,Air Conditioners,Arctic,Volatile,35898.14,22545.66,11.44,13352.48,0.372
P00969,Glow Oral Care 00969,Personal Care,Oral Care,Glow,Trending,371.72,251.49,132.63,120.23,0.3234
P00970,CarePlus Haircare 00970,Personal Care,Haircare,CarePlus,Seasonal,395.46,297.13,34.34,98.33,0.2486
P00971,PaperWorks Storage 00971,Office Supplies,Storage,PaperWorks,Trending,2089.83,1581.76,263.36,508.07,0.2431
P00972,TechMate Mobile Accessories 00972,Accessories,Mobile Accessories,TechMate,Stable,8867.37,6526.97,39.6,2340.4,0.2639
P00973,PaperWorks Storage 00973,Office Supplies,Storage,PaperWorks,Intermittent,3878.1,3124.74,218.46,753.36,0.1943
P00974,Apex Audio 00974,Electronics,Audio,Apex,Stable,75159.06,51972.48,11.82,23186.58,0.3085
P00975,Vertex Audio 00975,Electronics,Audio,Vertex,Volatile,78253.44,59391.37,23.64,18862.07,0.241
P00976,EverHome Washing Machines 00976,Home Appliances,Washing Machines,EverHome,Volatile,67022.0,42686.89,24.49,24335.11,0.3631
P00977,DermaX Oral Care 00977,Personal Care,Oral Care,DermaX,Seasonal,403.58,266.71,62.96,136.87,0.3391
P00978,NovaTech TVs 00978,Electronics,TVs,NovaTech,Seasonal,44480.13,31019.18,12.26,13460.95,0.3026
P00979,DermaX Haircare 00979,Personal Care,Haircare,DermaX,Trending,191.84,145.6,124.54,46.24,0.241
P00980,Glow Grooming 00980,Personal Care,Grooming,Glow,Stable,362.43,289.04,62.39,73.39,0.2025
P00981,Arctic Washing Machines 00981,Home Appliances,Washing Machines,Arctic,Volatile,81689.42,53585.16,24.36,28104.26,0.344
P00982,OfficePro Desk Accessories 00982,Office Supplies,Desk Accessories,OfficePro,Trending,1656.15,1206.34,362.4,449.81,0.2716
P00983,Zenith Smartphones 00983,Electronics,Smartphones,Zenith,Volatile,67194.66,53339.96,7.33,13854.7,0.2062
P00984,Zenith Laptops 00984,Electronics,Laptops,Zenith,Seasonal,102528.08,82146.15,12.27,20381.93,0.1988
P00985,PaperWorks Storage 00985,Office Supplies,Storage,PaperWorks,Trending,3450.97,2790.63,79.73,660.34,0.1913
P00986,CarePlus Oral Care 00986,Personal Care,Oral Care,CarePlus,Seasonal,287.78,188.7,195.9,99.08,0.3443
P00987,PaperWorks Desk Accessories 00987,Office Supplies,Desk Accessories,PaperWorks,Stable,4592.74,3640.91,87.04,951.83,0.2072
P00988,Arctic Air Conditioners 00988,Home Appliances,Air Conditioners,Arctic,Stable,120000.0,86200.73,29.61,33799.27,0.2817
P00989,Vertex TVs 00989,Electronics,TVs,Vertex,Volatile,39344.97,29001.7,23.86,10343.27,0.2629
P00990,CarryPro Mobile Accessories 00990,Accessories,Mobile Accessories,CarryPro,Volatile,4605.47,3247.3,103.66,1358.17,0.2949
P00991,DeskMate Paper 00991,Office Supplies,Paper,DeskMate,Trending,5000.0,3153.56,301.93,1846.44,0.3693
P00992,PaperWorks Desk Accessories 00992,Office Supplies,Desk Accessories,PaperWorks,Intermittent,2312.04,1463.67,458.33,848.37,0.3669
P00993,HomePro Washing Machines 00993,Home Appliances,Washing Machines,HomePro,Seasonal,16235.02,11968.96,17.51,4266.06,0.2628
P00994,CarePlus Skincare 00994,Personal Care,Skincare,CarePlus,Seasonal,237.49,200.95,68.86,36.54,0.1539
P00995,ComfortMax Air Conditioners 00995,Home Appliances,Air Conditioners,ComfortMax,Seasonal,52953.57,39365.1,12.6,13588.47,0.2566
P00996,Zenith Smartphones 00996,Electronics,Smartphones,Zenith,Stable,38569.14,26938.68,25.61,11630.46,0.3015
P00997,TechMate Chargers 00997,Accessories,Chargers,TechMate,Volatile,5891.4,4186.19,164.61,1705.21,0.2894
P00998,Apex TVs 00998,Electronics,TVs,Apex,Stable,79021.16,54300.65,20.22,24720.51,0.3128
P00999,UrbanGear Chargers 00999,Accessories,Chargers,UrbanGear,Stable,15000.0,12172.22,218.04,2827.78,0.1885
P01000,ComfortMax Microwaves 01000,Home Appliances,Microwaves,ComfortMax,Volatile,51664.19,35563.88,27.03,16100.31,0.3116
P01001,Zenith TVs 01001,Electronics,TVs,Zenith,Seasonal,147496.29,118636.74,27.75,28859.55,0.1957
P01002,DermaX Oral Care 01002,Personal Care,Oral Care,DermaX,Trending,1000.0,662.37,46.56,337.63,0.3376
P01003,CarryPro Cables 01003,Accessories,Cables,CarryPro,Trending,15000.0,11478.42,140.59,3521.58,0.2348
P01004,OfficePro Desk Accessories 01004,Office Supplies,Desk Accessories,OfficePro,Stable,2995.45,2014.52,378.04,980.93,0.3275
P01005,CarryPro Mobile Accessories 01005,Accessories,Mobile Accessories,CarryPro,Trending,2324.66,1948.14,191.66,376.52,0.162
P01006,DeskMate Desk Accessories 01006,Office Supplies,Desk Accessories,DeskMate,Trending,3329.21,2490.37,315.16,838.84,0.252
P01007,PaperWorks Paper 01007,Office Supplies,Paper,PaperWorks,Intermittent,4736.42,3191.12,108.39,1545.3,0.3263
P01008,UrbanGear Cables 01008,Accessories,Cables,UrbanGear,Trending,7191.55,5704.93,201.38,1486.62,0.2067
P01009,Vertex Audio 01009,Electronics,Audio,Vertex,Stable,150000.0,97676.74,22.16,52323.26,0.3488
P01010,PureLife Oral Care 01010,Personal Care,Oral Care,PureLife,Trending,921.33,637.84,44.12,283.49,0.3077
P01011,Apex Smartphones 01011,Electronics,Smartphones,Apex,Stable,108988.46,76630.83,14.99,32357.63,0.2969
P01012,CarryPro Mobile Accessories 01012,Accessories,Mobile Accessories,CarryPro,Volatile,14488.8,11034.86,51.75,3453.94,0.2384
P01013,CarryPro Mobile Accessories 01013,Accessories,Mobile Accessories,CarryPro,Stable,9221.79,6726.25,90.99,2495.54,0.2706
P01014,NovaTech Smartphones 01014,Electronics,Smartphones,NovaTech,Trending,17367.34,12168.65,2.51,5198.69,0.2993
P01015,PaperWorks Paper 01015,Office Supplies,Paper,PaperWorks,Intermittent,1871.53,1369.74,218.16,501.79,0.2681
P01016,CarryPro Bags 01016,Accessories,Bags,CarryPro,Trending,15000.0,10131.33,141.97,4868.67,0.3246
P01017,Apex Smartphones 01017,Electronics,Smartphones,Apex,Seasonal,47737.78,35401.18,19.35,12336.6,0.2584
P01018,PureLife Skincare 01018,Personal Care,Skincare,PureLife,Seasonal,480.98,384.51,205.78,96.47,0.2006
P01019,ConnectX Mobile Accessories 01019,Accessories,Mobile Accessories,ConnectX,Trending,4033.55,3212.79,210.71,820.76,0.2035
P01020,Vertex Audio 01020,Electronics,Audio,Vertex,Trending,150000.0,127282.36,8.03,22717.64,0.1515
P01021,PaperWorks Desk Accessories 01021,Office Supplies,Desk Accessories,PaperWorks,Intermittent,5000.0,3873.8,86.63,1126.2,0.2252
P01022,EverHome Air Conditioners 01022,Home Appliances,Air Conditioners,EverHome,Volatile,36187.58,23984.06,25.84,12203.52,0.3372
P01023,CarryPro Chargers 01023,Accessories,Chargers,CarryPro,Trending,8247.63,5373.0,47.59,2874.63,0.3485
P01024,UrbanGear Cables 01024,Accessories,Cables,UrbanGear,Stable,5019.1,4012.18,243.94,1006.92,0.2006
P01025,CarryPro Cables 01025,Accessories,Cables,CarryPro,Trending,10919.11,6663.27,212.21,4255.84,0.3898
P01026,DermaX Skincare 01026,Personal Care,Skincare,DermaX,Seasonal,746.75,540.95,160.25,205.8,0.2756
P01027,UrbanGear Bags 01027,Accessories,Bags,UrbanGear,Trending,12287.36,7627.44,245.54,4659.92,0.3792
P01028,UrbanGear Cables 01028,Accessories,Cables,UrbanGear,Stable,9213.77,6203.71,33.37,3010.06,0.3267
P01029,EverHome Washing Machines 01029,Home Appliances,Washing Machines,EverHome,Seasonal,120000.0,80327.0,10.49,39673.0,0.3306
P01030,ConnectX Bags 01030,Accessories,Bags,ConnectX,Volatile,4074.68,3376.85,163.17,697.83,0.1713
P01031,Vertex TVs 01031,Electronics,TVs,Vertex,Trending,27768.88,22076.32,11.8,5692.56,0.205
P01032,PureLife Oral Care 01032,Personal Care,Oral Care,PureLife,Seasonal,434.44,368.32,279.94,66.12,0.1522
P01033,Apex Audio 01033,Electronics,Audio,Apex,Volatile,30249.66,20296.56,3.84,9953.1,0.329
P01034,Vertex Laptops 01034,Electronics,Laptops,Vertex,Seasonal,31651.98,24178.64,17.38,7473.34,0.2361
P01035,Apex Audio 01035,Electronics,Audio,Apex,Volatile,42499.37,27766.41,18.54,14732.96,0.3467
P01036,WriteWell Writing 01036,Office Supplies,Writing,WriteWell,Trending,1451.98,1111.15,336.78,340.83,0.2347
P01037,Arctic Refrigerators 01037,Home Appliances,Refrigerators,Arctic,Volatile,34683.58,22376.69,9.16,12306.89,0.3548
P01038,DeskMate Writing 01038,Office Supplies,Writing,DeskMate,Intermittent,3445.86,2816.39,201.35,629.47,0.1827
P01039,Zenith TVs 01039,Electronics,TVs,Zenith,Stable,57200.61,46141.26,25.62,11059.35,0.1933
P01040,Arctic Air Conditioners 01040,Home Appliances,Air Conditioners,Arctic,Stable,55220.18,42231.34,7.46,12988.84,0.2352
P01041,Glow Haircare 01041,Personal Care,Haircare,Glow,Stable,940.54,703.41,251.52,237.13,0.2521
P01042,DeskMate Writing 01042,Office Supplies,Writing,DeskMate,Stable,1594.32,1216.19,294.45,378.13,0.2372
P01043,EverHome Washing Machines 01043,Home Appliances,Washing Machines,EverHome,Volatile,52473.57,34584.71,23.34,17888.86,0.3409
P01044,Glow Grooming 01044,Personal Care,Grooming,Glow,Trending,684.97,565.62,219.81,119.35,0.1742
P01045,ConnectX Chargers 01045,Accessories,Chargers,ConnectX,Volatile,2355.16,1795.09,59.8,560.07,0.2378
P01046,DermaX Skincare 01046,Personal Care,Skincare,DermaX,Seasonal,131.5,84.25,179.27,47.25,0.3593
P01047,Vertex Audio 01047,Electronics,Audio,Vertex,Seasonal,95387.58,79486.54,26.3,15901.04,0.1667
P01048,Zenith Audio 01048,Electronics,Audio,Zenith,Trending,104114.01,63969.12,14.1,40144.89,0.3856
P01049,TechMate Chargers 01049,Accessories,Chargers,TechMate,Stable,15000.0,9051.31,241.98,5948.69,0.3966
P01050,Apex Smartphones 01050,Electronics,Smartphones,Apex,Volatile,85211.37,70542.91,14.66,14668.46,0.1721
P01051,UrbanGear Mobile Accessories 01051,Accessories,Mobile Accessories,UrbanGear,Volatile,12346.73,9595.65,44.27,2751.08,0.2228
P01052,DermaX Oral Care 01052,Personal Care,Oral Care,DermaX,Seasonal,489.13,370.22,129.04,118.91,0.2431
P01053,CarryPro Mobile Accessories 01053,Accessories,Mobile Accessories,CarryPro,Stable,9023.97,5918.84,238.41,3105.13,0.3441
P01054,OfficePro Writing 01054,Office Supplies,Writing,OfficePro,Intermittent,5000.0,3505.09,180.27,1494.91,0.299
P01055,ConnectX Bags 01055,Accessories,Bags,ConnectX,Trending,2110.98,1454.27,218.34,656.71,0.3111
P01056,HomePro Washing Machines 01056,Home Appliances,Washing Machines,HomePro,Volatile,78823.17,52072.36,26.68,26750.81,0.3394
P01057,PaperWorks Desk Accessories 01057,Office Supplies,Desk Accessories,PaperWorks,Intermittent,5000.0,4102.53,194.59,897.47,0.1795
P01058,EverHome Air Conditioners 01058,Home Appliances,Air Conditioners,EverHome,Stable,72839.45,46740.9,4.33,26098.55,0.3583
P01059,DermaX Oral Care 01059,Personal Care,Oral Care,DermaX,Seasonal,1000.0,673.6,222.88,326.4,0.3264
P01060,DermaX Haircare 01060,Personal Care,Haircare,DermaX,Seasonal,377.05,266.07,107.22,110.98,0.2943
P01061,TechMate Mobile Accessories 01061,Accessories,Mobile Accessories,TechMate,Trending,7406.21,4647.89,197.9,2758.32,0.3724
P01062,CarryPro Chargers 01062,Accessories,Chargers,CarryPro,Stable,7703.4,5199.21,116.24,2504.19,0.3251
P01063,PaperWorks Paper 01063,Office Supplies,Paper,PaperWorks,Stable,667.43,533.66,258.08,133.77,0.2004
P01064,ComfortMax Microwaves 01064,Home Appliances,Microwaves,ComfortMax,Seasonal,30512.32,22657.34,23.78,7854.98,0.2574
P01065,Arctic Air Conditioners 01065,Home Appliances,Air Conditioners,Arctic,Volatile,31846.01,23135.78,12.71,8710.23,0.2735
P01066,PaperWorks Writing 01066,Office Supplies,Writing,PaperWorks,Stable,4134.97,3457.64,238.27,677.33,0.1638
P01067,Zenith TVs 01067,Electronics,TVs,Zenith,Stable,130786.97,79955.39,12.53,50831.58,0.3887
P01068,NovaTech TVs 01068,Electronics,TVs,NovaTech,Seasonal,94132.16,76986.52,12.29,17145.64,0.1821
P01069,Arctic Refrigerators 01069,Home Appliances,Refrigerators,Arctic,Volatile,100836.35,68128.54,16.73,32707.81,0.3244
P01070,EverHome Microwaves 01070,Home Appliances,Microwaves,EverHome,Stable,55731.61,40318.6,24.65,15413.01,0.2766
P01071,EverHome Refrigerators 01071,Home Appliances,Refrigerators,EverHome,Volatile,120000.0,101231.03,12.13,18768.97,0.1564
P01072,Vertex Smartphones 01072,Electronics,Smartphones,Vertex,Volatile,77909.74,48211.57,16.68,29698.17,0.3812
P01073,Apex Smartphones 01073,Electronics,Smartphones,Apex,Stable,80237.93,51114.83,20.78,29123.1,0.363
P01074,Zenith TVs 01074,Electronics,TVs,Zenith,Volatile,66083.72,47509.93,9.54,18573.79,0.2811
P01075,UrbanGear Bags 01075,Accessories,Bags,UrbanGear,Volatile,11384.1,9024.91,76.61,2359.19,0.2072
P01076,EverHome Refrigerators 01076,Home Appliances,Refrigerators,EverHome,Volatile,47766.18,39148.89,28.14,8617.29,0.1804
P01077,HomePro Microwaves 01077,Home Appliances,Microwaves,HomePro,Seasonal,110486.79,83876.25,22.26,26610.54,0.2408
P01078,OfficePro Storage 01078,Office Supplies,Storage,OfficePro,Intermittent,1280.12,1006.36,301.28,273.76,0.2139
P01079,Zenith Smartphones 01079,Electronics,Smartphones,Zenith,Volatile,40082.03,28992.42,20.14,11089.61,0.2767
P01080,TechMate Mobile Accessories 01080,Accessories,Mobile Accessories,TechMate,Trending,11404.45,6938.44,17.03,4466.01,0.3916
P01081,OfficePro Storage 01081,Office Supplies,Storage,OfficePro,Intermittent,2394.36,1691.04,320.51,703.32,0.2937
P01082,Vertex Smartphones 01082,Electronics,Smartphones,Vertex,Volatile,59023.94,37038.54,16.27,21985.4,0.3725
P01083,Arctic Air Conditioners 01083,Home Appliances,Air Conditioners,Arctic,Stable,104906.75,72100.34,17.28,32806.41,0.3127
P01084,TechMate Bags 01084,Accessories,Bags,TechMate,Stable,5244.56,3834.76,96.26,1409.8,0.2688
P01085,CarryPro Mobile Accessories 01085,Accessories,Mobile Accessories,CarryPro,Volatile,6695.44,4260.63,29.55,2434.81,0.3637
P01086,Glow Oral Care 01086,Personal Care,Oral Care,Glow,Seasonal,1000.0,732.16,74.13,267.84,0.2678
P01087,DermaX Haircare 01087,Personal Care,Haircare,DermaX,Stable,1000.0,632.84,286.21,367.16,0.3672
P01088,Vertex TVs 01088,Electronics,TVs,Vertex,Volatile,150000.0,116565.87,13.44,33434.13,0.2229
P01089,CarryPro Mobile Accessories 01089,Accessories,Mobile Accessories,CarryPro,Volatile,6374.29,5212.87,122.0,1161.42,0.1822
P01090,Zenith TVs 01090,Electronics,TVs,Zenith,Trending,150000.0,95425.71,3.48,54574.29,0.3638
P01091,CarryPro Bags 01091,Accessories,Bags,CarryPro,Trending,4272.4,3004.12,19.02,1268.28,0.2969
P01092,DermaX Haircare 01092,Personal Care,Haircare,DermaX,Trending,319.19,200.36,220.81,118.83,0.3723
P01093,CarePlus Haircare 01093,Personal Care,Haircare,CarePlus,Trending,134.24,82.63,170.67,51.61,0.3845
P01094,Glow Haircare 01094,Personal Care,Haircare,Glow,Trending,1000.0,836.59,162.44,163.41,0.1634
P01095,Vertex Audio 01095,Electronics,Audio,Vertex,Seasonal,46149.68,33447.33,8.81,12702.35,0.2752
P01096,Apex Audio 01096,Electronics,Audio,Apex,Seasonal,71834.03,54325.12,22.85,17508.91,0.2437
P01097,Apex Laptops 01097,Electronics,Laptops,Apex,Trending,44884.09,31128.71,6.71,13755.38,0.3065
P01098,Apex TVs 01098,Electronics,TVs,Apex,Seasonal,117610.36,76635.17,7.32,40975.19,0.3484
P01099,PaperWorks Writing 01099,Office Supplies,Writing,PaperWorks,Intermittent,2015.49,1571.78,246.53,443.71,0.2201
P01100,Arctic Air Conditioners 01100,Home Appliances,Air Conditioners,Arctic,Seasonal,28110.61,19981.03,10.02,8129.58,0.2892
P01101,Zenith TVs 01101,Electronics,TVs,Zenith,Volatile,101015.65,67965.13,8.93,33050.52,0.3272
P01102,ConnectX Mobile Accessories 01102,Accessories,Mobile Accessories,ConnectX,Volatile,3194.11,2607.65,164.86,586.46,0.1836
P01103,UrbanGear Cables 01103,Accessories,Cables,UrbanGear,Volatile,4568.13,2953.22,166.23,1614.91,0.3535
P01104,TechMate Chargers 01104,Accessories,Chargers,TechMate,Volatile,2132.75,1489.67,207.88,643.08,0.3015
P01105,ConnectX Mobile Accessories 01105,Accessories,Mobile Accessories,ConnectX,Trending,3212.9,1968.27,110.25,1244.63,0.3874
P01106,Vertex Smartphones 01106,Electronics,Smartphones,Vertex,Seasonal,86262.54,66001.0,4.05,20261.54,0.2349
P01107,EverHome Refrigerators 01107,Home Appliances,Refrigerators,EverHome,Stable,18921.82,15571.97,9.66,3349.85,0.177
P01108,PaperWorks Storage 01108,Office Supplies,Storage,PaperWorks,Stable,1038.27,751.06,490.6,287.21,0.2766
P01109,WriteWell Writing 01109,Office Supplies,Writing,WriteWell,Trending,2521.41,2089.11,310.24,432.3,0.1715
P01110,Zenith Smartphones 01110,Electronics,Smartphones,Zenith,Volatile,55930.72,33984.53,21.87,21946.19,0.3924
P01111,CarryPro Bags 01111,Accessories,Bags,CarryPro,Stable,15000.0,12604.93,11.77,2395.07,0.1597
P01112,Zenith TVs 01112,Electronics,TVs,Zenith,Volatile,150000.0,99243.6,16.51,50756.4,0.3384
P01113,Zenith TVs 01113,Electronics,TVs,Zenith,Volatile,46040.64,33090.53,3.05,12950.11,0.2813
P01114,DermaX Haircare 01114,Personal Care,Haircare,DermaX,Trending,768.32,582.27,179.38,186.05,0.2422
P01115,Glow Grooming 01115,Personal Care,Grooming,Glow,Stable,862.2,718.68,277.82,143.52,0.1665
P01116,CarePlus Haircare 01116,Personal Care,Haircare,CarePlus,Stable,384.3,266.88,291.16,117.42,0.3055
P01117,NovaTech Audio 01117,Electronics,Audio,NovaTech,Stable,31593.55,22232.22,17.14,9361.33,0.2963
P01118,UrbanGear Bags 01118,Accessories,Bags,UrbanGear,Trending,7494.49,5844.05,119.97,1650.44,0.2202
P01119,ComfortMax Air Conditioners 01119,Home Appliances,Air Conditioners,ComfortMax,Seasonal,55441.58,34509.31,28.46,20932.27,0.3776
P01120,Apex Laptops 01120,Electronics,Laptops,Apex,Seasonal,59669.39,46182.47,20.86,13486.92,0.226
P01121,CarryPro Chargers 01121,Accessories,Chargers,CarryPro,Trending,9844.74,7261.17,25.58,2583.57,0.2624
P01122,ConnectX Mobile Accessories 01122,Accessories,Mobile Accessories,ConnectX,Stable,4811.99,3436.05,121.77,1375.94,0.2859
P01123,UrbanGear Mobile Accessories 01123,Accessories,Mobile Accessories,UrbanGear,Stable,3782.36,3120.23,67.66,662.13,0.1751
P01124,CarryPro Chargers 01124,Accessories,Chargers,CarryPro,Trending,8060.68,4973.11,122.75,3087.57,0.383
P01125,WriteWell Storage 01125,Office Supplies,Storage,WriteWell,Trending,3183.0,2407.51,244.07,775.49,0.2436
P01126,PureLife Haircare 01126,Personal Care,Haircare,PureLife,Trending,271.49,225.28,183.0,46.21,0.1702
P01127,Zenith Laptops 01127,Electronics,Laptops,Zenith,Seasonal,135251.0,101867.97,11.99,33383.03,0.2468
P01128,Arctic Washing Machines 01128,Home Appliances,Washing Machines,Arctic,Stable,21258.32,14879.75,6.6,6378.57,0.3001
P01129,HomePro Refrigerators 01129,Home Appliances,Refrigerators,HomePro,Volatile,43474.26,31370.45,16.1,12103.81,0.2784
P01130,Arctic Microwaves 01130,Home Appliances,Microwaves,Arctic,Volatile,52679.8,35630.75,25.25,17049.05,0.3236
P01131,OfficePro Desk Accessories 01131,Office Supplies,Desk Accessories,OfficePro,Stable,1723.76,1441.29,342.09,282.47,0.1639
P01132,PureLife Oral Care 01132,Personal Care,Oral Care,PureLife,Stable,391.85,305.2,114.74,86.65,0.2211
P01133,Zenith Audio 01133,Electronics,Audio,Zenith,Trending,150000.0,96778.85,28.19,53221.15,0.3548
P01134,Vertex Laptops 01134,Electronics,Laptops,Vertex,Trending,46513.73,38607.63,27.54,7906.1,0.17
P01135,DeskMate Desk Accessories 01135,Office Supplies,Desk Accessories,DeskMate,Intermittent,5000.0,3180.64,128.39,1819.36,0.3639
P01136,Zenith TVs 01136,Electronics,TVs,Zenith,Trending,100741.11,83315.51,3.1,17425.6,0.173
P01137,TechMate Mobile Accessories 01137,Accessories,Mobile Accessories,TechMate,Trending,7978.74,5117.46,187.91,2861.28,0.3586
P01138,PureLife Oral Care 01138,Personal Care,Oral Care,PureLife,Stable,731.91,556.11,251.73,175.8,0.2402
P01139,CarePlus Haircare 01139,Personal Care,Haircare,CarePlus,Stable,1000.0,696.95,291.0,303.05,0.303
P01140,Glow Grooming 01140,Personal Care,Grooming,Glow,Trending,303.01,245.98,269.15,57.03,0.1882
P01141,CarryPro Chargers 01141,Accessories,Chargers,CarryPro,Stable,3854.71,3212.74,154.13,641.97,0.1665
P01142,ComfortMax Air Conditioners 01142,Home Appliances,Air Conditioners,ComfortMax,Seasonal,39099.8,31124.04,16.84,7975.76,0.204
P01143,DeskMate Desk Accessories 01143,Office Supplies,Desk Accessories,DeskMate,Stable,2574.17,2105.77,43.09,468.4,0.182
P01144,CarePlus Haircare 01144,Personal Care,Haircare,CarePlus,Stable,195.28,150.74,89.06,44.54,0.2281
P01145,ComfortMax Refrigerators 01145,Home Appliances,Refrigerators,ComfortMax,Stable,62329.87,44965.03,14.87,17364.84,0.2786
P01146,UrbanGear Cables 01146,Accessories,Cables,UrbanGear,Stable,15000.0,10542.15,160.84,4457.85,0.2972
P01147,OfficePro Paper 01147,Office Supplies,Paper,OfficePro,Trending,2765.12,1804.33,291.91,960.79,0.3475
P01148,PaperWorks Desk Accessories 01148,Office Supplies,Desk Accessories,PaperWorks,Intermittent,2118.33,1453.05,379.04,665.28,0.3141
P01149,UrbanGear Bags 01149,Accessories,Bags,UrbanGear,Stable,5210.37,3635.85,77.14,1574.52,0.3022
P01150,TechMate Bags 01150,Accessories,Bags,TechMate,Trending,12944.29,9670.09,145.59,3274.2,0.2529
P01151,PaperWorks Paper 01151,Office Supplies,Paper,PaperWorks,Trending,1538.4,1125.41,71.43,412.99,0.2685
P01152,ConnectX Chargers 01152,Accessories,Chargers,ConnectX,Stable,15000.0,11195.55,109.28,3804.45,0.2536
P01153,DeskMate Paper 01153,Office Supplies,Paper,DeskMate,Intermittent,5000.0,3197.29,382.58,1802.71,0.3605
P01154,OfficePro Paper 01154,Office Supplies,Paper,OfficePro,Stable,2945.54,2334.34,355.9,611.2,0.2075
P01155,Glow Skincare 01155,Personal Care,Skincare,Glow,Trending,546.21,463.5,297.38,82.71,0.1514
P01156,OfficePro Desk Accessories 01156,Office Supplies,Desk Accessories,OfficePro,Intermittent,4686.27,3220.26,160.61,1466.01,0.3128
P01157,Zenith Smartphones 01157,Electronics,Smartphones,Zenith,Trending,149479.17,119491.32,15.95,29987.85,0.2006
P01158,UrbanGear Cables 01158,Accessories,Cables,UrbanGear,Stable,4655.05,2920.91,89.09,1734.14,0.3725
P01159,CarryPro Bags 01159,Accessories,Bags,CarryPro,Volatile,5504.77,3496.84,115.74,2007.93,0.3648
P01160,Zenith Smartphones 01160,Electronics,Smartphones,Zenith,Trending,35053.29,29122.91,25.99,5930.38,0.1692
P01161,TechMate Chargers 01161,Accessories,Chargers,TechMate,Trending,9650.28,7946.07,174.21,1704.21,0.1766
P01162,Vertex TVs 01162,Electronics,TVs,Vertex,Trending,115613.72,83959.5,26.71,31654.22,0.2738
P01163,ComfortMax Refrigerators 01163,Home Appliances,Refrigerators,ComfortMax,Stable,27359.99,19088.91,7.7,8271.08,0.3023
P01164,PaperWorks Desk Accessories 01164,Office Supplies,Desk Accessories,PaperWorks,Intermittent,1921.53,1501.24,440.48,420.29,0.2187
P01165,Apex TVs 01165,Electronics,TVs,Apex,Stable,34533.35,23164.99,3.67,11368.36,0.3292
P01166,UrbanGear Mobile Accessories 01166,Accessories,Mobile Accessories,UrbanGear,Stable,4402.92,3087.64,223.26,1315.28,0.2987
P01167,CarryPro Chargers 01167,Accessories,Chargers,CarryPro,Stable,10508.22,8078.66,88.98,2429.56,0.2312
P01168,DermaX Haircare 01168,Personal Care,Haircare,DermaX,Seasonal,354.19,298.81,108.08,55.38,0.1564
P01169,Vertex Laptops 01169,Electronics,Laptops,Vertex,Stable,64701.37,42862.23,16.34,21839.14,0.3375
P01170,EverHome Microwaves 01170,Home Appliances,Microwaves,EverHome,Stable,23165.18,18446.7,28.34,4718.48,0.2037
P01171,CarePlus Grooming 01171,Personal Care,Grooming,CarePlus,Stable,615.3,394.64,33.38,220.66,0.3586
P01172,CarryPro Chargers 01172,Accessories,Chargers,CarryPro,Stable,7352.08,5476.77,94.54,1875.31,0.2551
P01173,DermaX Grooming 01173,Personal Care,Grooming,DermaX,Trending,355.15,250.64,259.84,104.51,0.2943
P01174,ComfortMax Microwaves 01174,Home Appliances,Microwaves,ComfortMax,Stable,54906.33,34687.78,13.09,20218.55,0.3682
P01175,PureLife Grooming 01175,Personal Care,Grooming,PureLife,Trending,612.83,388.59,75.76,224.24,0.3659
P01176,DermaX Haircare 01176,Personal Care,Haircare,DermaX,Stable,337.31,255.38,138.94,81.93,0.2429
P01177,WriteWell Writing 01177,Office Supplies,Writing,WriteWell,Intermittent,1041.31,830.73,211.21,210.58,0.2022
P01178,Zenith Laptops 01178,Electronics,Laptops,Zenith,Volatile,150000.0,98432.02,27.63,51567.98,0.3438
P01179,OfficePro Storage 01179,Office Supplies,Storage,OfficePro,Trending,1726.81,1280.83,388.11,445.98,0.2583
P01180,PureLife Haircare 01180,Personal Care,Haircare,PureLife,Trending,518.98,416.22,161.43,102.76,0.198
P01181,UrbanGear Mobile Accessories 01181,Accessories,Mobile Accessories,UrbanGear,Trending,13846.76,8638.91,247.21,5207.85,0.3761
P01182,HomePro Refrigerators 01182,Home Appliances,Refrigerators,HomePro,Seasonal,120000.0,96056.87,15.03,23943.13,0.1995
P01183,PureLife Grooming 01183,Personal Care,Grooming,PureLife,Seasonal,260.66,219.88,36.31,40.78,0.1564
P01184,ConnectX Cables 01184,Accessories,Cables,ConnectX,Stable,9889.21,8355.69,72.95,1533.52,0.1551
P01185,Apex Laptops 01185,Electronics,Laptops,Apex,Trending,50690.91,35200.84,14.21,15490.07,0.3056
P01186,UrbanGear Chargers 01186,Accessories,Chargers,UrbanGear,Volatile,5464.5,3740.89,47.66,1723.61,0.3154
P01187,OfficePro Desk Accessories 01187,Office Supplies,Desk Accessories,OfficePro,Trending,1639.05,1265.74,475.36,373.31,0.2278
P01188,Zenith Audio 01188,Electronics,Audio,Zenith,Stable,39444.12,30371.86,23.47,9072.26,0.23
